id,name,description,website,established,isOrganic,images__icon,images__medium,images__large,streetAddress,locality,region,postalCode,latitude,longitude,phone,hoursOfOperation,isPrimary,inPlanning,isClosed,openToPublic,locationType,locationTypeDisplay,countryIsoCode,displayName,isoThree,yearOpened,yearClosed
1qGLTN,Jasper Murdock's Alehouse / The Norwich Inn,"In 1993, this Vermont brewery tradition was revived at the Norwich Inn when Jasper Murdock's Alehouse began producing traditional English-style ales in 5-gallon glass jugs. By 1995, an historic livery building was renovated and outfitted with a new four-barrel brew house, enabling 125-gallon batches. Though the vessels are now larger, we remain one of the smallest breweries in America.",http://www.norwichinn.com/,1993,N,https://s3.amazonaws.com/brewerydbapi/brewery/plvi9O/upload_Rm0fzV-icon.png,https://s3.amazonaws.com/brewerydbapi/brewery/plvi9O/upload_Rm0fzV-medium.png,https://s3.amazonaws.com/brewerydbapi/brewery/plvi9O/upload_Rm0fzV-large.png,325 Main Street,Norwich,Vermont,5055,43.7151179,-72.308907,802-649-1143,,Y,N,N,Y,brewpub,Brewpub,US,United States,USA,1993,
e9z9co,Jasper Ridge Brewery,"Established in 1996, the Jasper Ridge Brewery produces  beer made from all natural ingredients such as malts, hops, yeast, and water and creates beer that is bursting with individual flavor, color, and aroma. We provide it to you fresh from our 10-barrel all-grain brewing system on our property. We've rediscovered the rich, enjoyable flavor of fresh brewed beer.",http://www.countryvillageresort.com/httpdocs/html/brewery.html,1996,N,,,,1075 Country Lane,Ishpeming,Michigan,49849,46.5015366,-87.6789954,906-485-6017,,Y,N,N,Y,brewpub,Brewpub,US,United States,USA,1996,
GThxmF,Jaxons Restaurant and Brewing Co,"Established in 1973, Jaxon's Restaurants & Brewing Co. has been providing the very best Southwestern food for over 30 years. Jaxon’s specialties include signature homemade Potato Green Chili and Tortilla soups, Santa Barbara Beef, a specially seasoned grilled sirloin served sliced with Jaxon’s own barbeque sauce; unique appetizers, fresh salads, gourmet hamburgers, hand-cut steaks, and much more! Jaxon’s “King” Margaritas and signature cocktails are acclaimed as the best in the region. Jaxon’s Brewery, the fourth oldest brew pub in the state of Texas, pours a variety of award-winning handcrafted ales and lagers. In addition, Jaxon’s offers FREE wireless Internet access and a wide range of multimedia services for business meetings and special events.",http://www.jaxons.com/,1973,N,,,,1135 Airway Boulevard,El Paso,Texas,79925,31.7813196,-106.3925207,915-778-9696,,Y,N,Y,Y,brewpub,Brewpub,US,United States,USA,1973,
yHMNW9,Jdub's Brewing Company,"JDub's Brewing Company, located in sunny Sarasota, FL, is dedicated to Quality, Innovation and Culture. We celebrate our beer, our community, and life.",http://www.jdubsbrewing.com/,2014,N,https://s3.amazonaws.com/brewerydbapi/brewery/GYx2gp/upload_kGU43e-icon.png,https://s3.amazonaws.com/brewerydbapi/brewery/GYx2gp/upload_kGU43e-medium.png,https://s3.amazonaws.com/brewerydbapi/brewery/GYx2gp/upload_kGU43e-large.png,1215 Mango Avenue,Sarasota,Florida,34237,27.348907,-82.525404,(941) 955-2739,,Y,N,N,Y,micro,Micro Brewery,US,United States,USA,,
snQlvg,Jefferson Street Brewery / Waterstone Pizza,,http://www.jeffersonstreetbrewery.com/,,N,,,,1309 Jefferson St,Lynchburg,Virginia,24504,37.4124162,-79.137429,434-455-1515,,Y,N,N,Y,brewpub,Brewpub,US,United States,USA,,
9j31kc,Jekyll Brewing,Produce the highest quality beer with passion. Bring people together. Give back to special causes. Exercise corporate responsibility. Have fun!,http://jekyllbrewing.com/,2011,N,https://s3.amazonaws.com/brewerydbapi/brewery/txhujB/upload_tVUpLa-icon.png,https://s3.amazonaws.com/brewerydbapi/brewery/txhujB/upload_tVUpLa-medium.png,https://s3.amazonaws.com/brewerydbapi/brewery/txhujB/upload_tVUpLa-large.png,2855 Marconi Drive,Alpharetta,Georgia,30005,34.086075,-84.247494,(770) 596-8788,,Y,N,N,Y,micro,Micro Brewery,US,United States,USA,2013,
7QsOEY,Jersey Brew Holdings LLC,,http://www.njbrew.com/,,N,,,,389 Washington St,Jersey City,New Jersey,7302,40.7207657,-74.0365736,856-534-5776,,Y,N,N,Y,micro,Micro Brewery,US,United States,USA,,
jkbCNz,Jersey Devil Brewhouse,,,,N,,,,123 Brondesbury Pl,Cherry Hill,New Jersey,8003,39.873586,-74.941052,(856) 751-0808,,Y,Y,N,Y,micro,Micro Brewery,US,United States,USA,,
M4K0XQ,Jester King Craft Brewery,"Located in the beautiful Texas Hill Country, Jester King Craft Brewery is an authentic farmhouse brewery committed to brewing artisan ales of great depth and character. At times drawing influences from the world beyond traditional brewers’ yeast, Jester King’s beer is not rushed to market but allowed to mature – often in oak barrels – to create the most enjoyable, interesting and exciting beer we can make. An additional layer of complexity is added to Jester King’s bottled beers by allowing a second fermentation to take place in the bottle. As part of its commitment to sustainability, the slow food movement and Texas, Jester King beer uses as many organic and local ingredients as possible and will soon be brewed with harvested rainwater.",http://www.jesterkingbrewery.com/,2010,N,https://s3.amazonaws.com/brewerydbapi/brewery/7kCNmJ/upload_P84WGp-icon.png,https://s3.amazonaws.com/brewerydbapi/brewery/7kCNmJ/upload_P84WGp-medium.png,https://s3.amazonaws.com/brewerydbapi/brewery/7kCNmJ/upload_P84WGp-large.png,13005 Fitzhugh Rd,Austin,Texas,78736,30.233431,-97.995129,512-537-5100,,Y,N,N,Y,micro,Micro Brewery,US,United States,USA,,
ahlcqI,JGR Enterprises Inc,,,,N,,,,6103 S 160th St,Omaha,Nebraska,68135,41.197313,-96.164319,402-861-0174,,Y,Y,N,Y,micro,Micro Brewery,US,United States,USA,,
pLDF9A,Jobber's Canyon Restaurant & Brewery,,,,N,,,,,Omaha,Nebraska,,41.2523634,-95.9979883,,,Y,N,Y,Y,micro,Micro Brewery,US,United States,USA,,2007
Rew3Ib,JoBoy's Brew Pub,,http://www.joboysbrewpub.com/,,N,,,,27-31 E. Main St,Litiz,Pennsylvania,17544,40.1570327,-76.3060654,717-568-8330,,Y,N,N,Y,brewpub,Brewpub,US,United States,USA,,
gINfbT,Johansson’s Dining House and Restaurant,,http://www.johanssonsdininghouse.com/,,N,,,,4 W Main St,Westminster,Maryland,21157,39.5753017,-76.996031,410-876-0101,Mon - Sat: 11:00 am - 1:00 am  Sun: 10:00 am - 1:00 am,Y,N,N,Y,brewpub,Brewpub,US,United States,USA,,
Yzbn79,John A. Huber Brewing Company,"The John A Huber Brewing Company is a family owned and operated business. Here, brewing is family    ""The concept for John A. Huber Brewing Company was set in motion in 1984 with the dreams of Missouri farmboy John Huber as he tasted his first home-brewed beer. In 2003, John received a home-brew kit for Christmas from his wife and sons. It was at that moment the Huber Brew or ""Hubrew"", the Company's flagship beer, was born. In 2009, he opened up Homebrew Supply of Southeast Missouri, LLC in Jackson, Missouri. In 2011, the John A. Huber Brewing Company took root in Fruitland, Missouri. The Company is a family owned and operated business. John's sons, Matthew and Chad, assist their father in the Company's operation. John and his family have lived in Southeast Missouri all their lives. They want to share their passion for brewing, their sense of community and their comradery. Come join them.""    Hubrew is a packaging brewery. We do not currently have any onsite sales or tours.",http://www.hubrewbeer.com/,,N,https://s3.amazonaws.com/brewerydbapi/brewery/JjWBil/upload_J0JzTP-icon.png,https://s3.amazonaws.com/brewerydbapi/brewery/JjWBil/upload_J0JzTP-medium.png,https://s3.amazonaws.com/brewerydbapi/brewery/JjWBil/upload_J0JzTP-large.png,3463 State Highway Ff,Jackson,Missouri,63755,37.448408,-89.639117,,,Y,N,N,N,micro,Micro Brewery,US,United States,USA,,
BirFEL,Cambridge,"John Harvard’s boasts and extensive list of brews, ranging from the tried and true All Amrican Light Lager to the rich, roasted Dry Irish Stout. In addition, we carry a full-line of seasonal brews, so you’re sure to find the perfect beer any time of year.    When you come to John Harvard’s, please check with your server to find out what specialty beers are available, as well. Our award winning brewers offer a range of beer styles from around the world.",http://johnharvards.com/,1992,N,https://s3.amazonaws.com/brewerydbapi/brewery/z2MPZY/upload_dGppcY-icon.png,https://s3.amazonaws.com/brewerydbapi/brewery/z2MPZY/upload_dGppcY-medium.png,https://s3.amazonaws.com/brewerydbapi/brewery/z2MPZY/upload_dGppcY-large.png,33 Dunster Street,Cambridge,Massachusetts,2138,42.3724324,-71.1193062,617-868-3585,,Y,N,N,N,micro,Micro Brewery,US,United States,USA,,
o2a3Nm,Framingham,,https://www.johnharvards.com/,,,,,,1 Worcester Road,Framingham,Massachusetts,1701,42.3006992,-71.3961732,508-875-2337,,N,N,N,N,brewpub,Brewpub,US,United States,USA,,
QMIrXD,Lake Grove,,http://johnharvards.com/,,,,,,2093 Smithhaven Plaza,Lake Grove,New York,11755,40.870433,-73.128532,631-979-2739,,N,N,N,N,brewpub,Brewpub,US,United States,USA,,
2g1fge,Providence - Union Station Brewery,,https://www.johnharvards.com/,,,,,,36 Exchange Terrace,Providence,Rhode Island,2903,41.825595,-71.414036,401-274-2739,,N,N,N,N,brewpub,Brewpub,US,United States,USA,,
uvpHuL,John S Rhodell Brewery,,,,N,,,,619 SW Water St,Peoria,Illinois,61602,40.685753,-89.594783,309-674-7267,,Y,N,Y,N,micro,Micro Brewery,US,United States,USA,,
XFY63m,Jolly Pumpkin Artisan Ales,"Welcome to a land of open fermentation, oak barrel aging, and bottle conditioning. At Jolly Pumpkin Artisan Ales we are dedicated to more than the traditions of old world craftsmanship. Everything we do is designed to create ales of outstanding art and flavor. Focusing on traditional rustic country style beers brought to life through labor and love, we strive to create beers to lighten the spirit, and soothe the soul. Sharing our joy to the betterment of mankind is the most that we could hope for.",http://www.jollypumpkin.com/,2004,N,https://s3.amazonaws.com/brewerydbapi/brewery/pzWq1r/upload_6UXFjj-icon.png,https://s3.amazonaws.com/brewerydbapi/brewery/pzWq1r/upload_6UXFjj-medium.png,https://s3.amazonaws.com/brewerydbapi/brewery/pzWq1r/upload_6UXFjj-large.png,3115 Broad Street,Dexter,Michigan,48130,42.337535,-83.889488,734-426-4962,,N,N,N,Y,micro,Micro Brewery,US,United States,USA,2004,
CGyBh2,Jolly Pumpkin Cafe & Brewery?,,http://www.jollypumpkin.com/annarbor/,,,,,,311 South Main Street,Ann Arbor,Michigan,48104,42.27927,-83.748608,734-913-2730,Main Floor  Monday - Thursday 11am - 11pm Friday 11am - midnight   Saturday 10am - midnight   Sunday 10am - 11pm    Upstairs  Sunday - Wednesday 4pm - midnight   Thursday - Saturday 4pm - 2am    Rooftop Deck  Monday - Wednesday 4pm - 11pm   Thursday - Friday 4pm - 1am   Saturday - noon - 1 am  Sunday - noon - 11pm,N,N,N,Y,restaurant,Restaurant/Ale House,US,United States,USA,,
oagzqT,"Jolly Pumpkin Restaurant, Brewery, Distillery",,http://www.jollypumpkin.com/traversecity/index8.htm,,,,,,13512 Peninsula Drive,Traverse City,Michigan,49686,44.8861815,-85.5285305,231-223-4333,Monday - Thursday 12pm - 10 pm  Friday 12pm - 11pm  Saturday 12pm - 11pm  Sunday 12pm - 9pm,N,N,N,Y,restaurant,Restaurant/Ale House,US,United States,USA,,
9ZGuDD,Jones Brewing Co,,http://www.stoneysbeer.com/,1881,N,,,,254 Second St,Smithton,Pennsylvania,15479,40.1531559,-79.7436052,,,Y,N,N,Y,micro,Micro Brewery,US,United States,USA,,
lsziMe,Joseph James Brewing Co. Inc.,Southern Nevada Craft Brewery Specializing in Craft Beer and Gluten Free Ales,http://www.foxbrews.com/,2008,N,https://s3.amazonaws.com/brewerydbapi/brewery/T1cUw6/upload_aIy7TT-icon.png,https://s3.amazonaws.com/brewerydbapi/brewery/T1cUw6/upload_aIy7TT-medium.png,https://s3.amazonaws.com/brewerydbapi/brewery/T1cUw6/upload_aIy7TT-large.png,155 N. Gibson Rd.,Henderson,Nevada,89014,36.038381,-115.03073,702-454-2739,,Y,N,N,Y,micro,Micro Brewery,US,United States,USA,,
z7bUU8,Joseph Wolf Brewing Company,,,1860,N,https://s3.amazonaws.com/brewerydbapi/brewery/1xB2B8/upload_1OqHC2-icon.png,https://s3.amazonaws.com/brewerydbapi/brewery/1xB2B8/upload_1OqHC2-medium.png,https://s3.amazonaws.com/brewerydbapi/brewery/1xB2B8/upload_1OqHC2-large.png,,Stillwater,Minnesota,55082,45.0567,-92.810574,,,Y,N,N,N,micro,Micro Brewery,US,United States,USA,,
OCiWW5,Josephbrau Brewing Company,Brewed by Gordon Biersch Brewing Company and is also know as Trader Joe's Brewing Company.,,,N,,,,,San Jose,California,95113,37.338475,-121.885794,,,Y,N,N,Y,micro,Micro Brewery,US,United States,USA,,
0WRKfW,Joshua Huddy's Brew Pub and Grill,(No longer brewing),,,N,,,,1250 Hooper Ave,Toms River,New Jersey,8753,39.9834593,-74.1810495,1-732-240-3640,,Y,N,Y,Y,micro,Micro Brewery,US,United States,USA,,
cqA8ox,Journeyman Brewery,,,,N,,,,21 Towpath Cir,Rochester,New York,14618,43.109962,-77.550752,910-465-2862,,Y,Y,N,N,brewpub,Brewpub,US,United States,USA,,
F9swyO,Joynt Brewing Co,,,,N,,,,1518 Derwen Dr,Iowa City,Iowa,52246,41.649809,-91.56142,319-594-1891,,Y,N,N,Y,micro,Micro Brewery,US,United States,USA,,
lJvCOX,Joyride Brewing Company,"A craft brewery across the street from the banks of Sloan's Lake in Edgewater, Colorado. Hop On!",http://joyridebrewing.com,2013,N,https://s3.amazonaws.com/brewerydbapi/brewery/DSuwHi/upload_5mH6ST-icon.png,https://s3.amazonaws.com/brewerydbapi/brewery/DSuwHi/upload_5mH6ST-medium.png,https://s3.amazonaws.com/brewerydbapi/brewery/DSuwHi/upload_5mH6ST-large.png,2501 Sheridan Blvd,Edgewater,Colorado,80214,39.7532077,-105.053674,(720) 432-7560,,Y,N,N,Y,micro,Micro Brewery,US,United States,USA,,
rTbl7p,JT Schmids Brewhouse and Eatery,,http://jtschmidsrestaurants.com/,,N,,,,1725 S Douglass Rd,Anaheim,California,92806,33.8052047,-117.877669,714-634-9200,,Y,N,N,Y,brewpub,Brewpub,US,United States,USA,,
TnKZHG,JT Whitney's Brewpub and Eatery,,,,N,,,,674 South Whitney Way,Madison,Wisconsin,53711,43.0526168,-89.4736599,608-274-1776,,Y,N,Y,Y,micro,Micro Brewery,US,United States,USA,,
673NQh,Judge Baldwins Brewing Co,,,,N,,,,4 S Cascade Ave,Colorado Springs,Colorado,80903,38.833607,-104.826629,719-473-5600,,Y,N,N,Y,brewpub,Brewpub,US,United States,USA,,
WWDfnY,Junkyard Brewing Company,"Junkyard Brewing Company was conceived as I brewed my first batch of homebrew in college. I still remember that batch; it was a five-gallon recipe with eight pounds of dark malt extract powder and eight ounces of chinook hops for the boil with a packet of dry yeast to ferment it. I ""bottled"" this first batch in pint-sized canning jars and judged when the natural carbonation had taken place by the ""plink, plink"" noises of the lids buckling upward under pressure. Friends suggested names for my first brew, and a couple stand out in my mind: ""Junk's Trunk"" and ""Junkyard"" beer. It was  nicknames like these that helped guide me toward choosing the name ""Junkyard"" for our brewing company when the time came to  attach a name to my idea.",http://www.junkyardbeer.com/,,N,https://s3.amazonaws.com/brewerydbapi/brewery/lLaoBi/upload_emXV0R-icon.png,https://s3.amazonaws.com/brewerydbapi/brewery/lLaoBi/upload_emXV0R-medium.png,https://s3.amazonaws.com/brewerydbapi/brewery/lLaoBi/upload_emXV0R-large.png,1320 1st Ave.,North Moorhead,Minnesota,56560,46.87638,-96.758459,(701) 261-8403,Wed: 4:00 pm - 7:00 pm  Fri: 4:00 pm - 7:00 pm,Y,N,N,Y,micro,Micro Brewery,US,United States,USA,,
ezkTq5,Jupiter Brewing,"Jupiter is the East Bay's most popular beerhouse, locally owned & operated, serving its own handcrafted beers & ales along with wood-fired pizzas. Housed in an old livery stable from the 1890's, Jupiter exudes a European atmosphere found in the heart of Berkeley, California. (The design was inspired by the oldest bar in Berlin.)",http://www.jupiterbeer.com,,N,https://s3.amazonaws.com/brewerydbapi/brewery/JD4r3F/upload_dxQhNv-icon.png,https://s3.amazonaws.com/brewerydbapi/brewery/JD4r3F/upload_dxQhNv-medium.png,https://s3.amazonaws.com/brewerydbapi/brewery/JD4r3F/upload_dxQhNv-large.png,2181 Shattuck Avenue,Berkeley,California,94704,37.8698014,-122.267527,5108438277,Mon:  11:30am - 1:00am Tue:  11:30am - 1:00am Wed:  11:30am - 1:00am Thu:  11:30am - 1:00am Fri:  11:30am - 1:30am Sat:  12:00pm - 1:30am Sun:  12:00pm - 12:00am  ,Y,N,N,N,brewpub,Brewpub,US,United States,USA,,
iQmBa8,Jurnee Brews,"Jurnee Brewing Company (JBC) is a craft brewing partnership founded in 2010. Jurnee Brews has locations in Centreville, Virginia and Ewing, New Jersey.  This microbrewery is a collaboration of two men who themselves are on an exceptional journey to bring what was once an idea to your local watering hole. Jurnee is more than what is in the bottle, it's about how it came together...the journey. Just like in life, we have experiences throughout time that form who we are as people, it just so happens our journey culminates in a bottle.",http://www.jurneebeers.com/,2010,N,,,,14233 Glade Spring Dr,Centreville,Virginia,20121,38.830062,-77.44489,,,Y,Y,N,Y,micro,Micro Brewery,US,United States,USA,,
KkUzjZ,Jurupa Valley Brewing,,,,N,,,,,Riverside,California,,33.98163,-117.373879,,,Y,N,N,Y,micro,Micro Brewery,US,United States,USA,,
uqoSWo,Just Beer Brewing Co.,Brewer of american grown beer.,http://www.justbeer.us/,1997,N,https://s3.amazonaws.com/brewerydbapi/brewery/bevQW2/upload_mUoCkN-icon.png,https://s3.amazonaws.com/brewerydbapi/brewery/bevQW2/upload_mUoCkN-medium.png,https://s3.amazonaws.com/brewerydbapi/brewery/bevQW2/upload_mUoCkN-large.png,98 Horseneck Rd,Westport,Massachusetts,2790,41.566802,-71.054254,,"Store Hours: Saturdays from 11am to 5pm. Tastings, growler fills, bottle sales.",Y,N,N,Y,micro,Micro Brewery,US,United States,USA,,
JqufBE,Justice Brewing,"Established as Justice Brewing, LLC in 2009 I set out to open a small scale craft brewery. Having spent a few years as a homebrewer and always wanting to work for myself I attended Craft Brewing classes at Chemeketa Community College in Salem, OR and read as many books as I could on brewing. I searched for a long time trying to find a suitable place to open up and could be licensed as a Microbrewery. I finally found the location in 2011 and started the move. Then finally in 2012 went through all the legal red tape of opening Everett’s first Belgian Style brewery.    Due to current regulations in the City of Everett we are not open for retail sales. You can make an appointment if you would like a tour or make arrangements for a delivery.    Among other things we now brew AWARD WINNING BEER! Thats right our recipes are now the recipients of not only numerous Blue & Red Ribbons at the 2012 Evergreen State Fair but our “White & Nerdy” Belgian Wit won Best of Show.",http://www.justicebrewing.com/,2009,N,https://s3.amazonaws.com/brewerydbapi/brewery/DdedKX/upload_YsF2vG-icon.png,https://s3.amazonaws.com/brewerydbapi/brewery/DdedKX/upload_YsF2vG-medium.png,https://s3.amazonaws.com/brewerydbapi/brewery/DdedKX/upload_YsF2vG-large.png,2414 Chestnut St.,Everett,Washington,98201,47.985383,-122.18803,(425) 835-2337,,Y,N,N,Y,nano,Nano Brewery,US,United States,USA,,
CbU0HG,Kaktus Brewing Company,"This is a nano-brewery   ??Producing 500 barrels yearly   With 6-to-8 beers on tap    We shipped in German Made equipment to set ourselves apart in the local industry allowing us to specialize in lighter style lager beers while keeping the favorites such as Porter's, ESB's, IPA's and other classic Ales.    ??  ?O?ur reverse osmosis water purifier allows us to control the quality of water during each and every brew. ???  ?  ?Mike Waddy, our brew master, has over years of experience creating beer recipes and hand crafting beers consumed by many New Mexican beer enthusiasts.",http://kaktusbrewery.com/,2013,N,https://s3.amazonaws.com/brewerydbapi/brewery/y9xu3g/upload_gtUdAV-icon.png,https://s3.amazonaws.com/brewerydbapi/brewery/y9xu3g/upload_gtUdAV-medium.png,https://s3.amazonaws.com/brewerydbapi/brewery/y9xu3g/upload_gtUdAV-large.png,471 South Hill Rd,Bernalillo,New Mexico,87004,35.3082539,-106.5386969,(505) 379-5072,Mon - Thu: 11:30 am - 8:00 pm  Fri - Sun: 11:30 am - 10:00 pm,Y,N,N,Y,nano,Nano Brewery,US,United States,USA,2013,
o1OELJ,Kalamazoo Brewing,,,,N,,,,355 East Kalamazoo Avenue,Kalamazoo,Michigan,49007,42.294894,-85.5787942,1-269-382-2338,,Y,N,Y,N,micro,Micro Brewery,US,United States,USA,,
7N3NtU,Kalona Brewing Company,"We, at Kalona Brewing Company, are passionate for quality, are uniquely offbeat-but substantial, creative, warm and inclusive.     We believe you will find that reflected in both the products we brew and in the restaurant atmosphere we create for your dining and drinking enjoyment.   One of our goals is to be Kalona’s living room – a place where people can come to relax, relate, and have some recreation playing scrabble or dominos by the fireplace in the sofa area of the restaurant. Plus we have a fantastic beer garden to enjoy during the warmer weather.    Kalona Brewing Company and Eatery is strategically located in beautiful downtown Kalona at 405 B Avenue, a half hour drive south from Iowa City.    The brewery is home to a fifteen barrel brewing system from Newlands Systems Inc., which includes a three vessel brew house, four 15bbl fermenters, two 30bbl fermenters and two 15bbl bright tanks.",http://www.kalonabrewing.com,2012,N,https://s3.amazonaws.com/brewerydbapi/brewery/beRdlK/upload_9H0f58-icon.png,https://s3.amazonaws.com/brewerydbapi/brewery/beRdlK/upload_9H0f58-medium.png,https://s3.amazonaws.com/brewerydbapi/brewery/beRdlK/upload_9H0f58-large.png,405 B Ave.,Kalona,Iowa,52247,41.4831331,-91.7076176,(319) 656-3335,Wed:  11:00am - 10:00pm Thu:  11:00am - 10:00pm Fri:  11:00am - 11:00pm Sat:  11:00am - 11:00pm Sun:  11:00am - 10:00pm  ,Y,N,N,Y,brewpub,Brewpub,US,United States,USA,,
91s02H,Kamala Brewing at the Whip In,"We’ve been retailing here since 1986, the Topiwala family with mom and pop and three brothers as well as the help of a handful of invaluable staff members. Pop started in the recession years of Reaganomics, thru the boom of Clintonia and still strong despite George II & the current class wars. Starting as a convenience store & gas station, we’ve been evolving from pretty much day one, trying to offer quality and service like our friendly Travis Heights neighbors and fellow Austinites deserve.    We are committed to sustainable, local, and organic & natural produce and groceries with our offerings on the shelf as well as our kitchen menu (No high fructose corn syrup or MSG!!!) With 72 taps of beer available, we are quite picky on what we present with only quality brews that go with our food.    We also enjoy giving back to the community with nonprofit fundraisers and support for grassroots organizations.    We serve our very own authentic and unique Gujarati-style Indian food, mom approved.    Beer by the pint & wine by the glass make it that much more of a yummy pairing.    Our own brews are specifically designed for our menu items!    Also enjoy live music in our unique intimate and awesome music room, or at least our staff selections of eclectic tunes.",http://whipin.com/,,N,https://s3.amazonaws.com/brewerydbapi/brewery/NrF8QR/upload_dudMzd-icon.png,https://s3.amazonaws.com/brewerydbapi/brewery/NrF8QR/upload_dudMzd-medium.png,https://s3.amazonaws.com/brewerydbapi/brewery/NrF8QR/upload_dudMzd-large.png,1950 IH35 South,Austin,Texas,78704,30.2456728,-97.7688358,(512) 442-5337,Mon - Sun: 10:00 am - 12:00 am,Y,N,N,Y,micro,Micro Brewery,US,United States,USA,,
2epqeB,Kane Brewing,Kane Brewing Company is a new craft brewery located on the coast of New Jersey. Our focus will be on American style and Belgian influenced ales. All of our handcrafted beers will be unfiltered and brewed locally in our custom built two-vessel brew house located in Ocean in Monmouth County. Our beers will be self-distributed and available on draft at restaurants and bars in coastal and northern New Jersey. We plan to launch in the spring of 2011.,http://www.kanebrewing.com/,2011,N,https://s3.amazonaws.com/brewerydbapi/brewery/XqWTM7/upload_pzUvUb-icon.png,https://s3.amazonaws.com/brewerydbapi/brewery/XqWTM7/upload_pzUvUb-medium.png,https://s3.amazonaws.com/brewerydbapi/brewery/XqWTM7/upload_pzUvUb-large.png,1750 Bloomsbury Avenue,Ocean Township,New Jersey,,40.2368095,-74.0442545,917-359-9427,,Y,N,N,Y,micro,Micro Brewery,US,United States,USA,2011,
eyYenc,Kannah Creek Brewing Company,"Our journey began in 2005 in Grand Junction, Colorado, when we opened a small brewpub Kannah Creek Brewing Company.  During the first seven years of brewing our focus was always on quality as we developed seven traditional beer styles and multiple seasonal and specialty beers.  With several awards to our name and a growing demand for our beer, we took a huge leap and expanded into a brand new 12,000 square foot 30 barrel production facility in the south downtown area of Grand Junction near the Colorado River.  This new restaurant that also houses our production facility is known as Edgewater Brewery.    Throughout our growth we have invested our time, energy, and resources reflecting our passion and devotion to maintain the highest standard quality.  We currently bottle three of our mainstays in additional to seasonal selections.  Plus limited release bomber bottles of a select variety.  We pride ourselves in making beer that is true to its style, pleasing to the palate and very drinkable.",http://kannahcreekbrewingco.com/,2005,N,https://s3.amazonaws.com/brewerydbapi/brewery/d9U8Mi/upload_jsr7l6-icon.png,https://s3.amazonaws.com/brewerydbapi/brewery/d9U8Mi/upload_jsr7l6-medium.png,https://s3.amazonaws.com/brewerydbapi/brewery/d9U8Mi/upload_jsr7l6-large.png,1960 N. 12th Street,Grand Junction,Colorado,81501,39.085288,-108.5522844,970-263-0111,SUN - THURS 11AM - 10PM  FRI - SAT 11AM - 11PM  Phone: 970-263-0111,Y,N,N,Y,brewpub,Brewpub,US,United States,USA,2005,
u56OBe,Kansas City Bier Company,"Authentic German-style lagers and ales available in local taverns, restaurants, and the brewery tasting room.",http://kcbier.com,2013,N,https://s3.amazonaws.com/brewerydbapi/brewery/WakiQN/upload_7MIkPN-icon.png,https://s3.amazonaws.com/brewerydbapi/brewery/WakiQN/upload_7MIkPN-medium.png,https://s3.amazonaws.com/brewerydbapi/brewery/WakiQN/upload_7MIkPN-large.png,310 W. 79th Street,Kansas City,Missouri,64114,38.9850373,-94.5934373,,,Y,Y,N,N,micro,Micro Brewery,US,United States,USA,,
HIHSx3,Karbach Brewing Company,"We like beer. A lot.     Our background is in the beer biz. Everything from distribution and importing to German training and brewery operations. A few years ago we had an opportunity that would allow us to open up our own brewery. We jumped on it.    We’re extremely excited about this project, and we think it shows in everything we do. This is just plain fun for us. The day it starts to feel like a job is the day when lightning shall strike us dead. Cause, hey, at the end of the day we're making beer. And beer is fun.    Join us, it should be a kick ass ride with some cool stops along the way!",http://www.karbachbrewing.com/,2011,N,https://s3.amazonaws.com/brewerydbapi/brewery/gJZUdw/upload_o7uwfI-icon.png,https://s3.amazonaws.com/brewerydbapi/brewery/gJZUdw/upload_o7uwfI-medium.png,https://s3.amazonaws.com/brewerydbapi/brewery/gJZUdw/upload_o7uwfI-large.png,2032 Karbach Street,Houston,Texas,77092,29.80585,-95.460598,,,Y,N,N,Y,micro,Micro Brewery,US,United States,USA,,
Kyo9tn,Karben4 Brewing,,http://www.karben4.com/,2012,N,https://s3.amazonaws.com/brewerydbapi/brewery/UDZFWm/upload_gQpziW-icon.png,https://s3.amazonaws.com/brewerydbapi/brewery/UDZFWm/upload_gQpziW-medium.png,https://s3.amazonaws.com/brewerydbapi/brewery/UDZFWm/upload_gQpziW-large.png,3698 Kinsman Blvd.,Madison,Wisconsin,53704,43.125762,-89.3252504,,Sunday: Closed  Monday-Wednesday: 3pm - 10pm   Thursday: 3pm - 12am  Friday: 3pm - 2am  Saturday: 11am - 2am,Y,N,N,Y,micro,Micro Brewery,US,United States,USA,2012,
