"id","name","description","website","established","isOrganic","images__icon","images__medium","images__large","status","statusDisplay","createDate","updateDate","streetAddress","locality","region","postalCode","phone","latitude","longitude","isPrimary","inPlanning","isClosed","openToPublic","locationType","locationTypeDisplay","countryIsoCode","displayName","isoThree","numberCode","extendedAddress","yearOpened","hoursOfOperation","mailingListUrl","yearClosed"
"5tw2Iw","Angel City Brewing","Angel City Brewery is excited to be part of the brewing renaissance of Downtown LA by bringing old-world, small-batch, craft brewing to the new world of the expanding Arts District. We are committed to the continued growth and revitalization of our neighborhood by being an interactive and supportive partner to the arts and business communities, as well as the burgeoning craft beer movement in Los Angeles.    Angel City Brewing was founded in 1997. Starting modestly, Angel City quickly became a leader in the LA craft beer scene. In 2004 Angel City bought an 8,000 barrel German-made brewery in Alpine Village near Los Angeles on EBay! and lovingly restored the facility. In late 2010, Angel City relocated the brewery to the historic John A. Roebling Building in LA’s Downtown Arts District. The vision was, and remains, to give this great city a great brewery.    On January 5, 2012, Angel City Brewery was acquired by Alchemy & Science, a craft beer collaboration led by Alan Newman and Stacey Steinmetz, formerly of Magic Hat Brewing Company.    Since January 2012, we’ve undergone massive renovations, including the addition of a new mustache bar. We began brewing in April of 2012, and started popping up in local LA bars and restaurants soon thereafter.    In February 2013, we opened the doors to the Brewery and Public House, but with limited hours as construction continued. We offer an ever-rotating selection of Angel City beer on tap, which includes a number of beers exclusively available at the Brewery. In addition to pints and flights, we offer brewery tours, events, and a great place to gather with friends. We have a small on-site retail store as well. Outside food is always welcome, and there are a number of great locations in our neighborhood that offer take out. In addition to the neighborhood cuisine, our parking lot has become a hot spot for food trucks, with one parked outside nearly every night we’re open. On May 5th, 2013 we had our grand opening with our first ever Heritage Festival. We’re now seven days a week for brewery tours and tastings, and we have full roster of weekly events.","http://www.angelcitybrewing.com/","1997","N","https://s3.amazonaws.com/brewerydbapi/brewery/0ZIlVA/upload_6I5iTE-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/0ZIlVA/upload_6I5iTE-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/0ZIlVA/upload_6I5iTE-large.png","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","216 S Alameda St","Los Angeles","California","90013","310-329-8881","34.0466054","-118.2378181","Y","N","N","Y","micro","Micro Brewery","US","United States","USA","","","1997","","",""
"iDeqSN","Angelic Brewing","","","1995","N","","","","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","322 West Johnson Street","Madison","Wisconsin","53703","608-257-2707","43.0740322","-89.39127","Y","N","Y","Y","micro","Micro Brewery","US","United States","USA","","","1995","","",""
"KXNebo","Angry Cedar Brewing Co","","http://www.angrycedar.com/","2008","N","https://s3.amazonaws.com/brewerydbapi/brewery/ct1Zeb/upload_NzQz2D-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/ct1Zeb/upload_NzQz2D-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/ct1Zeb/upload_NzQz2D-large.png","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","215 E Bremer Ave","Waverly","Iowa","50677","319-961-8162","42.726121","-92.467369","Y","N","N","Y","micro","Micro Brewery","US","United States","USA","","","2008","","",""
"GN1WbX","Angry Chair Brewing","A small Craft brewery featuring artisanal ales.","http://angrychairbrewing.com/","2014","N","https://s3.amazonaws.com/brewerydbapi/brewery/VCOezh/upload_68fza6-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/VCOezh/upload_68fza6-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/VCOezh/upload_68fza6-large.png","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","6401 N Florida Ave","Tampa","Florida","33604","(813) 892-1651","28.005142","-82.459215","Y","N","N","Y","micro","Micro Brewery","US","United States","USA","","","","","",""
"RrZbfe","Angry Erik Brewing","A new craft microbrewery set to open in early 2014. ""Passionate about beer, serious about our passion!""","http://angryerik.com","","N","","","","verified","Verified","2012-01-03 02:41:33","2014-09-07 17:52:52","10 Millpond Drive","Lafayette","New Jersey","07848","(862) 432-9003","41.09372","-74.7168499","Y","N","N","Y","micro","Micro Brewery","US","United States","USA","","Unit 8","","","",""
"wr6SlF","Angry Hank's Microbrewery","","","","N","","","","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","2405 1st Ave N","Billings","Montana","59101","406-252-3370","45.784443","-108.501145","Y","N","N","Y","micro","Micro Brewery","US","United States","USA","","","","","",""
"jVKSiL","Main Cidery","Once upon a time cider was the drink of choice. We've been making ciders for decades... now we want to share them with you. Branch out and experience our Angry Orchard.","http://angryorchard.com/","2011","N","https://s3.amazonaws.com/brewerydbapi/brewery/tYf3W8/upload_Rmr28M-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/tYf3W8/upload_Rmr28M-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/tYf3W8/upload_Rmr28M-large.png","verified","Verified","2012-01-03 02:41:33","2014-08-07 11:06:31","","Cincinnati","Ohio","","","39.1031182","-84.5120196","Y","N","N","Y","micro","Micro Brewery","US","United States","USA","","","","","",""
"ZApGug","Anheuser-Busch InBev","Anheuser-Busch operates 12 breweries in the United States, 14 in China and one in the United Kingdom. Anheuser-Busch's operations and resources are focused on adding to life's enjoyment not only through the responsible consumption of beer by adults, but through theme park entertainment and packaging.  In the United States, the company holds a 48.5 percent share of U.S. beer sales. Worldwide, Anheuser-Busch's beer sales volume was 128.4 million barrels in 2007.  The St. Louis-based company's subsidiaries include one of the largest U.S. manufacturers of aluminum beverage containers and one of the world's largest recyclers of aluminum beverage cans. Anheuser-Busch also has interests in malt production, rice milling, real estate development, turf farming, metalized and paper label printing, bottle production and transportation services.","http://www.anheuser-busch.com/","1852","N","https://s3.amazonaws.com/brewerydbapi/brewery/BznahA/upload_1PzrC7-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/BznahA/upload_1PzrC7-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/BznahA/upload_1PzrC7-large.png","verified","Verified","2012-01-03 02:41:33","2014-08-25 19:12:48","One Busch Place","Saint Louis","Missouri","63118","(314) 577-2626","38.5985037","-90.2093428","Y","N","N","Y","macro","Macro Brewery","US","United States","USA","","","1852","Mon:  10:00am - 4:00pm, 9:00am - 5:00pm Tue:  10:00am - 4:00pm, 9:00am - 5:00pm Wed:  10:00am - 4:00pm, 9:00am - 5:00pm Thu:  10:00am - 4:00pm, 9:00am - 5:00pm Fri:  10:00am - 4:00pm, 9:00am - 5:00pm Sat:  10:00am - 4:00pm, 9:00am - 5:00pm Sun:  11:30am - 4:00pm, 11:30am - 5:00pm  September though May  Mon-Sat: 10 a.m. - 4 p.m.  Sun: 11:30 a.m. - 4 p.m.    June though August  Mon-Sat: 9 a.m. - 5 p.m.  Sun: 11:30 a.m. - 5 p.m.","",""
"doVlXA","Fort Collins","","http://anheuser-busch.com/","","","","","","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","2351 Busch Dr","Fort Collins","Colorado","80524","(970) 490-4500","40.6169416","-105.0018273","N","N","N","N","production","Production Facility","US","United States","USA","","","","","",""
"G8EZgb","Los Angeles","","http://anheuser-busch.com/","","","","","","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","15800 Roscoe Blvd","Van Nuys","California","91406","(818) 989-5300","34.2210112","-118.4768522","N","N","N","N","production","Production Facility","US","United States","USA","","","","","",""
"sRxNq2","Baldwinsville","","http://anheuser-busch.com/","","","","","","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","2885 Belgium Rd","Baldwinsville","New York","13027","(315) 635-4000","43.1624453","-76.3096615","N","N","N","N","production","Production Facility","US","United States","USA","","","","","",""
"UlgBzT","Cartersville","","http://anheuser-busch.com/","","","","","","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","100 Busch Dr NE","Cartersville","Georgia","30121","(770) 386-2000","34.2558728","-84.7831874","N","N","N","N","production","Production Facility","US","United States","USA","","","","","",""
"75P08u","Columbus","","http://anheuser-busch.com/","","","","","","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","700 Schrock Rd","Columbus","Ohio","43229","(614) 888-6644","40.102482","-82.9933123","N","N","N","N","production","Production Facility","US","United States","USA","","","","","",""
"jP7oIL","Fairfield","","http://anheuser-busch.com/","","","","","","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","3101 Busch Dr","Fairfield","California","94534","(707) 429-2000","38.236362","-122.091866","N","N","N","N","production","Production Facility","US","United States","USA","","","","","",""
"LiqcRm","Houston","","http://anheuser-busch.com/","","","","","","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","775 Gellhorn Dr","Houston","Texas","77029","(713) 675-2311","29.773088","-95.269255","N","N","N","N","production","Production Facility","US","United States","USA","","","","","",""
"y2ZQbD","Jacksonville","","http://anheuser-busch.com/","","","","","","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","111 Busch Dr","Jacksonville","Florida","32218","(904) 751-0700","30.433924","-81.650619","N","N","N","N","production","Production Facility","US","United States","USA","","","","","",""
"aMIEke","Merrimack","","http://anheuser-busch.com/","","","","","","verified","Verified","2012-01-03 02:41:33","2014-08-25 19:12:49","221 Daniel Webster Hwy","Merrimack","New Hampshire","03054","(603) 595-1202","42.8260322","-71.4871372","N","N","N","Y","production","Production Facility","US","United States","USA","","","1970","Mon:  10:00am - 4:00pm Thu:  10:00am - 4:00pm Fri:  10:00am - 4:00pm Sat:  10:00am - 4:00pm Sun:  10:00am - 4:00pm  Mon: 10:00 am - 4:00 pm  Thu - Sun: 10:00 am - 4:00 pm","",""
"Cg12u5","Newark","","http://anheuser-busch.com/","","","","","","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","200 US Highway 1","Newark","New Jersey","07114","(973) 645-7700","40.7067437","-74.1736086","N","N","N","N","production","Production Facility","US","United States","USA","","","","","",""
"ozjr3W","Williamsburg","","http://anheuser-busch.com/","","","","","","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","7801 Pocahontas Trail","Williamsburg","Virginia","23185","(757) 253-3600","37.2381215","-76.652522","N","N","N","N","production","Production Facility","US","United States","USA","","","","","",""
"V6fnKP","Ankerbräu","","http://www.ankerbrau.de/","1736","N","","","","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","Ankergasse 4","","Nördlingen","86720","","48.824261","10.459669","Y","N","N","Y","micro","Micro Brewery","DE","Germany","DEU","276","","","","",""
"lIjNM4","Anomaly Brewing Company","","http://www.anomalybrewing.com/","","N","https://s3.amazonaws.com/brewerydbapi/brewery/DwycsI/upload_O1mFNT-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/DwycsI/upload_O1mFNT-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/DwycsI/upload_O1mFNT-large.png","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","","Denver","Colorado","","","39.737567","-104.9847179","Y","Y","N","Y","micro","Micro Brewery","US","United States","USA","","","","","",""
"BUY547","Anthem Brewing Company","Anthem was founded by brewer Matt Anthony, with a burning passion to create Belgian inspired beers that blur the line between the Old World and the New, especially wood aged and sour beers. Our beers are our Anthem to the world.","http://www.anthembrewing.com/","2011","N","https://s3.amazonaws.com/brewerydbapi/brewery/TqC06u/upload_bMqfvL-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/TqC06u/upload_bMqfvL-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/TqC06u/upload_bMqfvL-large.png","verified","Verified","2012-01-03 02:41:33","2014-09-29 20:33:28","908 SW 4th St","Oklahoma City","Oklahoma","73109","405-604-0446","35.4610605","-97.5283432","Y","N","N","Y","micro","Micro Brewery","US","United States","USA","","","","Currently not open to the public. Scheduled tours begin November 1, 2013.","",""
"noGtDY","Antica Birreria di Trieste","","http://www.theresianer.it/","1766","N","","","","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","via Foscarini, 52 Nervesa della Battaglia","Treviso","","31040","","45.8090431","12.2406843","Y","N","N","Y","micro","Micro Brewery","IT","Italy","ITA","380","","1766","","",""
"w8xrXU","Antietam Brewery","Our journey began with the opening of Benny's Pub 5 years ago. We have become known for our excellence in customer service and our strong passion for creating the best experiences and memories for our patrons. We are an American version of the throw-back 'Public Houses' that were the forefathers of today's 'Pubs'. We create delicious soups from scratch, unique sandwiches and dinner entrees using the best local ingredients.    Crafting delicious beer was the next natural step for Benny's Pub. Our loyal customers are passionate about the food and beer they drink- and we promise to deliver. Consumers want healthy, organic produce and food- and they want it to be local. Our menu highlights local meats, fresh cheeses and now hand-crafted beer brewed right in front of you.","http://www.antietambrewery.com","2012","N","https://s3.amazonaws.com/brewerydbapi/brewery/K1AZTL/upload_mVsvtv-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/K1AZTL/upload_mVsvtv-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/K1AZTL/upload_mVsvtv-large.png","verified","Verified","2012-01-03 02:41:33","2014-08-25 19:12:52","49 Eastern Blvd N","Hagerstown","Maryland","21740","(301) 791-5915","39.633603","-77.699894","Y","N","N","Y","micro","Micro Brewery","US","United States","USA","","","2012","Mon:  3:00pm - 2:00am Tue:  11:00am - 2:00am Wed:  11:00am - 2:00am Thu:  11:00am - 2:00am Fri:  11:00am - 2:00am Sat:  12:00pm - 2:00am Sun:  12:00pm - 12:00am  Mon: 3:00 pm - 2:00 am  Tue - Fri: 11:00 am - 2:00 am  Sat: 12:00 pm - 2:00 am  Sun: 12:00 pm - 12:00 am","",""
"3bVrZD","Antwerpse Brouw Compagnie","","http://seef.be/","","N","https://s3.amazonaws.com/brewerydbapi/brewery/EyfTAr/upload_FGf6KG-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/EyfTAr/upload_FGf6KG-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/EyfTAr/upload_FGf6KG-large.png","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","","","Antwerp","","+32 32939184","51.2194475","4.4024643","Y","N","N","Y","micro","Micro Brewery","BE","Belgium","BEL","56","","","","",""
"b3TGSz","Apatinska Pivara A.D.","","","","N","","","","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","Trg Oslobođenja 5","","Apatin","25250","025783147","","","Y","N","N","Y","micro","Micro Brewery","CS","Serbia and Montenegro","","","","","","",""
"0zXRkg","Apocalypse Ale Works","Apocalypse Ale Works is the first brewery in Forest, Virginia since Thomas Jefferson brewed in the 1800's at Poplar Forest. In addition to a brewery, we also have a tasting room, where the public can try our products. We are located in the old Forest Volunteer Fire Department, beside Pints O'Plenty. The brewery will sell kegs all over the state of Virginia, with an emphasis on supplying the local restaurants first. Eventually we will expand to bottling our beer. Our mission is to brew quality beer for all palates. The end of bad beer is here!","http://www.endofbadbeer.com/","2012","N","https://s3.amazonaws.com/brewerydbapi/brewery/AEIXNf/upload_DCOAYF-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/AEIXNf/upload_DCOAYF-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/AEIXNf/upload_DCOAYF-large.png","verified","Verified","2012-01-03 02:41:33","2014-08-25 19:12:52","1257 Burnbridge Rd","Forest","Virginia","24551","(434) 258-8761","37.361933","-79.287925","Y","N","N","Y","micro","Micro Brewery","US","United States","USA","","","2012","Wed:  4:00pm - 9:00pm Thu:  4:00pm - 9:00pm Fri:  4:00pm - 11:00pm Sat:  12:00pm - 11:00pm Sun:  12:00pm - 7:00pm  Wed - Thu: 4:00 pm - 9:00 pm  Fri: 4:00 pm - 11:00 pm  Sat: 12:00 pm - 11:00 pm  Sun: 12:00 pm - 7:00 pm","",""
"2nQ997","Apocalypse Brew Works","Brewery and Taproom in Louisville, KY brewing beer for the masses and for your survival. Drink beer til the end of the world!","http://apocalypsebrewworks.com/","2012","N","https://s3.amazonaws.com/brewerydbapi/brewery/ZWWuXN/upload_QWuqDW-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/ZWWuXN/upload_QWuqDW-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/ZWWuXN/upload_QWuqDW-large.png","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","1612 Mellwood Avenue","Louisville","Kentucky","40206","(502) 589-4843","38.256877","-85.72051","Y","N","N","Y","micro","Micro Brewery","US","United States","USA","","","2012","","",""
"Q7zhMz","Apostelbräu Hauzenberg","","http://www.apostelbraeu.de/","","N","","","","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","Eben 11-15 Hauzenberg","Bavaria","","","","48.63903","13.63454","Y","N","N","Y","micro","Micro Brewery","DE","Germany","DEU","276","","","","",""
"2RiVWQ","Harrisburg","Appalachian Brewing Company is located in a historic downtown building. We are proud to be the first brewery in the Pennsylvania State Capital since 1951. ABC serves fresh innovative cuisine to match our tremendous handcrafted ales and lagers!","http://www.abcbrew.com/harrisburg/index.htm","1951","N","https://s3.amazonaws.com/brewerydbapi/brewery/oJWOqb/upload_mWbWLw-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/oJWOqb/upload_mWbWLw-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/oJWOqb/upload_mWbWLw-large.png","verified","Verified","2012-01-03 02:41:33","2014-08-25 19:12:53","50 N. Cameron St.","Harrisburg","Pennsylvania","17110","717-221-1080","40.2657809","-76.8755","Y","N","N","Y","micro","Micro Brewery","US","United States","USA","","","1997","Sun:  11:00am - 11:00pm Fri:  11:00am - 12:00am Sat:  11:00am - 12:00am  Sunday - Thursday 11am - 11pm   Friday & Saturday 11am - 12am","",""
"8VQfMl","Gettysburg","","http://www.abcbrew.com/gettysburg/","","","","","","verified","Verified","2012-01-03 02:41:33","2014-08-25 19:12:54","401 Buford Ave","Gettysburg","Pennsylvania","17325","717-334-2200","39.835312","-77.245052","N","N","N","Y","brewpub","Brewpub","US","United States","USA","","","","Thu:  11:30am - 10:00pm Sun:  11:30am - 10:00pm Fri:  11:30am - 11:00pm Sat:  11:30am - 11:00pm  Sunday thru Thursday 11:30am – 10:00pm   Friday & Saturday 11:30am – 11:00pm","",""
"kp9TWC","Camp Hill","","http://www.abcbrew.com/camphill/","","","","","","verified","Verified","2012-01-03 02:41:33","2014-08-25 19:12:55","3721 Market St","Camp Hill","Pennsylvania","17011","717-920-2739","40.238345","-76.946072","N","N","N","Y","brewpub","Brewpub","US","United States","USA","","","","Mon:  11:30am - 11:00pm Tue:  11:30am - 11:00pm Wed:  11:30am - 11:00pm Thu:  11:30am - 11:00pm Fri:  11:30am - 12:00am Sat:  11:30am - 12:00am Sun:  11:30am - 10:00pm  Monday through Thursday 11:30am - 11pm  Friday & Saturday 11:30am - 12am  Sunday 11:30am - 10pm","",""
"N8sHfd","Collegeville","","http://www.abcbrew.com/collegeville/","","","","","","verified","Verified","2012-01-03 02:41:33","2014-08-25 19:12:56","50 West 3rd Avenue","Collegeville","Pennsylvania","19426","484-973-6064","40.1945395","-75.4730908","N","N","N","Y","brewpub","Brewpub","US","United States","USA","","","","Sun:  11:00am - 10:00pm Fri:  11:00am - 12:00am Sat:  11:00am - 12:00am  Sunday through Thursday 11:00am - 10pm  Friday & Saturday 11:00am - 12am","",""
"zSb5p4","Lititz","","http://www.abcbrew.com/Lititz/","","","","","","verified","Verified","2012-01-03 02:41:33","2014-08-25 19:12:57","55 N. Water Street","Lititz","Pennsylvania","17543","717-625-0300","40.157852","-76.30072","N","N","N","Y","brewpub","Brewpub","US","United States","USA","","","","Sun:  11:00am - 11:00pm Fri:  11:00am - 12:00am Sat:  11:00am - 12:00am  Sunday - Thursday 11am – 11pm  Friday & Saturday 11am – Midnight","",""
"s1Eupo","Appalachian Mountain Brewery","The Appalachian Mountain Brewery (AMB) is a craft brewery located in the heart of North Carolina’s High Country. Home of the Appalachian State Mountaineers, Boone has countless outdoor activities at your fingertips: rock climbing, hiking, biking, kayaking, skiing, snowboarding, and more! AMB supplies fresh, flavorful beer to the High Country, while maintaining a strong emphasis on both sustainable values and the local community.    Although our craft is beer, AMB is much more than a brewery. Our founding principles go well beyond the pint glass and focus on ideals that strive to empower individuals, support local enterprise, and give back to the greater Appalachian region.  This can best be summarized in our motto:  ”Act Local. Drink Local.”    We will set a new precedent within the brewing industry through an intimate knowledge of the science behind sustainability and a strong desire to improve the current status quo in the field.  We will utilize photovoltaic solar panels, native rain gardens and wetlands, rain water harvesting, and local farm collaboration. Through these efforts AMB will make the highest quality beer while maintaining the highest quality of respect for not only the local community but also the planet at large.    Act Local. Drink Local.","http://www.appalachianmountainbrewery.com/","2013","N","https://s3.amazonaws.com/brewerydbapi/brewery/mcYO9v/upload_ldxRXr-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/mcYO9v/upload_ldxRXr-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/mcYO9v/upload_ldxRXr-large.png","verified","Verified","2012-01-03 02:41:33","2014-08-25 19:12:58","163 Boone Creek Drive","Boone","North Carolina","28607","(828) 263-1111","36.2033443","-81.6685954","Y","N","N","Y","micro","Micro Brewery","US","United States","USA","","","2013","Mon:  4:00pm - 10:00pm Tue:  4:00pm - 10:00pm Wed:  4:00pm - 10:00pm Thu:  4:00pm - 10:00pm Fri:  4:00pm - 10:00pm Sat:  2:00pm - 10:00pm Sun:  12:00pm - 8:00pm  Mon - Fri: 4:00 pm - 10:00 pm  Sat: 2:00 pm - 10:00 pm  Sun: 12:00 pm - 8:00 pm","",""
"elRJfr","Appanoose Rapids Brewing Co","","http://www.appanooserapidsbrewingcompany.com/","","N","https://s3.amazonaws.com/brewerydbapi/brewery/69uoGL/upload_ceLJxv-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/69uoGL/upload_ceLJxv-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/69uoGL/upload_ceLJxv-large.png","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","332 E Main St","Ottumwa","Iowa","52501","641-684-4008","41.0159351","-92.4100086","Y","N","N","Y","micro","Micro Brewery","US","United States","USA","","","","","",""
"jgmC2v","Apple Blossom Brewing Company","Evan McDonald, Ching Mong, Al Shaffer, Daniel Smith, Sammie Stephenson, and Joe Utsch would like to announce the start of construction of The Apple Blossom Brewing Company!    Named after the Arkansas state flower, the 8,500 square foot, 250 seat brewpub will be a celebration of all things local, from the food to the ingredients in the beer.  The 10 barrel brewing system will be the birthplace of many varied styles and flavors, with an eye to the emerging trends coming from the coasts and Colorado. Fayetteville can expect the traditional favorites, such as pale ales and ESB's, but should also be ready for tantilising and challenging specials and seasonals.     The kitchen will be headed by Joe Utsch, who wowed Fayetteville years ago with his menu at Joe's Bistro. Soups, salads, sandwiches, and focaccia pizzas will be flagship menu items, all featuring either ABBC beer as an ingredient or as a recommended pairing. Weekends and evening will be graced with exciting and delicious specials, dreamed up in the minds of our chefs and made with the finest and freshest that can be found locally.","http://appleblossombrewing.com","","N","https://s3.amazonaws.com/brewerydbapi/brewery/DyARul/upload_jxpFNE-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/DyARul/upload_jxpFNE-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/DyARul/upload_jxpFNE-large.png","verified","Verified","2012-01-03 02:41:33","2014-07-25 13:43:42","1550 E Zion Rd","Fayetteville","Arkansas","72703","(479) 287-4344","36.1319739","-94.1176782","Y","N","N","Y","micro","Micro Brewery","US","United States","USA","","Suite 1","","Mon:  11:00am - 9:30pm Tue:  11:00am - 9:30pm Wed:  11:00am - 9:30pm Thu:  11:00am - 9:30pm Fri:  11:00am - 10:30pm Sat:  11:00am - 10:30pm Sun:  12:00pm - 9:00pm  ","",""
"5juNXs","Main Cidery","","http://www.appleknockerhardcider.com/","","N","","","","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","2655 Water Valley Rd","Cobden","Illinois","62920","618-893-2557","37.5605788","-89.1900856","Y","N","N","Y","micro","Micro Brewery","US","United States","USA","","","","","",""
"ed5Ghy","Appleton Beer Factory","From the self-performed renovation to the custom-fabricated brew train, Appleton Beer Factory was built to immerse patrons in beer culture & display the brewing process. We’re proud of our beer & want you to witness its journey from tun to tongue.    We have an obvious and delicious priority – beer. Our goal is to put top-notch brew in your glass while putting you in a friendly and fun atmosphere. Appleton Beer Factory beers are crafted to deliver what is so often missing from many beers on the market today – balance. This balance was struck from passionate experimentation by knowledgeable brewers who have focused on respecting the ingredients they use and the people they serve.","http://www.appletonbeerfactory.com","2013","N","https://s3.amazonaws.com/brewerydbapi/brewery/tSSP68/upload_pe6W9e-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/tSSP68/upload_pe6W9e-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/tSSP68/upload_pe6W9e-large.png","verified","Verified","2012-01-03 02:41:33","2014-10-21 14:53:08","603 W. College Ave.","Appleton","Wisconsin","54914","920-284-5290","44.261193","-88.4144759","Y","N","N","Y","brewpub","Brewpub","US","United States","USA","","","2013","","",""
"H5A7pI","Appleton Brewing","Appleton Brewing is under new management as of October 2004. On January 1, 2005, the new owners, Steve and Tom Lonsway, changed the brewpub's name to Stone Cellar Brewpub & Restaurant.","","1989","N","","","","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","1004 South Old Oneida","Appleton","Wisconsin","54915","920-735-0507","44.253508","-88.403708","Y","N","Y","Y","micro","Micro Brewery","US","United States","USA","","","1989","","",""
"pguslr","Arbor Ales","We've been brewing our beers in the fine city of Bristol since 2007. All of our beers are brewed with the intention of creating something we'll enjoy drinking ourselves and, more importantly, something we're proud to put our name to. In a world of endless possibilities, we try to explore as many of them as possible, which is why to date we've brewed in excess of two hundred different beers: some of them regulars, the odd few occasionals, and far too many one-offs to remember let alone try to name!  You should be able to find our beers on offer nationwide in the kind of pubs and bars that have the freedom and willingness to stock good beer. While most of it goes into cask, you'll also find it in keg or bottle if you look in the right places.","http://arborales.co.uk/","2007","N","https://s3.amazonaws.com/brewerydbapi/brewery/3CT0MA/upload_TQKReY-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/3CT0MA/upload_TQKReY-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/3CT0MA/upload_TQKReY-large.png","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","Unit 4 Lawrence Hill Industrial Park","Lawrence Hill","Bristol","BS5 0EB","","51.4583567","-2.5694249","Y","N","N","N","production","Production Facility","GB","United Kingdom","GBR","826","Croydon Street","","","",""
"S0dgvI","The Old Stillage","","","","","","","","verified","Verified","2012-01-03 02:41:33","2014-08-25 19:12:59","147 Church Rd","Bristol","","BS5 9LA","0117 939 4079","51.4586634","-2.5581766","N","N","N","Y","tasting","Tasting Room","GB","United Kingdom","GBR","826","Redfield","","Mon:  4:00pm - 11:00pm Tue:  4:00pm - 11:00pm Wed:  4:00pm - 11:00pm Thu:  4:00pm - 11:00pm Fri:  4:00pm - 12:00am Sat:  12:00pm - 12:00am Sun:  12:00pm - 10:30pm  Mon-Thu 4pm-11pm;  Fri 4pm-12am;  Sat 12pm-12am;  Sun 12pm-10:30pm","",""
"4KMV4j","The Three Tuns","","","","","","","","verified","Verified","2012-01-03 02:41:33","2014-08-25 19:13:00","78 Saint George's Road","Bristol","","BS1 5UR","0117 907 0689","51.4511176","-2.6049702","N","N","N","Y","restaurant","Restaurant/Ale House","GB","United Kingdom","GBR","826","Hotwells","","Mon:  12:00pm - 2:30pm Tue:  12:00pm - 2:30pm Wed:  12:00pm - 2:30pm Thu:  12:00pm - 2:30pm Fri:  12:00pm - 12:00am Sat:  12:00pm - 12:00am Sun:  4:00pm - 10:30pm  Mon-Thu 12pm-2.30pm & 4pm-11pm;  Fri-Sat 12pm-12am;  Sun 4pm-10:30pm","",""
