"id","name","isOrganic","status","statusDisplay","createDate","updateDate","streetAddress","extendedAddress","locality","region","postalCode","latitude","longitude","isPrimary","inPlanning","isClosed","openToPublic","locationType","locationTypeDisplay","countryIsoCode","displayName","isoThree","website","established","phone","numberCode","images__icon","images__medium","images__large","description","hoursOfOperation","yearOpened","mailingListUrl","isoCode","yearClosed"
"WYN4LR","Loomis Basin Brewing Co","N","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","3277 Swetzer Rd","","Loomis","California","95650","38.831939","-121.190453","Y","N","N","Y","micro","Micro Brewery","US","United States","USA","http://loomisbasinbrewing.com/","2011","916-259-2739","","https://s3.amazonaws.com/brewerydbapi/brewery/44Nj7K/upload_eITOLK-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/44Nj7K/upload_eITOLK-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/44Nj7K/upload_eITOLK-large.png","Serving Handcrafted Premium Ales","Tue - Thu: 3:00 pm - 7:00 pm  Fri - Sat: 3:00 pm - 8:00 pm","2011","","",""
"8s5sUs","Loop Brewing Company","N","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","404 West A St","","McCook","Nebraska","69001","40.1977947","-100.6301527","Y","N","N","Y","micro","Micro Brewery","US","United States","USA","http://www.loopbrewingcompany.com/","2011","308-737-9921","","https://s3.amazonaws.com/brewerydbapi/brewery/gO6XGl/upload_utNc59-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/gO6XGl/upload_utNc59-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/gO6XGl/upload_utNc59-large.png","Enjoy the historic building, unique atmosphere, fresh brick oven pizza and smooth craft beer. Loop Brewing Company is the perfect place to dine with your family and friends. Share a pint of fine, handcrafted beer within sight of the very brewing tanks that produced it.    Loop Brewing Company was established in 2011 in McCook, Nebraska. The brewery is situated along the railroad tracks that shaped the town nearly 130 years ago. Loop Brewing Company pays homage to its roots through an age-old tradition of quality, handcrafted brewing. Our beer is as rich as our heritage","Mon - Sun: 11:00 am - 11:00 pm","2011","","",""
"RhJhNX","Loose Cannon","N","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","Unit 6, Suffolk Way","","Abingdon","Oxfordshire","OX14 5JX","51.6661639","-1.2982723","Y","N","N","Y","micro","Micro Brewery","GB","United Kingdom","GBR","http://www.lcbeers.co.uk/","2010","+44 1235 531141","826","https://s3.amazonaws.com/brewerydbapi/brewery/aw4n0W/upload_xG8yzN-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/aw4n0W/upload_xG8yzN-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/aw4n0W/upload_xG8yzN-large.png","The closure of Morland's in 2000 seemed to mean an end to Abingdon's illustrious brewing tradition. However in 2010 a new chapter opens with the launch of The Loose Cannon Brewery!","Mon - Fri: 8:00 am - 6:00 pm  Sat: 9:00 am - 5:00 pm","","","",""
"VJn8SA","Loowit Brewing Company","N","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","507 Columbia St","","Vancouver","Washington","98660","45.6252284","-122.673635","Y","N","N","Y","micro","Micro Brewery","US","United States","USA","http://www.loowitbrewing.com","2010","(360) 566-2323","","https://s3.amazonaws.com/brewerydbapi/brewery/MSt4zl/upload_F6FX15-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/MSt4zl/upload_F6FX15-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/MSt4zl/upload_F6FX15-large.png","Established in 2012 by longtime Vancouver residents Devon Bray and Thomas Poffenroth, Loowit Brewing Company is the latest significant addition to underpin a revitalized downtown Vancouver, Washington. The company specializes in brewing small batch, hand crafted ales that are developed with a thoughtful approach balanced by a Pacific Northwest flair.","Thu: 4:00 pm - 8:00 pm  Fri: 4:00 pm - 10:00 pm  Sat: 2:00 pm - 10:00 pm","","","",""
"E2hUXa","Lord Nelson Brewery Hotel","N","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","19 Kent St","","","Sydney","2000","-33.858176","151.203357","Y","N","N","Y","micro","Micro Brewery","AU","Australia","AUS","http://www.lordnelsonbrewery.com","1986","+61 2 9251 4044","36","https://s3.amazonaws.com/brewerydbapi/brewery/HgqXPO/upload_xmJvsb-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/HgqXPO/upload_xmJvsb-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/HgqXPO/upload_xmJvsb-large.png","In 1986, the Lord was taken over by its current custodians, including Managing Director Blair Hayden. With the aid of an 1852 photograph the new custodians took a beautiful old pub and restored it to its former Colonial glory. A stunning sandstone façade was revealed along with many convict made chisel marks on the locally quarried stone.    In keeping with the ambience of the architecture the new custodians were inspired to create beers in the style of the traditional English style ale with no added sugar and extremely full flavoured – instead of lager as made by the big Brewers dominating the market.    A microbrewery was built in the back area of the bar and cellar and the rest is history. Over a quarter century in fact.","Mon - Sat: 11:00 am - 11:00 pm  Sun: 12:00 pm - 10:00 pm","","","",""
"lBogeJ","Lore Brewing Company","N","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","471 Whirlaway Drive","","Danville","Kentucky","40422","37.6574582","-84.7985218","Y","N","N","Y","micro","Micro Brewery","US","United States","USA","http://www.lorebrew.com/","2011","859-209-4288","","https://s3.amazonaws.com/brewerydbapi/brewery/IhpLQC/upload_DWwRiK-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/IhpLQC/upload_DWwRiK-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/IhpLQC/upload_DWwRiK-large.png","We are a full service homebrew, vintner and soda supply store that has all of the ingredients and equipment you need to make great beverages at home.  Our microbrewery will be opening sometime in late 2011.  10% discount on most supplies and equipment for AHA members, Police, Fire and Active Duty or Retired Military!","","2011","","",""
"NVXUnk","Los Gatos Brewing Company","N","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","130-g N. Santa Cruz Avenue","","Los Gatos","California","95030","37.225399","-121.982542","Y","N","N","Y","brewpub","Brewpub","US","United States","USA","http://www.lgbrewingco.com/","1991","408-395-9929","","https://s3.amazonaws.com/brewerydbapi/brewery/xNXnQl/upload_j12Oej-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/xNXnQl/upload_j12Oej-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/xNXnQl/upload_j12Oej-large.png","You'll be greeted and seated within the stylish, elegant decor encompassing fine glass and woodwork chic furnishings, rich mahogany wood and oak arvhes salvaged from a historic St.Luis brothel pub.","","1991","","",""
"MRDTCa","Los Oasis","N","verified","Verified","2012-01-03 02:41:33","2014-10-01 13:24:31","2027 13th Street","","Boulder","Colorado","80302","40.0184361","-105.2787614","Y","N","Y","N","micro","Micro Brewery","US","United States","USA","","","(303) 955-7085","","https://s3.amazonaws.com/brewerydbapi/brewery/cfQRm8/upload_rfeSaV-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/cfQRm8/upload_rfeSaV-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/cfQRm8/upload_rfeSaV-large.png","Brewing our own Beer will be a staple here at Los Oasis. Head Brewmaster Mike Kasian has plans of producing Latin Lagers and Ales which are inspired by some of Mexico's and South America's favorites. There will be 5 house brews on tap as well as a wide variety of wines from Spain , Chile, and Argentina.","","","","",""
"zpGIxB","Lost Coast Brewery & Café","N","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","617 Fourth Street","","Eureka","California","95501","40.803062","-124.1646742","Y","N","N","Y","micro","Micro Brewery","US","United States","USA","http://www.lostcoast.com/","1989","707-445-4484","","https://s3.amazonaws.com/brewerydbapi/brewery/HRLYCh/upload_KR4ys4-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/HRLYCh/upload_KR4ys4-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/HRLYCh/upload_KR4ys4-large.png","Founded in 1989 by Barbara Groom, the Lost Coast Brewery is one of the only female-owned and operated breweries in the U.S. Lost Coast is famous for its delicious and award-winning beers: Great White, Downtown Brown, Indica IPA & Tangerine Wheat!","","","","",""
"JNKlLM","Lost Coast Brew House","","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","123 West Third St.","","Eureka","California","95501","40.802505","-124.174188","N","N","N","Y","micro","Micro Brewery","US","United States","USA","http://www.lostcoast.com/","","707-445-4484","","","","","","","","","",""
"c8z76c","Lost Duck Brewing Company","N","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","723-725 Avenue H (Highway 61)","","Fort Madison","Iowa","52627","40.632979","-91.310239","Y","N","N","Y","brewpub","Brewpub","US","United States","USA","http://www.duckbrewing.com/","","319-372-8255","","https://s3.amazonaws.com/brewerydbapi/brewery/v1Y9Zd/upload_2RV9Bq-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/v1Y9Zd/upload_2RV9Bq-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/v1Y9Zd/upload_2RV9Bq-large.png","Fort Madison is one of the few places where the river actually runs east to west instead of the normal north to south. Many waterfowl follow the river on their migratory flights and they seemingly spend quite a lot of time circling in this area, as if confused over this natural phenomenon. Thus the name ""The Lost Duck Brewing Company"" was born. Take a tour of our website to find the current brews available, our pub-style foods and the events happening at the Duck.","Wed - Sat:	3:00 pm - 10:00 pm","","","",""
"EShvG3","Lost Falls Brewery","N","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","347 W 2nd Ave","Suite D","Colville","Washington","99114","48.5454844","-117.9095119","Y","N","N","Y","micro","Micro Brewery","US","United States","USA","","","509-684-0638","","","","","","","","","",""
"qtLQ7F","Lost Highway Brewing Company","N","verified","Verified","2012-01-03 02:41:33","2014-09-30 13:07:45","520 E. Colfax","","Denver","Colorado","80203","39.7397781","-104.9804102","Y","N","N","Y","micro","Micro Brewery","US","United States","USA","http://www.losthighwaybrewery.com/","","(303) 861-0347","","https://s3.amazonaws.com/brewerydbapi/brewery/vrJTmu/upload_aLxK6x-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/vrJTmu/upload_aLxK6x-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/vrJTmu/upload_aLxK6x-large.png","Belgium's oldest tradition comes to Colfax!","","","","",""
"Qr4aPY","Lost Nation Brewing","N","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","254 Wilkins St","","Morrisville","Vermont","05661","44.569263","-72.603439","Y","N","N","Y","micro","Micro Brewery","US","United States","USA","http://www.lostnationbrewing.com","2013","(802) 851-8041","","https://s3.amazonaws.com/brewerydbapi/brewery/lH3lYt/upload_PF4AGo-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/lH3lYt/upload_PF4AGo-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/lH3lYt/upload_PF4AGo-large.png","We are located at 254 Wilkins St (Just off Route 100) in Morrisville, VT. Slightly off the beaten path, we are proud to offer some of the most finely crafted beers in the great state of Vermont. Pair any of our fine selections with any of the house made, locally sourced items off of our delicious menu and we have no doubt that you will leave satisfied!","Wed - Sun: 11:30 am - 9:00 pm","","","",""
"sItIaO","Lost Province Brewing Co","N","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","130 N Depot St","","Boone","North Carolina","28607","36.219076","-81.6835445","Y","Y","N","Y","micro","Micro Brewery","US","United States","USA","http://lostprovince.com","","(828) 263-7429","","https://s3.amazonaws.com/brewerydbapi/brewery/YGl9bd/upload_7OWxkU-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/YGl9bd/upload_7OWxkU-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/YGl9bd/upload_7OWxkU-large.png","Authentic and Innovative Craft Brews, Wood Fired Pizza, and Local Foods. Opening Summer 2014 in downtown Boone, NC.","","","","",""
"qmQjPU","Lost Rhino Brewing Company","N","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","21730 Red Rum Rd.","Suite 142","Ashburn","Virginia","20147","39.0174546","-77.4770917","Y","N","N","Y","micro","Micro Brewery","US","United States","USA","http://www.lostrhino.com/","2011","571-291-2083","","https://s3.amazonaws.com/brewerydbapi/brewery/zK0nK8/upload_IxO3nf-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/zK0nK8/upload_IxO3nf-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/zK0nK8/upload_IxO3nf-large.png","Lost Rhino™ is a new craft brewery in Ashburn, VA with deep roots in Loudoun County. Brewers Matt Hagerman and Favio Garcia, formerly of Old Dominion, are back together and now creating some of the finest beers found in the local area!    The name Lost Rhino™ represents the strength and attitude of the rhinoceros. The five species of rhino each has its own distinct persona, ranging from laid back to aggressive. Our brews will also span a range of personalities from hoppy Pilsners to rich, malty IPAs.    ""Rhino chasers"" are big wave surfers on a continuous journey to find the next perfect wave. At Lost Rhino™, we are on a similar journey to create a continuing line of distinctive, enjoyable, memorable beers.","","2011","","",""
"T69XYv","Lost River Brewing Company","N","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","155 West Main Street","","Wardensville","West Virginia","26851","39.075684","-78.596634","Y","N","N","Y","brewpub","Brewpub","US","United States","USA","http://lostriverbrewing.com/","","304-874-4455","","https://s3.amazonaws.com/brewerydbapi/brewery/SuE1Td/upload_glrjwH-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/SuE1Td/upload_glrjwH-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/SuE1Td/upload_glrjwH-large.png","The Lost River Brewing Company is an artisan craft brewery and pub located in the West Virginia Potomac Highlands.    We are excited to open in this historic building, which is over a century old. Built in 1885, the first floor originally hosted a Frye Dry Goods store and blacksmith shop. Legend has it the second floor saw the first meetings of the local Masons. The Steinway piano prominently displayed in the pub was originally brought into the building in 1899. It has never left the building, and is the same piano that was used during the early 20th century to accompany silent films. During our extensive renovations of the building, we elected to preserve the original walls of the first floor, to honor the history of this building and the Frye Brothers themselves, the original builders.       We are grateful for the opportunity to establish our business in historic Wardensville and proud to become a part of the local community.     We hope that our artisan craft ales and delicious old-fashioned foods will add a little something special to the unique flavor of the beautiful Potomac Highlands.","Thursday & Friday 5:00PM to closing  Saturday & Sunday 12:00PM to closing  Closed Monday, Tuesday & Wednesday","","","",""
"5PsLiM","Lost Soul Brewery","N","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","","","Burke","Virginia","","38.793234","-77.272279","Y","N","N","Y","micro","Micro Brewery","US","United States","USA","","","202-258-5313","","","","","","","","","",""
"hjb9rn","LOTO Brewing","N","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","","PO Box 373","Camdenton","Missouri","","38.055562","-92.743436","Y","N","N","Y","micro","Micro Brewery","US","United States","USA","","","573-480-6446","","","","","","","","","",""
"UEl4ZF","Main Meadery","N","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","3028 Dartmouth Ave","","Louisville","Kentucky","40205","38.2197","-85.663037","Y","N","N","Y","micro","Micro Brewery","US","United States","USA","http://louisvillemeadcompany.com/","","","","https://s3.amazonaws.com/brewerydbapi/brewery/VFG5pL/upload_DX8dY0-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/VFG5pL/upload_DX8dY0-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/VFG5pL/upload_DX8dY0-large.png","Louisville Mead Co. is a locally owned small-farm winery that produces several varieties honey-based alcoholic beverages known as mead.","","","","",""
"K3Jy1E","Loup Rouge","N","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","44 Rue du Prince","","Sorel-Tracy","Quebec","J3P 4J5","46.0451953","-73.1149302","Y","N","N","Y","micro","Micro Brewery","CA","Canada","CAN","http://www.artisanbrasseur.com/","","450-551-0660","124","https://s3.amazonaws.com/brewerydbapi/brewery/ux16wo/upload_TyFlzT-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/ux16wo/upload_TyFlzT-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/ux16wo/upload_TyFlzT-large.png","","","","","",""
"B94gyT","LoveJoy's Taproom & Brewery","N","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","604 Neches Street","","Austin","Texas","78704","30.266928","-97.738208","Y","N","Y","Y","brewpub","Brewpub","US","United States","USA","http://www.lovejoystaproom.com/","","512-786-8221","","https://s3.amazonaws.com/brewerydbapi/brewery/PTCJja/upload_1abFFI-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/PTCJja/upload_1abFFI-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/PTCJja/upload_1abFFI-large.png","","","","","",""
"fkylQX","Loveland Aleworks","N","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","118 West 4th Street","","Loveland","Colorado","80537","40.3954849","-105.0774523","Y","N","N","Y","micro","Micro Brewery","US","United States","USA","http://www.lovelandaleworks.com/","2012","(970) 619-8726","","https://s3.amazonaws.com/brewerydbapi/brewery/G8EZgb/upload_hKKpOw-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/G8EZgb/upload_hKKpOw-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/G8EZgb/upload_hKKpOw-large.png","Loveland Aleworks is an independent, family-owned brewery offering a selection of small batch handcrafted beers.    We are passionate about brewing ales that we, and our customers, believe in — quality ales, made well, using the best ingredients. A simple combination.    We don't limit ourselves to brewing a certain style of ale. We brew what we like, but we're sure to share the rewards.","Mon - Thu: 2:00 pm - 10:00 pm  Fri - Sat: 12:00 pm - 11:00 pm  Sun: 12:00 pm - 9:00 pm","2012","","",""
"CeLR6u","LoverBeer","N","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","Strada Pellinciona 7","","","Marentino","","45.0546932","7.8765811","Y","N","N","Y","micro","Micro Brewery","IT","Italy","ITA","http://www.loverbeer.com/","","","380","https://s3.amazonaws.com/brewerydbapi/brewery/BWRwOL/upload_FqasmP-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/BWRwOL/upload_FqasmP-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/BWRwOL/upload_FqasmP-large.png","","","","","",""
"YglaK6","Low Brau","N","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","","","Washington","District of Columbia","","38.89037","-77.031959","Y","N","N","Y","micro","Micro Brewery","US","United States","USA","http://www.lowbraudc.com/","2010","","","https://s3.amazonaws.com/brewerydbapi/brewery/3UbArS/upload_EudZdI-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/3UbArS/upload_EudZdI-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/3UbArS/upload_EudZdI-large.png","Low Brau LLC is a Washington, DC based nano brewery created by Steven Sorrell in response to the current American Craftbrewing atmosphere. After visting breweries around the world, Steven noticed a lack of crisp refreshing session style beers brewed here in the US, so in 2010, the seeds of Low Brau were planted.     With a background in the food industry and many years of beer research, it was only natural for Steven to start brewing at home, and wasn't long before he started creating his own recipes. Now a year later, Low Brau continues to move forward, with plans to open it's doors within the District in the next year.     Low Brau's beers are German inspired, following the guidelines set fourth by the Rheinheitsgebot Purity Law and high quality ingredients. Each beer is hand crafted and brewed in small batches to maintain quality over quantity.     Low Brau strongly believes in ""Embracing Simplicity"".","","2010","","",""
"dACAeT","Lowdown Brewery + Kitchen","N","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","800 Lincoln Street","","Denver","Colorado","80203","39.729689","-104.98576","Y","N","N","Y","brewpub","Brewpub","US","United States","USA","http://www.lowdownbrewery.com/","2014","(720) 524-8065","","https://s3.amazonaws.com/brewerydbapi/brewery/dM7gjl/upload_eOCX5F-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/dM7gjl/upload_eOCX5F-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/dM7gjl/upload_eOCX5F-large.png","LowDown is the culmination of 20+ years of professional brewing experience. LowDown owners Scott and Phil have won numerous awards, including accolades from The Great American Beer Festival.  We don’t just stop at great beer, we serve great food too.  We only serve the best seasonal menu items with quality ingredients.    LowDown understands what it means to give back. We know that we reside in a neighborhood many people call home. Making our neigborhood and everything around it better is part of our mission.    From our casual environment to educating our staff, we're redefining the brewery experience. At LowDown we're passionate about quality beer, great and sustainable food, and making memories with good friends.","Sun-Thur: 11:00AM - 12:00AM  Fri & Sat: 11:00AM - 1:00AM","2014","","",""
"B0UOTX","Lowell Beerworks","N","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","203 Cabot Street","","Lowell","Massachusetts","01854","42.6511316","-71.3164223","Y","N","N","Y","micro","Micro Brewery","US","United States","USA","http://beerworks.net/","","978-937-2337","","","","","","","","","",""
"Q5MW4O","Löwenbräu Buttenheim","N","verified","Verified","2012-01-03 02:41:33","2014-08-31 13:10:50","Marktstraße 8","","","Buttenheim","96155","","","Y","N","N","Y","micro","Micro Brewery","DE","Germany","DEU","http://loewenbraeu-buttenheim.de/","","+49 9545 332","276","https://s3.amazonaws.com/brewerydbapi/brewery/MJozk7/upload_RDTERW-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/MJozk7/upload_RDTERW-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/MJozk7/upload_RDTERW-large.png","","","","","",""
"nKDCcy","Löwenbräu Startseite","N","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","Nymphenburger StraÃ?Å¸e 4","","MÃ?Â¼nchen","Bayern","","47.794926","12.533549","Y","N","N","Y","micro","Micro Brewery","DE","Germany","DEU","","","49-(0)89-/-5200-0","276","","","","","","","","",""
"OtPlTi","Löwenbrauerei Hall Fr. Ethard GmbH & Co. KG","N","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","Ritterstraße 6","","Schwäbisch Hall","Baden-Württemberg","D-74523","49.106224","9.733133","N","N","N","Y","micro","Micro Brewery","DE","Germany","DEU","","1724","","276","","","","","","","","",""
"eSpMPr","Löwenbrauerei Otto Dold Inh. Johannes Dold","N","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","Neunlindenstr. 6","","Elzach","","79215","48.174993","8.069785","Y","N","N","Y","micro","Micro Brewery","DE","Germany","DEU","","","","276","","","","","","","","",""
"GmYAZI","Löwenbrauerei Wasseralfingen","N","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","Wilhelmstraße 162","","Aalen","","73433","48.86511","10.103065","Y","N","N","Y","micro","Micro Brewery","DE","Germany","DEU","http://www.wasseralfinger.de/","1864","","276","","","","","","","","",""
"Ym0fEg","Lowercase Brewing","N","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","8103 8th Ave S.","","Seattle","Washington","98108","47.530308","-122.323177","Y","N","N","Y","micro","Micro Brewery","US","United States","USA","http://www.lowercasebrewing.com","2013","","","https://s3.amazonaws.com/brewerydbapi/brewery/Pv6bmH/upload_z4HY3v-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/Pv6bmH/upload_z4HY3v-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/Pv6bmH/upload_z4HY3v-large.png","We’re a beer company.  We got our start in Seattle making stuff in our basement and seeing what our friends thought of it. After a little trial and a lot of error, the beer started to taste pretty good.","Thurs/Fridays 4–9  Saturdays 12-8  Sundays 12-6","2014","","",""
"6F9tAv","LTD Brewing Co.","N","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","725 Mainstreet","","Hopkins","Minnesota","55343","44.9245432","-93.4098249","Y","N","N","Y","micro","Micro Brewery","US","United States","USA","http://www.ltdbrewing.com","","952-938-2415","","https://s3.amazonaws.com/brewerydbapi/brewery/zWeLhB/upload_8Qd31p-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/zWeLhB/upload_8Qd31p-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/zWeLhB/upload_8Qd31p-large.png","Using an 8 barrel brewing system makes us one of the smallest production breweries in Minnesota.  We focus on providing constant innovation and imagination to the craft beer enthusiast. Having a small, flexible system allows LTD Brewing to challenge the taste-buds of people who dream for a great beer. We are not bound by a style of beer, ingredients or a predetermined idea of what a beer drinker would expect. We are committed to re-inventing the way beer is brewed and providing an experience, not a drink.","Wed - 4:00pm - 10:00pm  Thurs - 3:00pm - 10:00pm  Fri - 2:00pm - Midnight  Sat - Noon - Midnight","2014","","",""
"Pdw0mP","Lucette Brewing Company","N","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","910 Hudson Road","","Menomonie","Wisconsin","54751","44.8758615","-91.9401429","Y","N","N","Y","micro","Micro Brewery","US","United States","USA","http://www.lucettebrewing.com/","2010","715-233-2055","","https://s3.amazonaws.com/brewerydbapi/brewery/OIROBN/upload_Z1Dc2O-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/OIROBN/upload_Z1Dc2O-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/OIROBN/upload_Z1Dc2O-large.png","Lucette is hand-crafted by guys and brought to life by the artistry of a woman. Don’t be offended or embarrassed by her voluptuous curves or stunning assets--she isn’t. Lucette is an image of revolution and evolution, much like experiencing a non-macro beer for the first time. And what’s more, she is created from the finest ingredients by the hands of our own brewers, at our own brewery, and not by some mysterious brewery far away from ""home"". In other words, she is not fake, diluted, or overproduced --she is 100% Lucette.","","","","",""
"1xeovq","Lucid Brewing","N","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","6020 Culligan Way","","Minnetonka","Minnesota","55345","44.895218","-93.449725","Y","N","N","Y","micro","Micro Brewery","US","United States","USA","http://lucidbrewing.wordpress.com/","2011","612-810-9324","","https://s3.amazonaws.com/brewerydbapi/brewery/0cACKo/upload_s5bHsF-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/0cACKo/upload_s5bHsF-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/0cACKo/upload_s5bHsF-large.png","In July 2010, over a craft beer at a local restaurant, Eric Biermann and Jon Messier had a Lucid thought – “Let’s throw away the ties and the corporate ladders.  Let’s start a craft beer brewery!”  That Clarity in Thinking, led to the successful launch of Lucid Brewing.    In June of 2011, with a year of planning already completed, they realized jumping headfirst into the brewery was the only way they could make their dream a reality.  They quit their day jobs.      With that leap of faith – and a ton of support from many friends and family – they started building their brewery from the ground up.  Through the sweltering heat of the 2011 summer, many friends labored side by side with Jon and Eric.  They did it all, start to finish, from digging trenches to assembling the last tank.  So of course they needed a refreshing and light drink to quench their thirst while they toiled away.  They found just the right recipe and brewed their first beer – AIR.  A beer made to get the job done.  Its slight citrus aroma and flavor, lower ABV and crisp dry finish made this their favorite “go to” beer.      By October the brewery was complete and cooking.  And in the spirit of the season, Eric and Jon gave thanks to the Brew gods when they made their first deliveries to their first three customers the week of Thanksgiving… in Jon’s car.  Lucid was on its way!    Always keeping an eye on the demand for high quality while quickly catching the craft beer lover’s attention, Lucid assembled a team of dedicated employees and introduced brews to quench their customers’ demands.   AIR, DYNO, FOTO and DUO, along with seasonal and small-batch brews, are quickly becoming Minnesota favorites at local bars and restaurants.      Great success has followed them after throwing away the daily grind for the daily brew.","Thu - Fri: 5:00 pm - 8:00 pm  Sat: 12:00 pm - 5:00 pm","2009","www.LucidBrewing.com","",""
"VPzmsA","Luckenwalder Spezialitäten Brauerei","N","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","Haag 11","","Luckenwalde","","14943","52.091302","13.172999","Y","N","N","Y","micro","Micro Brewery","DE","Germany","DEU","http://www.luckenwalder.de/","1901","","276","","","","","","","","",""
