"id","name","website","isOrganic","status","statusDisplay","createDate","updateDate","streetAddress","locality","region","postalCode","phone","latitude","longitude","isPrimary","inPlanning","isClosed","openToPublic","locationType","locationTypeDisplay","countryIsoCode","displayName","isoThree","description","numberCode","established","images__icon","images__medium","images__large","hoursOfOperation","extendedAddress","yearOpened","yearClosed","mailingListUrl","isoCode"
"rAHla4","Hue Brewery","","N","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","Hue","Hue","","","","19.754371","-155.971195","Y","N","N","Y","micro","Micro Brewery","VN","Viet Nam","VNM","","704","","","","","","","","","",""
"TU0ZjV","Huebert Brewing Co","http://www.huebertbrewing.com/","N","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","421 Southwest 26th Street","Oklahoma City","Oklahoma","73109","405-634-6528","35.438605","-97.520902","Y","N","N","Y","micro","Micro Brewery","US","United States","USA","","","","","","","","","","","",""
"NLHaVd","Huisbrouwerij de Halve Maan","http://www.dehalvemaan.be","N","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","Walplein 26","Brugge","West-Vlaanderen","BE-8000","+32-50-33.26.97","51.2024084","3.2243759","Y","N","N","Y","micro","Micro Brewery","BE","Belgium","BEL","","56","","","","","","","","","",""
"KAiRTh","Humboldt Brewing Company","http://www.humboldtbrewingco.com/","N","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","1400 Ramada Drive","Paso Robles","California","93446","(805) 686-1557","35.595325","-120.693728","Y","N","N","Y","micro","Micro Brewery","US","United States","USA","In 1987 a new direction in craft beer took flight from the redwoods of Northern California, helping set the pace for the craft brew revolution.   Founded in Humboldt County as one of California’s pioneering microbreweries, Humboldt Brewing Co. has been making waves for decades with our innovative brewing techniques and award-winning flock of delicious brews.     We have experienced quite a journey in our 26 years. Today, we are independently owned by Total Beverage Solution and brewed on California’s Central Coast by Firestone Walker. We continue to craft the finest all-natural brews from the California Coast, giving you a taste of the Humboldt spirit in every sip.","","1987","https://s3.amazonaws.com/brewerydbapi/brewery/253IOJ/upload_QiDezD-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/253IOJ/upload_QiDezD-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/253IOJ/upload_QiDezD-large.png","","","1987","","",""
"i7SC2N","Humboldt Brews","http://www.humboldtbrews.com/","N","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","856 10th Street","Arcata","California","95521","707-826-2739","40.869991","-124.0871885","Y","N","Y","Y","micro","Micro Brewery","US","United States","USA","Humboldt Brewing Company was founded in Arcata, California in 1987. They brewed the famous Red Nectar and Hemp Ale until 2000 when they moved the brewing process to Firestone Walker Brewing Company in Paso Robles, California. In 2003, the Humboldt Brewing Company stopped all operations and closed it’s doors.  At that time, the majority of the employees formed Humboldt Brews LLC and opened for business in March 2004 as employee owned. In 2007 we had a major remodel to our building and at that time revamped our menu as well.    In 2009, with the old Humboldt Brewing space still vacant, we added our HUMBREWS Next Door music venue and banquet room. On November 12, 2009, The Mother Hips played to a full room. Since then we have hosted many entertainers and have held countless of events establishing ourselves as one of the premier live music venues in the North Coast.  Humboldt Brews is looking forward to celebrating 10 years of business in March 2014!","","","https://s3.amazonaws.com/brewerydbapi/brewery/yDmuOk/upload_tgokeI-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/yDmuOk/upload_tgokeI-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/yDmuOk/upload_tgokeI-large.png","","","","","",""
"Y6VFJW","Humboldt Regeneration Brewhouse","http://www.humboldtregeneration.com/","N","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","2320 Central Ave","McKinleyville","California","95519","","40.9476878","-124.1009717","Y","N","N","Y","micro","Micro Brewery","US","United States","USA","Our Mission is to raise awareness about the importance of re-localization and building a healthy community.  We aim to serve as yet another example of a small local business directly supporting our local food-economy.  By growing our own ingredients, distributing directly to community members, and having an educational focus pertaining to craft brewing and sustainable agricultural practices we hope to help build a more resilient community.","","","","","","Friday - Tuesday  11:00-7:00pm","","","","",""
"KRB0Bo","Addison","http://www.humperdinks.com/","N","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","3820 Belt Line Rd","Addison","Texas","75001","972-484-3051","32.953047","-96.850904","N","N","N","Y","brewpub","Brewpub","US","United States","USA","The first Humperdink's opened on Greenville Avenue at Southwestern in 1976 as the Original Dallas Sports Restaurant & Sports Bar. We soon opened in Addison followed by Las Colinas (now relocated at West NW Hwy in Dallas) then Richardson in 1991 and Arlington at Six Flags. We began Brewing our own Beer in 1995 when the Arlington Restaurant opened and now offer our award winning beers at all locations. Humperdink's has the local flavor Texans love in a casual yet upscale atmosphere.    Fun, sports-oriented lounges are perfect for gatherings & celebrations.    Locally owned & ""humpin' to please"" since 1976!! Large parties welcome, gift cards available.    Our Mission is simple and dedicated:    We are a casual and fun Restaurant group emphasizing quality food, drink and service with positive attitudes providing for satisfied guests.","","1976","https://s3.amazonaws.com/brewerydbapi/brewery/9satky/upload_KWmwQp-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/9satky/upload_KWmwQp-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/9satky/upload_KWmwQp-large.png","Monday through Saturday 11am-2am  Sunday 11am - Midnight","","1976","","",""
"7grABx","Arlington","http://www.humperdinks.com/","","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","700 Six Flags Drive","Arlington","Texas","76011","817-640-8553","32.753121","-97.067563","N","N","N","Y","brewpub","Brewpub","US","United States","USA","","","","","","","Monday through Saturday 11am-2am  Sunday 11am - Midnight","","","","",""
"k0ZyLO","Dallas (NW Highway)","http://www.humperdinks.com/","","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","2208 W Northwest Hwy","Dallas","Texas","75220","214-358-4159","32.864007","-96.898684","N","N","N","Y","brewpub","Brewpub","US","United States","USA","","","","","","","Monday through Saturday 11am-2am  Sunday 11am - Midnight","","","","",""
"MKImUp","Dallas (Greenville)","http://www.humperdinks.com/","","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","6050 Greenville Ave","Dallas","Texas","75206","214-368-1203","32.859006","-96.768137","N","N","N","Y","micro","Micro Brewery","US","United States","USA","","","","","","","Monday through Saturday 11am-2am  Sunday 11am - Midnight","","","","",""
"ye1aeG","Richardson","http://www.humperdinks.com/","","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","1601 N Central Expy","Richardson","Texas","75080","972-690-4867","32.969406","-96.720379","Y","N","N","Y","brewpub","Brewpub","US","United States","USA","","","","","","","Monday through Saturday 11am-2am  Sunday 11am - Midnight","","","","",""
"ErGziO","Hunter Beer Co","http://www.hunterbeerco.com/","N","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","Wine Country Dr","Hunter Valley","New South Wales","2325","+61 2 4991 7922","-32.7849038","151.3384825","Y","N","N","Y","micro","Micro Brewery","AU","Australia","AUS","What we do here at HBC is make beer, great beer, great beer that we enjoy drinking. We also have the opportunity to share our love of beer with visitors who drop by to watch us work, sample our wares or just have a chat. We make a large range of beers with a huge range of colours, aromas & flavours & we firmly believe there is a beer in there for everyone – and the only real way to find out is by visiting us and tasting the beer!     Our brewery is very small, one of the smallest in the country. We strive to create a beer experience for our customers. Visit the brewery, chat to a brewer, watch us at work - the person who made the beer will be pouring the beer for you to enjoy!     Most of our beer is sold on-site, but if you are unable to visit us our beer is available in other locations (several restaurants, pubs and bottleshops) or you can order on-line .","36","2003","https://s3.amazonaws.com/brewerydbapi/brewery/60MwFz/upload_J7Gsy9-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/60MwFz/upload_J7Gsy9-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/60MwFz/upload_J7Gsy9-large.png","Mon - Sun: 10:00 am - 5:00 pm","","","","",""
"Z4ccUg","Hunter Gatherer Brewery and Alehouse","http://www.huntergathererbrewery.com","N","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","900 Main Street","Columbia","South Carolina","29201","803-748-0540","33.9973431","-81.0316475","Y","N","N","Y","brewpub","Brewpub","US","United States","USA","","","","","","","Mon: 4:00 pm - 12:00 am  Tue - Fri: 11:00 am - 12:00 am  Sat: 4:00 pm - 12:00 am","","","","",""
"QskCCj","Hunter's Brewing","http://huntersbrewing.com/","N","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","1535 S Calumet Rd","Chesterton","Indiana","46304","219.728.6729","41.5963979","-87.0473026","Y","N","N","Y","nano","Nano Brewery","US","United States","USA","Hunter's Brewing is a nanobrewery located in Chesterton, IN. Brewed by hand on our one-barrel system, Hunter's Brewing beers focus on flavor and range from the traditional to the creative.    Owner-brewers Justin Reisetter and Amy Gentry take a thoughtful approach to brewing and are delighted to bring high-quality, small-batch boutique brews to the Duneland region.      We offer 32 oz half-growlers to go.","","2013","https://s3.amazonaws.com/brewerydbapi/brewery/jAKrNP/upload_M3rGZM-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/jAKrNP/upload_M3rGZM-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/jAKrNP/upload_M3rGZM-large.png","Thursday 5-9pm, Friday 4-9pm, Saturday noon-9pm and most (not all) Sundays 1-6pm.","","2013","","",""
"BOLQe7","Huntington Beach Beer Co","http://www.hbbeerco.com/","N","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","201 Main St","Huntington Beach","California","92648","714-960-5343","33.65838","-118.001241","Y","N","N","Y","brewpub","Brewpub","US","United States","USA","","","","","","","","","","","",""
"ni4EnY","Huong Sen Brewery","","N","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","18 Tran Thai Tong","Thai Binh City","","","(84) 036831010","20.445286","106.341919","Y","N","N","Y","micro","Micro Brewery","VN","Viet Nam","VNM","","704","","","","","","","","","",""
"Q1n2wz","Huske Hardware House Restaurant and Brewery","http://www.huskehardware.com/","N","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","405 Hay Street","Fayetteville","North Carolina","28301","910-437-9905","35.053389","-78.882968","Y","N","N","Y","brewpub","Brewpub","US","United States","USA","Fayetteville North Carolina's only downtown brewery with live entertainment!  Enjoy first-class Custom Brewed beer in a casual, sophisticated atmosphere!    Huske Hardware is proudly brewing 6 unique Custom Craft Beers - never filtered and always using the highest quality import and domestic malts and hops.","","2009","https://s3.amazonaws.com/brewerydbapi/brewery/uvpHuL/upload_okSN3E-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/uvpHuL/upload_okSN3E-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/uvpHuL/upload_okSN3E-large.png","Mon - Tue:	 11:00am - 10:00pm  Wed - Thu:  11:00am - 12:00pm  Fri - Sat:  11:00am - 2:00am  Sun:  11:00am - 9:00pm","","2009","","",""
"lyEnHE","Huss Brewing Company","http://www.hussbrewing.com","N","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","1520 W. Mineral Rd","Tempe","Arizona","85283","(480) 264-7611","33.3567734","-111.9648644","Y","N","N","Y","micro","Micro Brewery","US","United States","USA","We are a Quality Lager and Aleworks Brewery with focus on American Craft Beer.  We are located in the now defunct Rio Salado Brewery in South Tempe.  We have a Tap Room with 20 revolving handles of the beers made on site along with the best beers available in Arizona.    Two people with a lot of passion for Craft Beer.  Owned and operated by husband and wife team Jeff and Leah Huss.  Together they have 20 years experience in the Craft Beer Industry.  Jeff “Ginger” Huss graduated from the Siebel Institute of Brewing Technology and was the Head Brewer for BJ’s Brewery in Chandler Arizona for over Seven years.  Leah Huss graduated from Scottsdale Culinary Institute with a degree in Culinary Arts and has been the Managing Partner at the Papago Brewing Co. in Scottsdale since 2001.  Both share a love and passion for American Craft beer and it’s culture, and look forward to sharing their knowledge and experience with you!","","2013","https://s3.amazonaws.com/brewerydbapi/brewery/rkmM7h/upload_dxGKuL-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/rkmM7h/upload_dxGKuL-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/rkmM7h/upload_dxGKuL-large.png","Mon - Thu: 3:00 pm - 8:00 pm  Fri: 3:00 pm - 10:00 pm  Sat: 12:00 pm - 8:00 pm  Sun: 11:00 am - 2:00 pm","Suite 102","","","",""
"NgzE8K","Hütt-Brauerei","http://www.huett.de/","N","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","Knallhütte","Baunatal","","34225","","51.255516","9.412155","Y","N","N","Y","micro","Micro Brewery","DE","Germany","DEU","","276","1752","","","","","","","","",""
"2LVr6Q","Hyde Park Brewing Company","http://www.hydeparkbrewing.moonfruit.com/","N","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","4076 Albany Post Road","Hyde Park","New York","12538","845-229-8277","41.769073","-73.9294309","Y","N","N","Y","brewpub","Brewpub","US","United States","USA","Hyde Park Brewing Company","","1995","https://s3.amazonaws.com/brewerydbapi/brewery/ZtC7fU/upload_BdUC6C-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/ZtC7fU/upload_BdUC6C-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/ZtC7fU/upload_BdUC6C-large.png","","","1995","","",""
"IZx5D1","Hydro Street Brewing Company","http://hydrostreetbrew.com/","N","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","152 West James Street","Columbus","Wisconsin","53925","(920) 350-0252","43.339059","-89.015206","Y","N","N","Y","micro","Micro Brewery","US","United States","USA","Our brewery is in central Wisconsin just outside of Madison, which is thankfully vibrant with craft breweries, and now even distilleries. (the Napa valley of micro beer? love it) Our goal as a small business is first to provide high quality food, beverage, and service to all; and second to support our community.","","2011","https://s3.amazonaws.com/brewerydbapi/brewery/9j31kc/upload_qDvznv-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/9j31kc/upload_qDvznv-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/9j31kc/upload_qDvznv-large.png","Mon - Sun: 9:00 am - 11:30 pm","","","","",""
"xOjcTE","I & I Brewing","http://www.IandIBrewing.com/","N","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","5135 Edison Ave","Chino","California","91710","(909) 591-3915","33.9968404","-117.6926715","Y","N","N","Y","nano","Nano Brewery","US","United States","USA","We are a very small brewery located in Chino, CA. We are starting out as basically just homebrewers with an outlet to share our beers with others. We brew in very small batches and currently the only place to get our beer is directly from our brewery. This allows us a great deal of freedom in variety of style and recipe selection.     One of the main reasons we started I & I was because it was hard to find good fresh beer around. Although there are many great breweries in the surrounding counties, San Bernardino County had very few so we decided to open our own.","","2012","https://s3.amazonaws.com/brewerydbapi/brewery/iG2UXJ/upload_zEAeCB-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/iG2UXJ/upload_zEAeCB-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/iG2UXJ/upload_zEAeCB-large.png","Tuesday 4 PM to 8 PM  Wednesday 4 PM to 8 PM  Thursday 4 PM to 8 PM  Friday 4 PM to 10 PM  Saturday 2 PM to 10 PM","Unit 1","2012","","",""
"masmMk","I due Mastri","http://www.iduemastri.it/","N","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","Via per iolo 34/A","","Prato","","","43.8685053","11.0521323","Y","N","N","Y","micro","Micro Brewery","IT","Italy","ITA","","380","","https://s3.amazonaws.com/brewerydbapi/brewery/P6X6bT/upload_6Uu3tg-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/P6X6bT/upload_6Uu3tg-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/P6X6bT/upload_6Uu3tg-large.png","","","","","",""
"Kax7jD","IBEV","http://www.ibev.com.au/","N","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","Law Courts Place,","Melbourne","VIC","3000","0450 410 563","-37.8143487","144.958959","Y","N","N","Y","office","Office","AU","Australia","AUS","From Melbourne, Australia, comes a boutique liquor importer/distributor with a passion for handcrafted premium beers, spirits and ciders. Because we are spirits and beer enthusiasts, we carefully select all our products from Europe and South America to impress even the most demanding palates. Our aim is to give your price-conscious yet discerning customer the ultimate drinking experience, by offering an innovative product selection ranging from Brazilian Beers to Mexican tequila.","36","","","","","Monday to Friday 9am to 6pm AEST","","","","",""
"efEfFr","Ice Harbor Brewing Co","www.iceharbor.com","N","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","206 N Benton St","Kennewick","Washington","99336","509-582-5340","46.210812","-119.119911","Y","N","N","Y","brewpub","Brewpub","US","United States","USA","Established in 1997, Ice Harbor Brewing Company is dedicated to producing award-winning beers for people who love beer.","","1997","https://s3.amazonaws.com/brewerydbapi/brewery/YLlyzA/upload_kxAZaU-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/YLlyzA/upload_kxAZaU-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/YLlyzA/upload_kxAZaU-large.png","","Ste C","1997","","",""
"GyxTPI","Icicle Brewing Company","http://www.iciclebrewing.com/","N","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","935 Front Street","Leavenworth","Washington","98826","(509) 548-2739","47.5961799","-120.659626","Y","N","N","Y","micro","Micro Brewery","US","United States","USA","We are a Production Brewery and Tasting Room located in Leavenworth, Washington. We produce fresh, delicious craft brews!    Our tasting room overlooks our craft brewery where our head brewer, Dean Priebe has masterfully combined the pristine waters of the Icicle River with only the freshest ingredients to craft fresh and flavorful ales and lagers for your enjoyment.","","2010","https://s3.amazonaws.com/brewerydbapi/brewery/CFmMeZ/upload_zHBLWn-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/CFmMeZ/upload_zHBLWn-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/CFmMeZ/upload_zHBLWn-large.png","Mon - Thu: 12:00 pm - 10:00 pm  Fri: 12:00 pm - 11:00 pm  Sat: 11:00 am - 11:00 pm  Sun: 11:00 am - 10:00 pm","","2010","","",""
"tIgHYj","ICOBES b.v.b.a.","","N","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","Durmakker 23","Evergem","Oost-Vlaanderen","","32-(0)9-/-253-61-82","51.1016568","3.6950613","Y","N","N","Y","micro","Micro Brewery","BE","Belgium","BEL","","56","","","","","","","","","",""
"VcP5iA","Idaho Brewing","","N","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","","Idaho Falls","Idaho","","","43.492","-112.041994","Y","N","N","Y","micro","Micro Brewery","US","United States","USA","","","","","","","","","","","",""
"7w7trb","Idle Hands Craft Ales","http://www.idlehandscraftales.com/","N","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","3 Charlton St.  #4","Everett","Massachusetts","02149","","42.3998035","-71.0640121","Y","N","N","Y","nano","Nano Brewery","US","United States","USA","Based in Everett, Massachusetts, Idle Hands Craft Ales is the Boston area’s only nanobrewery.  We hand craft our beer with a nod towards belgian styles mixed with new world ideas. Founded in 2010, we recently received our federal license only days before the new year and are currently planning to produce our first commercial beers by late Winter/early Spring 2011.","","2010","https://s3.amazonaws.com/brewerydbapi/brewery/UPyYMm/upload_Dm8MFA-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/UPyYMm/upload_Dm8MFA-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/UPyYMm/upload_Dm8MFA-large.png","","","2010","","",""
"mKQDed","Idyll Hounds Brewing Company","http://www.idyllhoundsbrewingcompany.com","N","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","845 Serenoa Rd","Santa Rosa Beach","Florida","32459","(850) 231-1138","30.3491746","-86.0677346","Y","N","N","Y","micro","Micro Brewery","US","United States","USA","Idyll Hounds is a small craft brewery located in northwest florida. The white sand beaches forever blue sky and warm waters of florida give inspiration to the carefully crafted fresh tasty brews. Whether it's the tropical crispness of the Divide N Conch'r DIPA, the refreshing beachablility of our Man O' Wheat or the unique flavors of our seasonal line you can know our beer is responsibly brewed with the freshest and finest ingredients. At Idyll Hounds we brew for the beer enthusiasts and the novice beer drinkers alike. With a local first mind set concoctions are brewed with poetic attention to detail and memories that easily inspire lines of prose.","","2013","https://s3.amazonaws.com/brewerydbapi/brewery/wNkoSQ/upload_PjhQcz-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/wNkoSQ/upload_PjhQcz-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/wNkoSQ/upload_PjhQcz-large.png","Mon - Fri: 9:00 am - 5:00 pm","","2013","","",""
"CpYuuR","Iechyd Da Brewing Company","http://iechyddabrewingcompany.com/","N","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","317 N. Main St.","Elkhart","Indiana","46516","(574) 293-0506","41.690008","-85.975323","Y","N","N","Y","micro","Micro Brewery","US","United States","USA","Local microbrewery/pub. Brew house on premise with a 70 seat pub. 10 rotating taps and 2 handpulls. Simple and delicious menu includes fresh made pizza, oven-baked sandwiches and snacks made in house! Get some Great Local Beer!!!!","","2012","https://s3.amazonaws.com/brewerydbapi/brewery/Yf5yWv/upload_6WncgY-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/Yf5yWv/upload_6WncgY-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/Yf5yWv/upload_6WncgY-large.png","Tue - Thu: 3:00 pm - 10:00 pm  Fri - Sat: 11:00 am - 11:00 pm  Sun: 12:00 pm - 8:00 pm","","2012","","",""
"rzZJ2d","Illawarra Brewing Company","http://www.illawarrabrewingco.com.au","N","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","4/83-85 Montague Street","Wollongong","New South Wales","2500","42250317","-34.404792","150.89565","Y","N","N","Y","micro","Micro Brewery","AU","Australia","AUS","Illawarra Brewing Company supplies 7 ongoing handcrafted beers and 2 rotating seasonal beers to bars, restaurants and cafes in Wollongong and the surrounding regions, and The Illawarra Brewery Bar on South Beach in Wollongong showcases all 9 brands. Illawarra Brewing Company also brews a number of beers on contract for some of the best craft breweries in NSW.","36","2010","https://s3.amazonaws.com/brewerydbapi/brewery/LSO3jf/upload_9nGUdP-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/LSO3jf/upload_9nGUdP-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/LSO3jf/upload_9nGUdP-large.png","","","2010","","",""
"MZZWAT","Illinois Brewing","","N","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","102 North Center Street #111","Bloomington","Illinois","61701","1-309-829-2805","40.4787794","-88.9946001","Y","N","N","Y","micro","Micro Brewery","US","United States","USA","","","","","","","","","","","",""
"lNGPyt","Ilsen Brauerei","http://www.ilsen-brauerei.de/","N","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","In den Erlen 29","Kreuztal","","57223","","51.005371","7.989901","Y","N","N","Y","micro","Micro Brewery","DE","Germany","DEU","","276","1994","","","","","","","","",""
"WZ56dC","Imperial Oak Brewing","http://www.imperialoakbrewing.com/","N","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","501 Willow Blvd","Willow Springs","Illinois","60480","(708) 559-7311","41.7313836","-87.8785317","Y","N","N","Y","brewpub","Brewpub","US","United States","USA","Imperial Oak Brewing is a Micro brewery focused on brewing high gravity beers with many barrel and wood aged offerings. We'll have some incredible session-able beer in there somewhere too.","","2013","https://s3.amazonaws.com/brewerydbapi/brewery/uRHoZ3/upload_z4Opze-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/uRHoZ3/upload_z4Opze-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/uRHoZ3/upload_z4Opze-large.png","Thu: 3:00 pm - 12:00 am  Fri: 1:00 pm - 1:00 am  Sat: 12:00 pm - 1:00 am  Sun: 12:00 pm - 11:00 pm","","2013","","",""
"HyUv9y","VA Beach","http://impulsebrews.com","N","deleted","Deleted","2012-01-03 02:41:33","2014-10-14 13:22:50","3421 Chandler Creek Road","Virginia Beach","Virginia","","","36.7844438","-76.0853797","Y","Y","N","N","micro","Micro Brewery","US","United States","USA","We are a small brewery on the outskirts of Gig Harbor fueled by impulse. When the urge strikes, be sure to ""Satisfy Your Impulse"".","","2014","https://s3.amazonaws.com/brewerydbapi/brewery/ARPsVQ/upload_G6nScn-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/ARPsVQ/upload_G6nScn-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/ARPsVQ/upload_G6nScn-large.png","","","2014","","",""
"uSxQME","In'Finiti Fermentation & Distillation","http://www.infinitimaine.com/","N","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","250 Commercial St","Portland","Maine","04101","207-221-8889","43.6543034","-70.2553898","Y","N","N","Y","micro","Micro Brewery","US","United States","USA","","","2013","https://s3.amazonaws.com/brewerydbapi/brewery/0kkUpk/upload_6vsgsu-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/0kkUpk/upload_6vsgsu-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/0kkUpk/upload_6vsgsu-large.png","Open 7 days a week:  11am - 1am","","","","",""
"ytIKJu","InBev","http://www.inbev.com","N","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","Brouwerijplein 1","Leuven","","3000","","50.8868","4.70611","Y","N","N","Y","micro","Micro Brewery","BE","Belgium","BEL","In a few words InBev is the world's leading brewer, realizing 14.4 billion euro in 2007. The company has a strong, balanced portfolio, holding the number one or number two position in over 20 key markets  more than any other brewer. It has a key presence in both developed and developing markets. Headquartered in Leuven, Belgium, InBev employs almost 89 000 people worldwide. With sales in over 130 countries, the company works through six operational zones: North America, Western Europe, Central and Eastern Europe, Asia Pacific, Latin America North, and Latin America South.","56","","","","","","","","","",""
"MpYI7s","Indeed Brewing Company","http://www.indeedbrewing.com/","N","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","711 15th Avenue NE","Minneapolis","Minnesota","55413","(612) 843-5090","45.003096","-93.252211","Y","N","N","Y","micro","Micro Brewery","US","United States","USA","Indeed Brewing Company has a penchant for adventure, both in the beers we brew and the way we go about brewing them.     We offer two flagship beers: Day Tripper Pale Ale & Midnight Ryder American Black Ale. We also brew seasonal offerings like Shenanigans Summer Ale, and Stir Crazy Winter Ale.     Visit our taproom to to buy 10, 16, or 20-oz. beers, or take home 750 mL bottles of beer. Our tours are available on Saturday's, to sign up, visit our website at IndeedBrewing.com.    Indeed Brewing was founding in Feb. 2011, and began production in July 2012, and opened taproom in August 2012.    We distribute kegs, 12-oz. cans, and specialty beers in 750 mL bottles.","","2012","https://s3.amazonaws.com/brewerydbapi/brewery/LhenPJ/upload_pRI7ig-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/LhenPJ/upload_pRI7ig-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/LhenPJ/upload_pRI7ig-large.png","","","2012","","http://www.indeedbrewing.com/newsletter/",""
"DWjwcm","Independence Brew Pub","http://www.independencebrewpub.com/","N","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","1150 Filbert Street","Philadelphia","Pennsylvania","19107","215-922-4292","39.952616","-75.159445","Y","N","Y","Y","micro","Micro Brewery","US","United States","USA","","","","","","","","","","","",""
