"id","name","description","isOrganic","status","statusDisplay","createDate","updateDate","locality","region","postalCode","phone","latitude","longitude","isPrimary","inPlanning","isClosed","openToPublic","locationType","locationTypeDisplay","countryIsoCode","displayName","isoThree","website","established","images__icon","images__medium","images__large","streetAddress","numberCode","yearOpened","hoursOfOperation","extendedAddress","yearClosed","mailingListUrl","isoCode"
"mBpv9h","Oettinger Brauerei","","N","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","Braunschweig","","38102","","52.265435","10.52736","Y","N","N","Y","micro","Micro Brewery","DE","Germany","DEU","http://oettinger-bier.de/","","","","","Wolfenbütteler Straße 33","276","","","","","",""
"atDMAs","Oettinger Brauerei GmbH","","N","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","Oettingen in Bayern","Nordrhein-Westfalen","D-86732","","48.951056","10.57963","N","N","N","Y","micro","Micro Brewery","DE","Germany","DEU","","2003","","","","Brauhausstraße 8","276","","","","","",""
"AjY30i","Off Color Brewing","We make beer. Sometimes we do other things but not as well.    We've produced award winning, beers on the global stage. Now we just do it for ourselves applying our brewing knowledge, experience, and creativity to create a new breed of classically inspired American beer.","N","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","Chicago","Illinois","60647","","41.9215421","-87.7024817","Y","Y","N","Y","micro","Micro Brewery","US","United States","USA","http://www.offcolorbrewing.com/","2008","https://s3.amazonaws.com/brewerydbapi/brewery/D3s54f/upload_vmkrFs-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/D3s54f/upload_vmkrFs-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/D3s54f/upload_vmkrFs-large.png","","","","","","","",""
"ei665V","Off Key Brewing","","N","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","Oak Park","Illinois","","","41.880005","-87.778914","Y","N","N","Y","micro","Micro Brewery","US","United States","USA","","","","","","","","","","","","",""
"9na4NR","Off the Grid Brewing Company","""IT'S NOT JUST A BEER, IT'S A STATE OF MIND.""","N","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","Riverside","California","92507","","34.003894","-117.3487347","Y","N","N","Y","micro","Micro Brewery","US","United States","USA","http://otgbrew.com/","2012","https://s3.amazonaws.com/brewerydbapi/brewery/gicLqz/upload_IQPhLj-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/gicLqz/upload_IQPhLj-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/gicLqz/upload_IQPhLj-large.png","1710 Palmyrita Ave.","","2012","","Suite #11","","",""
"H1ouEw","Off The Rail Brewery","","N","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","Forest Grove","Oregon","97116","503-992-8989","45.509137","-123.096228","Y","N","N","Y","micro","Micro Brewery","US","United States","USA","http://www.offtherailbrewing.com/","","","","","2800 Taylor Way","","","","","","",""
"kZsjqY","Offbeat Brewing Company","Offbeat Brewing Company is a small collective of like-minded people who believe that well-crafted beer, untethered art, and the communities that support them are what make life worth living. We have a cute, little building in an industrial park as well as some beer that we'll sell you, but we think that's just the starting point for something much more vital, unique, and important, and we'd love it if you'd be part of that with us. Let's get together, drink some beer, and make some stuff!!","N","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","Escondido","California","92029","(760) 294-4045","33.0852605","-117.1382404","Y","N","N","Y","micro","Micro Brewery","US","United States","USA","http://www.offbeatbrewing.com","2012","https://s3.amazonaws.com/brewerydbapi/brewery/todpTX/upload_vQmGTl-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/todpTX/upload_vQmGTl-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/todpTX/upload_vQmGTl-large.png","1223 Pacific Oaks Place","","2012","Wed - Thu: 3:00 pm - 8:00 pm  Fri: 3:00 pm - 9:00 pm  Sat: 1:00 pm - 8:00 pm  Sun: 1:00 pm - 7:00 pm","Suite 101","","",""
"tLXiON","Offshore Ale Company","Offshore Ale Company is Martha's Vineyard's own brewery and restaurant, serving the island 7 days a week, year round since 1997. Located at 30 Kennebec Ave., Oak Bluffs, MA. 508-693-2626","N","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","Oak Bluffs","Massachusetts","02557","508-693-2626","41.4558776","-70.5575621","Y","N","N","Y","brewpub","Brewpub","US","United States","USA","http://offshoreale.com/","1997","","","","30 Kennebec Ave","","1997","","","","",""
"VfGWXo","Oggi's Pizza and Brewing Company","","N","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","Apple Valley","California","92308","760-792-2622","34.468974","-117.24352","Y","N","N","Y","brewpub","Brewpub","US","United States","USA","http://www.oggis.com/","1991","https://s3.amazonaws.com/brewerydbapi/brewery/PXjMMP/upload_pINQo8-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/PXjMMP/upload_pINQo8-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/PXjMMP/upload_pINQo8-large.png","19201 Bear Valley Rd","","","","","","",""
"bXWx3Z","Vista","","","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","Vista","California","92083","1-760-295-3581","33.2041804","-117.2544271","N","N","N","N","micro","Micro Brewery","US","United States","USA","","","","","","425 South Melrose Drive","","","","","","",""
"7yzKhF","Ohana Brewing Co","To handcraft innovative beers with unique and complex tastes; to make a positive impact in our community.  Ohana Brewing Company is an artisanal brewery in the heart of Los Angeles.    Our slogan is ""A fresh face in beer!"" Although our production is ultra-small we will pursue a number of strategies to stand out in the craft brewing industry. Our mission is to brew innovative beers with unique and complex tastes - not to just copy what the competition is doing. To that end we are committed to avoiding ""repeatability"" - i.e. we will not brew any beer more than once in our first full year of operation, i.e. no recipe will be duplicated.","N","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","Los Angeles","California","90058","626-416-8491","34.0157277","-118.2410937","Y","N","N","Y","micro","Micro Brewery","US","United States","USA","http://www.ohanabrew.com/","","https://s3.amazonaws.com/brewerydbapi/brewery/nE0YCy/upload_JrsDyR-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/nE0YCy/upload_JrsDyR-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/nE0YCy/upload_JrsDyR-large.png","1756 E 23rd St","","","","","","",""
"kIi8qg","Ohio Brewing Company","Ohio Brewing Company is an award-winning microbrewery located in downtown Akron in the historic Selle building. Our brewery produces a wide array of styles, form German ales to Irish Red ales to Stouts and even Oktoberfest lagers.    The original Ohio Brewing Company was founded in 1997 in Niles, Ohio by current owner Chris Verich. Our current operation is a new venture by Chris in Akron, Ohio to produce these award-winning beers in a craft production brewery setting.","N","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","Akron","Ohio","44311","330-376-3008","41.073122","-81.52218","Y","N","N","Y","brewpub","Brewpub","US","United States","USA","http://ohiobrewing.com/","1997","https://s3.amazonaws.com/brewerydbapi/brewery/64Bwb3/upload_HPV4u3-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/64Bwb3/upload_HPV4u3-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/64Bwb3/upload_HPV4u3-large.png","451 South High Street","","1997","","Suite B","","",""
"ukbo6o","OHSO Brewery","","N","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","Phoenix","Arizona","85018","(602) 955-0358","33.495018","-111.975898","Y","N","N","Y","nano","Nano Brewery","US","United States","USA","http://ohsobrewery.com/","2011","https://s3.amazonaws.com/brewerydbapi/brewery/aiTf83/upload_q4nRNu-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/aiTf83/upload_q4nRNu-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/aiTf83/upload_q4nRNu-large.png","4900 E Indian School Rd.","","2011","Mon - Thu: 11:00 am - 12:00 am  Fri: 11:00 am - 2:00 am  Sat: 9:00 am - 2:00 am  Sun: 9:00 am - 12:00 am","","","",""
"9kEqn5","Okanagan Cider Company","A staple in BC households for the past 30 years, we strive to bring you the best tasting cider made from only the freshest fruits of the Okanagan.","N","verified","Verified","2012-01-03 02:41:33","2014-10-24 18:13:38","Naramata","BC V0H 1N0","","","49.7026576","-119.3923185","Y","N","N","Y","production","Production Facility","CA","Canada","CAN","http://okanagancider.ca","","https://s3.amazonaws.com/brewerydbapi/brewery/VzIYNK/upload_UmbTRT-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/VzIYNK/upload_UmbTRT-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/VzIYNK/upload_UmbTRT-large.png","PO Box 36","124","","","","","",""
"McQx07","Okanagan Spring Brewery","","N","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","Vernon","British Columbia","","1-800-663-7037","50.2613169","-119.2767142","Y","N","N","Y","micro","Micro Brewery","CA","Canada","CAN","","","","","","2801 - 27A Avenue","124","","","","","",""
"ZFaZ4Y","Okoboji Brewing","","N","verified","Verified","2012-01-03 02:41:33","2014-10-07 19:24:33","Spirit Lake","Iowa","51360","712-336-8406","43.4066313","-95.1268382","Y","N","N","Y","tasting","Tasting Room","US","United States","USA","http://brewokoboji.com/","","","","","3705 Hwy 71","","","Mon:  4:00pm - 8:00pm Wed:  4:00pm - 8:00pm Thu:  4:00pm - 8:00pm Fri:  4:00pm - 10:00pm Sat:  12:00pm - 10:00pm Sun:  12:00pm - 6:00pm  Closed on Tuesdays.","","","",""
"Y4pdWL","OL' burro Brewery","","N","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","Los Angeles","California","","","34.0522342","-118.2436849","Y","N","N","Y","micro","Micro Brewery","US","United States","USA","","","","","","","","","","","","",""
"e4yKFH","Ol' Republic Brewery","The mission of ol’ Republic Brewery is to provide everyone who enjoys a great beer with world-class, quality handcrafted ales and lagers. After all, the name ‘Republic’ is derived from the Greek ‘res publica’ which translates as ‘for the people’. Hence the catchy slogan; Beer for the People!","N","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","Nevada City","California","95959","(530) 264-7263","39.252638","-121.024524","Y","N","N","Y","micro","Micro Brewery","US","United States","USA","http://www.olrepublicbrewery.com/","","https://s3.amazonaws.com/brewerydbapi/brewery/XriIOa/upload_zI5QHG-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/XriIOa/upload_zI5QHG-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/XriIOa/upload_zI5QHG-large.png","124 Argall Way","","","Mon - Thu:	12:00 pm - 9:00 pm  Fri - Sat:	12:00 pm - 11:00 pm  Sun:	12:00 pm - 7:00 pm","","","",""
"d9U8Mi","Oland Breweries","","N","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","Halifax","Nova Scotia","","1-902-453-1867","44.6600363","-63.5998673","Y","N","N","Y","micro","Micro Brewery","CA","Canada","CAN","","","","","","3055 Agricola Street","124","","","","","",""
"YIQlOo","Old 99 Brewing Co.","Old 99 Brewery will remind you why you drink craft beer.  We won't bore you by talking about ingredients or brewing methods, but simply tell you that we love to do this. One sip and that will be obvious.","N","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","Roseburg","Oregon","97470","(541) 670-9260","43.2540369","-123.353161","Y","N","N","Y","micro","Micro Brewery","US","United States","USA","http://old99brewing.com/","2012","https://s3.amazonaws.com/brewerydbapi/brewery/zcr07B/upload_qaCULm-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/zcr07B/upload_qaCULm-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/zcr07B/upload_qaCULm-large.png","3750 Hooker Rd","","","","","","",""
"yw9l9Y","Old Bisbee Brewing Company","Serving up seven premium craft beers in a comfortable atmosphere. By the pint or by the growler (to go), we have a beer for every palate!    Bring the kids! We serve natural artisan sodas, sure to please.    We are dog friendly, so bring your well-behaved, furry best friend along.","N","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","Bisbee","Arizona","85603","(520) 432-2739","31.442687","-109.91359","Y","N","N","Y","micro","Micro Brewery","US","United States","USA","http://www.oldbisbeebrewingcompany.com/","2010","https://s3.amazonaws.com/brewerydbapi/brewery/veC8f9/upload_JvS6zq-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/veC8f9/upload_JvS6zq-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/veC8f9/upload_JvS6zq-large.png","200 Review Alley","","2010","Mon - Thu: 12:00 pm - 10:30 pm  Fri - Sat: 12:00 pm - 11:30 pm  Sun: 12:00 pm - 10:30 pm","","","",""
"bFsZIz","Old Black Bear Brewing Company","Our decision to start brewing beer and sharing it with the public came from our desire to create a great beer that real people can not only enjoy, but also relate to. Some beer companies try to market their beer as being able to bring you a life of leisure; others may try to convince you that higher alcohol content automatically means better beer; others may simply try to sell you beer of poor quality and claim, ""It's a craft beer."" People know better than that, and our goal is to make great beer and sell it at a fair price without using silly marketing gimmicks.    Old Black Bear is not able to bring you a carefree life. If we could, we are undercharging for our product. However, what we can do is this: Provide you with a beverage that you can enjoy with your friends after a hardworking day, and assure you that every Old Black Bear Beer you drink will be of the highest quality and offer you drinkability and refreshment that is unmatched by any other small craft brewery ~ a real life beer you deserve.","N","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","Huntsville","Alabama","35801","","34.730512","-86.584673","Y","N","N","Y","micro","Micro Brewery","US","United States","USA","http://www.oldblackbear.com/","2010","https://s3.amazonaws.com/brewerydbapi/brewery/VfGWXo/upload_7L3p9n-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/VfGWXo/upload_7L3p9n-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/VfGWXo/upload_7L3p9n-large.png","East Side Square","","2010","","","","",""
"DZbNSQ","Old Boys' Brew House","Old Boys’ Brewhouse Restaurant was founded in 1997. With Melissa Brolick at the helm, Dave Bayes in the brewery, Dan Paquin in the kitchen along with our fantastic staff you can expect your experience to be spectacular and consistent.","N","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","Spring Lake","Michigan","49456","616-850-9950","43.076957","-86.212232","Y","N","N","Y","brewpub","Brewpub","US","United States","USA","http://oldboysbrewhouse.com/","1997","https://s3.amazonaws.com/brewerydbapi/brewery/IXZR85/upload_PGG9Oc-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/IXZR85/upload_PGG9Oc-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/IXZR85/upload_PGG9Oc-large.png","971 West Savidge","","1997","","","","",""
"WRgdAj","Old Bust Head Brewing Company","Locally brewed. Universally loved.","N","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","Warrenton","Virginia","20187","(540) 347-4777","38.7448229","-77.675635","Y","N","N","Y","micro","Micro Brewery","US","United States","USA","http://www.oldbusthead.com","2013","https://s3.amazonaws.com/brewerydbapi/brewery/K8Z2vo/upload_apZIf1-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/K8Z2vo/upload_apZIf1-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/K8Z2vo/upload_apZIf1-large.png","7134 Lineweaver Road","","2013","Office Hours:  Monday-Friday 8:00am-5:00pm    Weekend Hours:  Fridays 3:00-6:00pm  Saturdays 1:00-5:00pm  Sundays 1:00-5:00pm","","","",""
"ptKBbr","Old Capitol Brewing","","N","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","Iowa City","Iowa","","617-256-0926","41.662245","-91.500062","Y","N","N","Y","micro","Micro Brewery","US","United States","USA","","","","","","","","","","PO Box 3","","",""
"SD2zlI","Old City Brewing","","N","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","Austin","Texas","78701","1-512-448-4844","30.27671","-97.746295","Y","N","N","Y","micro","Micro Brewery","US","United States","USA","","","","","","603 West 13th Street #1A-345","","","","","","",""
"4Wlnuj","Old Credit Brewing Company Ltd.","At Old Credit Brewing our goal is to craft a quality Amber Ale & Pale Pilsner and Holiday Honey We brew small batches with no additives or preservatives to ensure quality freshness and taste. We use quality malts imported hops and specially selected yeast.Water is charcoal filtered to ensure purity.Direct firing in a copper kettle.Fully matured at 8 Weeks at 3.5 degrees below zero produces our Ice Aged Beer.","N","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","Port Credit","Ontario","L5H 1L4","905-271-9888","43.5496268","-79.5929606","Y","N","N","Y","micro","Micro Brewery","CA","Canada","CAN","http://www.oldcreditbrewing.com/","","https://s3.amazonaws.com/brewerydbapi/brewery/jU8dfs/upload_M06qhl-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/jU8dfs/upload_M06qhl-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/jU8dfs/upload_M06qhl-large.png","6 Queen Street West","124","","","","","",""
"gqUc4A","Old Curmudgeon Brewery","","N","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","Tega Cay","South Carolina","29708","803-548-7410","35.033364","-81.014377","Y","N","Y","Y","micro","Micro Brewery","US","United States","USA","","","","","","961 Cove Point Ln","","","","","","",""
"JADQDb","Old Detroit Brewing Co","","N","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","Bloomfield Hills","Michigan","48304","","42.607965","-83.236388","Y","Y","N","N","office","Office","US","United States","USA","","","","","","547 Cambridge Way","","","","","","",""
"vTwEN2","Old Dominion Brewing Company","Old Dominion Brewing Company is an Dover, Delaware, brewery that produces a variety of beers. Their root beer is sweetened with a mixture of locally produced honey and sugar, rather than the corn syrup that is used for most United States soft drinks. Old Dominion Brewing Company was founded by Jerry Bailey in 1989. Before founding the brewery, Bailey was a federal government employee.    In 2006, the brewery sold the equivalent of 27,000 barrels of beer and 6,000 barrels of soft drink, making Old Dominion the 50th-largest brewery in the country. About half of Old Dominion's beer is sold on tap and the other half in bottles.","N","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","Dover","Delaware","19901","302-678-4810","39.1540034","-75.4883626","Y","N","N","Y","micro","Micro Brewery","US","United States","USA","http://www.olddominion.com/","1989","https://s3.amazonaws.com/brewerydbapi/brewery/xG9JyI/upload_fiDv1j-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/xG9JyI/upload_fiDv1j-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/xG9JyI/upload_fiDv1j-large.png","1284 McD Drive","","1989","","","","",""
"Xnf2WT","Old European Brewery Co/Colonial Brewing Co","","N","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","San Diego","California","92162","619-232-6136","32.715695","-117.161719","Y","N","N","Y","micro","Micro Brewery","US","United States","USA","","","","","","","","","","PO Box 620218","","",""
"A7Nqfu","Old Forge Brewing Company","Old Forge Brewing Company is a fun, casual, comfortable brewpub, specializing in healthy pub fare and fresh brewed beer.    Our country was built on the skills and labor of old-world artisanal craftsmen. Woodworkers, carpenters, stonemasons, ironworkers, blacksmiths, tileworkers, and many others came here and employed the knowledge and skills of their craft in building their farms, homes, and towns.    Nowadays, it is so easy and convenient to purchase generic products from big-box stores, that we sometimes neglect to appreciate the uniqueness and quality of a hand-crafted product.    At Old Forge Brewing Company, we strive to honor personal craftsmanship. Our hand-crafted beer is made in small batches to ensure quality and peak freshness, while the healthy and delicious menu has ingredients sourced from local farms and markets wherever possible. Take the time to notice our bar, furniture, and fixtures which were all handcrafted by local wood and metal worker Keith Kocher (Lightstreet Custom Woodworking). Check out our unique tap handles carved and forged by local artist/sculptor J. Mark Irwin (Irwin Sculpture Studio), and our plates, bowls, and beer mugs, all hand-made by local potter Mike Hart (M. Hart Pottery).","N","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","Danville","Pennsylvania","17821","570-275-8151","40.962219","-76.6175198","Y","N","N","Y","brewpub","Brewpub","US","United States","USA","http://www.oldforgebrewingcompany.com/","2008","https://s3.amazonaws.com/brewerydbapi/brewery/NVXUnk/upload_DXWcpy-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/NVXUnk/upload_DXWcpy-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/NVXUnk/upload_DXWcpy-large.png","282 Mill Street","","2008","","","","",""
"mR6epL","Old Hangtown Beer Works","","N","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","Placerville","California","95667","530-919-5166","38.73224","-120.793525","Y","N","N","Y","micro","Micro Brewery","US","United States","USA","http://www.oldhangtownbeerworks.com/","","","","","1117 Elm Ave","","","","","","",""
"OkpSym","Old Harbor Brewery","","N","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","Esquina Recinto Sur","Old San Juan","","787-751-0477","18.46617","-66.106654","Y","N","N","Y","brewpub","Brewpub","PR","Puerto Rico","PRI","","","","","","20 Tizol St","630","","","","","",""
"14YH8D","Old Hat Brewery","","N","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","Lawton","Michigan","49065","269-624-6445","42.1682351","-85.849743","Y","N","N","Y","micro","Micro Brewery","US","United States","USA","http://oldhatbeer.com/","1998","https://s3.amazonaws.com/brewerydbapi/brewery/ZL5BCn/upload_DIXCgY-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/ZL5BCn/upload_DIXCgY-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/ZL5BCn/upload_DIXCgY-large.png","114 North Main Street","","1998","","","","",""
"dOH5He","Old Man River Brewing Co","","N","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","Gregor","Iowa","","563-873-1999","43.0246865","-91.1746731","Y","N","N","Y","brewpub","Brewpub","US","United States","USA","","","","","","123 A St Mc","","","","","","",""
"FhztR5","Old Market Pub and Brewery","","N","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","Portland","Oregon","97223","503-244-0450","45.4659725","-122.7480475","Y","N","N","Y","brewpub","Brewpub","US","United States","USA","http://www.drinkbeerhere.com/","","","","","6959 SW Multnomah Blvd","","","","","","",""
"s1ihaW","Old Mill Brewery & Grill","","N","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","Littleton","Colorado","80120","303-797-2433","39.611968","-105.019363","Y","N","N","Y","brewpub","Brewpub","US","United States","USA","http://www.oldmillbrewery.com/","","","","","5798 S Rapp St","","","","","","",""
"GDxRLt","Old Mill Brewpub & Grill","Here at Old Mill Brewpub & Grill, we strive to provide quality food and drink in a relaxing atmosphere, using only the freshest quality ingredients in our products.We believe in sourcing locally and naturally whenever possible. Listed on the National Registry of Historic Places, the Historic Eesley Mill provides our patrons with a truly unique venue to enjoy the best beers, wines, spirits, and food, served to you by a passionate team of Old Mill Brewpub & Grill associates. We hope you enjoy your experience today and ask you to tell your friends about us. See you again soon!  Cheers!","N","verified","Verified","2012-01-03 02:41:33","2014-08-23 16:21:19","Plainwell","Michigan","49080","(269) 204-6601","42.4429258","-85.6319603","Y","N","N","Y","brewpub","Brewpub","US","United States","USA","http://oldmillbrew.com/","2012","https://s3.amazonaws.com/brewerydbapi/brewery/JMqyae/upload_STEWZo-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/JMqyae/upload_STEWZo-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/JMqyae/upload_STEWZo-large.png","717 E. Bridge Street","","2012","Mon:  11:00am - 10:00pm Tue:  11:00am - 10:00pm Wed:  11:00am - 10:00pm Thu:  11:00am - 10:00pm Fri:  11:00am - 11:00pm Sat:  11:00am - 11:00pm Sun:  3:00pm - 10:00pm  ","","","",""
"YO9d46","Old Mill Craft Beer","Small Batch Handcrafted Beer","N","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","Bidwell","Ohio","45614","(740) 245-9463","38.8655908","-82.2995586","Y","N","N","Y","micro","Micro Brewery","US","United States","USA","http://merryfamilywinery.net/","","https://s3.amazonaws.com/brewerydbapi/brewery/AtnxIp/upload_R6xfmA-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/AtnxIp/upload_R6xfmA-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/AtnxIp/upload_R6xfmA-large.png","2376 State Route 850","","","Tues- Sat 12 pm - 8 pm","","","",""
"ULRVjx","Old North State Winery & Brewery","Old North State is the only winery in the state of North Carolina that is a licensed brewery. Our American Style Pale Ale uses Hops grown in Oregon with only natural products and whole grains in our production. Our hand crafted Ales are made in small batches and are available on tap at our tasting bar.","N","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","Mount Airy","North Carolina","27030","336-789-9463","36.501921","-80.608282","Y","N","N","Y","micro","Micro Brewery","US","United States","USA","http://www.oldnorthstatewinery.com/","2002","https://s3.amazonaws.com/brewerydbapi/brewery/gv1egz/upload_mFGkcN-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/gv1egz/upload_mFGkcN-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/gv1egz/upload_mFGkcN-large.png","308 N. Main Street","","2002","Tours Monday thru Saturday typically at 11:00 am, 1:00 pm and 3:00 pm or by special appointments","","","",""
"6fAJtO","Old Orange Brewing Co","","N","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","","","","760-724-8069","33.8114077","-117.8625097","Y","N","N","Y","micro","Micro Brewery","US","United States","USA","http://www.oldorangebrewing.com/","","","","","1444 N Batavia St Orange, CA","","","","","","",""
"rj6kKW","Old OX Brewery","","N","verified","Verified","2012-01-03 02:41:33","2014-08-12 12:39:26","Ashburn","Virginia","20147","(703) 729-8375","39.0238995","-77.4553148","Y","N","N","Y","micro","Micro Brewery","US","United States","USA","http://www.oldoxbrewery.com","2014","https://s3.amazonaws.com/brewerydbapi/brewery/F63wdK/upload_dSaeEZ-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/F63wdK/upload_dSaeEZ-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/F63wdK/upload_dSaeEZ-large.png","44652 Guilford Dr","","","Thu:  4:00pm - 9:00pm Fri:  4:00pm - 9:00pm Sat:  11:00am - 9:00pm Sun:  11:00am - 6:00pm  ","Suite 114","","",""
"izbAKa","Old Post Brewpub","Old Post Brewpub is a restaurant and bar set in a casual and intimate atmosphere with in house craft beer and a fresh, local menu. Opening Spring 2015.","N","verified","Verified","2012-01-03 02:41:33","2014-09-05 12:23:51","Franklin","Indiana","46131","","39.481363","-86.056119","Y","Y","N","Y","brewpub","Brewpub","US","United States","USA","","","https://s3.amazonaws.com/brewerydbapi/brewery/Qac1hR/upload_F2ewfu-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/Qac1hR/upload_F2ewfu-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/Qac1hR/upload_F2ewfu-large.png","55 West Madison St","","","","","","",""
"eujeSY","Old Rail Brewing Co.","Old Mandeville's 1st & only locally owned Brew Pub. Located across the street from the Mandeville Trail-head and adjacent to the St. Tammany Trace.","N","verified","Verified","2012-01-03 02:41:33","2014-07-25 14:24:47","Mandeville","Louisiana","70448","(985) 612-1828","30.3604586","-90.0633224","Y","N","N","Y","brewpub","Brewpub","US","United States","USA","http://www.oldrailbrewery.com","2013","https://s3.amazonaws.com/brewerydbapi/brewery/uYgI1W/upload_HllMI7-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/uYgI1W/upload_HllMI7-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/uYgI1W/upload_HllMI7-large.png","639 Girod St.","","","Tue:  11:00am - 10:00pm Wed:  11:00am - 10:00pm Thu:  11:00am - 10:00pm Fri:  11:00am - 10:30pm Sat:  11:00am - 10:30pm Sun:  11:00am - 10:00pm  ","","","",""
"TiJjtj","Old Redwood Brewing Company","Windsor's first Nanobrewery","N","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","Windsor","California","95492","(707) 836-3186","38.547297","-122.816782","Y","N","N","Y","nano","Nano Brewery","US","United States","USA","http://www.oldredwoodbrewing.com/","","","","","9000 Windsor Rd #A","","","","","","",""
