"id","name","description","website","isOrganic","status","statusDisplay","createDate","updateDate","streetAddress","locality","region","postalCode","phone","hoursOfOperation","latitude","longitude","isPrimary","inPlanning","isClosed","openToPublic","locationType","locationTypeDisplay","countryIsoCode","displayName","isoThree","images__icon","images__medium","images__large","extendedAddress","established","yearOpened","mailingListUrl","numberCode","yearClosed"
"nZiBpf","Trim Tab Brewing","We craft beers of balance and celebrate the small, unassuming sources that create large-scale positive change - the trim tab. Boom.     Whats a trim tab you say? Look no further than the words of a genius published in a 1972 Playboy.....    “Something hit me very hard once, thinking about what one little man could do. Think of the Queen Mary [an ocean liner]— the whole ship goes by and then comes the rudder. And there's a tiny thing at the edge of the rudder called a trim tab. It's a miniature rudder. Just moving the little trim tab builds a low pressure that pulls the rudder around. Takes almost no effort at all. So I said that the little individual can be a trim tab. Society thinks it's going right by you, that it's left you all together. But if you're doing dynamic things mentally, the fact is that you can just put your foot out like that and the whole big ship of state is going to go. So I said, call me Trim Tab.”   – Buckminster Fuller (Playboy, February 1972)    Small actions - Huge positive impact. We champion that concept and the ways it occurs throughout our world, through each of us. We are proud to call ourselves Alabama brewers. We are Trim Tab Brewing.","http://trimtabbrewing.com/","N","verified","Verified","2012-01-03 02:41:33","2014-09-29 16:11:51","2721 5th Ave S","Birmingham","AL","35233","+1 (828) 545-4746","Tue:  4:00pm - 10:00pm Wed:  4:00pm - 10:00pm Thu:  4:00pm - 10:00pm Fri:  3:00pm - 11:00pm Sat:  1:00pm - 11:00pm Sun:  2:00pm - 8:00pm  ","33.5128672","-86.7914959","N","N","N","Y","micro","Micro Brewery","US","United States","USA","https://s3.amazonaws.com/brewerydbapi/brewery/Pa70RL/upload_pGHkii-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/Pa70RL/upload_pGHkii-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/Pa70RL/upload_pGHkii-large.png","","","2013","","",""
"dFD020","Tring Brewery","Founded in 1992 Tring Brewery has established itself as one of the leading breweries in Hertfordshire. In addition to their core products that include the multi award winning Jack O'Legs, Side Pocket for a Toad, Colley's Dog and Death or Glory the brewery also produces seasonal ales and monthly specials. From it's 30BB plant these are distributed across the UK and sold from their on site brewery shop.","http://www.tringbrewery.co.uk/","N","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","Dunsley Farm, London Road","Tring","","HP23 6HA","+44 (0)1442 890721","","51.794756","-0.65669","Y","N","N","Y","micro","Micro Brewery","GB","United Kingdom","GBR","https://s3.amazonaws.com/brewerydbapi/brewery/qUIYuC/upload_UsXtVR-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/qUIYuC/upload_UsXtVR-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/qUIYuC/upload_UsXtVR-large.png","","1992","1992","","826",""
"FYvoBR","Trinity Brewhouse","Always fresh, always crisp.  Crafted with the finest quality hops from around the world, and filtered Scituate Reservoir water from right here in Little Rhody.    The beers, ales, porters and stouts available at the Brewhouse Pub are brewed on premises - ensuring a high quality product that is always satisfying and never flat.    Our Brewmaster takes great pride in providing our customers with the freshest beer in the city.  If we were any fresher...you'd slap us!    Stop by for a pint or two in house - or grab a Growler To Go and enjoy great Trinity Brewhouse Beer at your own leisure.","http://trinitybrewhouse.com/","N","verified","Verified","2012-01-03 02:41:33","2014-09-26 13:57:19","186 Fountain St.","Providence","Rhode Island","02903","401-453-2337","Monday - Thursday : 11:30AM-1:00AM  Friday 11:30AM-2:00AM  Saturday Noon-2:00AM  Sunday Noon to 1:00 AM","41.8224129","-71.4168362","Y","N","N","Y","brewpub","Brewpub","US","United States","USA","https://s3.amazonaws.com/brewerydbapi/brewery/BVju6a/upload_ezOYTl-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/BVju6a/upload_ezOYTl-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/BVju6a/upload_ezOYTl-large.png","","1994","","","",""
"rsecKs","TRiNiTY Brewing","TRiNiTY BREWiNG Company is a Public Ale and Lager House. Inspired by Belgian and English tap houses, our pub focuses on three major concepts: Artisanal Beer, Slow Food, and Conscious People. Cheers!","http://trinitybrew.com/","N","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","1446 Garden of the Gods","Colorado Springs","Colorado","80907","719-634-0029","Hours	  Mon - Thu:	12:00 pm - 9:00 pm  Fri:	12:00 pm - 11:00 pm  Sat:	11:00 am - 11:00 pm  Sun:	11:00 am - 8:00 pm","38.8966623","-104.854606","Y","N","N","Y","micro","Micro Brewery","US","United States","USA","https://s3.amazonaws.com/brewerydbapi/brewery/JoX16I/upload_pWmI1L-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/JoX16I/upload_pWmI1L-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/JoX16I/upload_pWmI1L-large.png","","","","","",""
"5NixAT","Tripel Root","","http://tripelroot.com","N","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","146 E. Main","Zealand","Michigan","49464","(616) 953-0050","","42.812088","-86.014679","Y","Y","N","N","micro","Micro Brewery","US","United States","USA","https://s3.amazonaws.com/brewerydbapi/brewery/YqXhrV/upload_dNfCet-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/YqXhrV/upload_dNfCet-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/YqXhrV/upload_dNfCet-large.png","","2014","","","",""
"UCNQUJ","Triple 7 Restaurant & Brewery at Main St Station","","http://www.mainstreetcasino.com/","N","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","","Las Vegas","Nevada","","702-387-1896","","36.22928","-115.080819","Y","N","N","Y","brewpub","Brewpub","US","United States","USA","","","","PO Box 7625","","","","",""
"Qfcr4y","Triple C Brewing Company","In October 2011 Triple C Brewing Company incorporated and our beer dreams started coming true. Triple C are Chris, Chris, and Christina. Chris and Chris met while working at a local bank and quickly realized we weren't cut out for banking and dreamed of owning our own business. While home brewing late one evening, the three Cs had a crazy idea to start a brewery. All of our hard work is finally paying off and we anticipate an early summer 2012 opening of our South End microbrewery! We can't wait to share our beer with Charlotte and beyond and look forward welcoming everyone to our spacious tap room very soon.","http://www.triplecbrewing.com/","N","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","2900 Griffith St.","Charlotte","North Carolina","28203","704-372-3212","MONDAY - closed   TUESDAY 5 - 9 pm  WEDNESDAY 5 - 9 pm  THURSDAY 5 - 9 pm  FRIDAY 4 - 9 pm  SATURDAY 2 - 9 pm  SUNDAY 1 - 6 pm","35.200972","-80.869119","Y","N","N","Y","micro","Micro Brewery","US","United States","USA","https://s3.amazonaws.com/brewerydbapi/brewery/wtU6qB/upload_5yVoNI-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/wtU6qB/upload_5yVoNI-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/wtU6qB/upload_5yVoNI-large.png","","2011","2011","","",""
"zn6uPI","Triple Crossing Brewing Company","Triple Crossing Brewing Company grew out of the love of great beer, and the idea that beer is best enjoyed when shared with friends, straight out of the tap.","http://www.triplecrossingbeer.com/","N","verified","Verified","2012-01-03 02:41:33","2014-10-02 17:18:40","113 S Foushee St","Richmond","Virginia","23226","(804) 308-0475","","37.5415878","-77.445504","Y","N","N","Y","micro","Micro Brewery","US","United States","USA","https://s3.amazonaws.com/brewerydbapi/brewery/EcU2nS/upload_kGeA7X-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/EcU2nS/upload_kGeA7X-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/EcU2nS/upload_kGeA7X-large.png","","2013","","","",""
"StkEiv","Triple Digit Brewing Company","Triple Digit is the high gravity brand of Cincinnati's Listermann Brewing Company. Every Triple Digit beer is brewed at or above a triple digit gravity (1.100).    Welcome to the Next Level","http://tripledigitbrewing.com/","N","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","1621 Dana Avenue","Cincinnati","Ohio","45207","(513) 731-1130","","39.146586","-84.472935","Y","N","N","Y","nano","Nano Brewery","US","United States","USA","https://s3.amazonaws.com/brewerydbapi/brewery/kMlOin/upload_0FYCXk-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/kMlOin/upload_0FYCXk-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/kMlOin/upload_0FYCXk-large.png","","2012","2012","","",""
"6W6Edk","Triple J Chophouse and Brew Co","","http://www.triplejchophouseandbrewco.com/","N","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","1807 Buddy Holly Ave","Lubbock","Texas","79401","806-771-6555","","33.5785949","-101.8442873","Y","N","N","Y","brewpub","Brewpub","US","United States","USA","","","","","","","","",""
"ipp2nB","Triple Rock Brewery and Alehouse","Even as one of the oldest brewpubs in the country, Triple Rock is all about keeping things fresh. Fresh craft beer served along fresh food, with menus and specials changing and updating all the time. On any two consecutive days here you will likely find something new and different to try, or you’re welcome to stick with your favorites (those will be fresh too).     That’s one of the advantages of Triple Rock, where you can watch our brewers make the beer and know that you’ll be drinking it as soon as its done—no kegging, no bottling necessary, just straight from the tanks to your glass. Also, with 11 serving tanks and 8 fermenters on the premises, we can always keep something fresh on our beer board. Do you feel yourself getting thirsty?","http://triplerock.com/","N","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","1920 Shattuck Avenue","Berkeley","California","94704","510-843-2739","Monday – 11:30 – 1am  Tuesday – 11:30 – 1am  Wednesday – 11:30 – 1am  Thursday – 11:30 – 2am  Friday – 11:30 – 2am  Saturday – 11:30 – 2am  Sunday – 11:30 – 12am","37.8734244","-122.2685448","Y","N","N","Y","micro","Micro Brewery","US","United States","USA","https://s3.amazonaws.com/brewerydbapi/brewery/w8FpFj/upload_OkJzh0-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/w8FpFj/upload_OkJzh0-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/w8FpFj/upload_OkJzh0-large.png","","1986","1986","http://oi.vresp.com/?fid=1204349fff","",""
"L9Xqwc","Triple Voodoo Brewing","Triple Voodoo Brewing is life to the extreme and at full volume. Born from the underground beer scene in San Francisco, we have been brewing some of the most extreme beer styles this city has seen to date! From our amazing and complex Inception Belgian Style Ale to our mind blowing 32% ABV Thermonuclear Stout that we conjured to compete for the ""Strongest Beer in the World"", our mission is to bring you an amazing high ABV craft beer line-up. Here's the team who work around the clock 24/7 to make all these happen.","http://www.triplevoodoobrewing.com/","N","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","2245 3rd St","San Francisco","California","94107","415-598-8811","","37.7611898","-122.3885367","Y","N","N","Y","micro","Micro Brewery","US","United States","USA","https://s3.amazonaws.com/brewerydbapi/brewery/GoDmMT/upload_7DybkD-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/GoDmMT/upload_7DybkD-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/GoDmMT/upload_7DybkD-large.png","","2010","","","",""
"cOU6JJ","Triplehorn Brewing Co.","Triplehorn Brewing Co. may  be considered “Just another WA brewery”, au contraire mon frere! Pardon my French. We are another GREAT WA brewery!    Our intent is to quench the thirst of the masses. Rice is not a primary ingredient in great beer, and we won’t compromise our Liquid of the Gods. If you have a malty, hoppy, silky big beer desire, you are welcome. Our taproom gives full vantage of the brewing experience. Come for the beer; enjoy the brash, bold, and often audacious intimacy.","http://triplehornbrewing.com","N","verified","Verified","2012-01-03 02:41:33","2014-09-24 18:52:15","19510 144th Ave NE","Woodinville","Washington","98072","","","47.7694745","-122.1456067","Y","N","N","Y","tasting","Tasting Room","US","United States","USA","https://s3.amazonaws.com/brewerydbapi/brewery/oaDD5l/upload_ZjtkNq-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/oaDD5l/upload_ZjtkNq-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/oaDD5l/upload_ZjtkNq-large.png","Suite 6","","","","",""
"LbS8zJ","Triptych Brewing","A triptych (trip-tik) is a work of art, divided into three equal parts and built around a common theme. Triptych Brewing is three guys from three different walks of life sharing our passion for great, local beer with YOU. Built upon the traditional ingredients of hops, barley, and water and serving the communities of Champaign, Urbana, and Savoy, Triptych Brewing is dedicated to exploring the art of craft beer with the community.","http://triptychbrewing.com/","N","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","1703 Woodfield Dr","Savoy","Illinois","61874","","Mon - Thu: 3:00 pm - 10:00 pm  Fri: 3:00 pm - 11:00 pm  Sat: 12:00 pm - 11:00 pm","40.076844","-88.249369","Y","N","N","Y","micro","Micro Brewery","US","United States","USA","https://s3.amazonaws.com/brewerydbapi/brewery/GClcJQ/upload_GI4D39-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/GClcJQ/upload_GI4D39-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/GClcJQ/upload_GI4D39-large.png","","2009","2012","","",""
"xTGf63","Triton Brewing Company","Operated by its member-managers, Jon W. Lang and David M. Waldman, Triton Brewing Company is a brewery producing high-quality craft beer for distribution in Indiana.     Triton Brewing Company is a creative outlet in the form of a traditional, community-based production brewery located in the heartland of Indiana. The shareholders, employees, and libations of Triton Brewing Company embody exemplary strength of character, resolute integrity, and consistent quality in all their forms. We are dedicated to increasing a sense of fun and community through the creation of fine traditionally crafted ale and lager.    Beer and other beverages produced at our Indianapolis facility are available for sale throughout Indiana and Central Illinois. A tasting room at the brewery and a second tap room location provide other marketing opportunities.    Triton Brewing Company is the realization of the dream of Mr. Lang and Mr. Waldman that Indiana be a significant contributor to the world beer culture and can produce local beers that Hoosiers can be proud of and can purchase statewide.","http://tritonbrewing.com/","N","verified","Verified","2012-01-03 02:41:33","2014-09-11 20:08:28","5764 Wheeler Road","Indianapolis","Indiana","46216","317-735-2706","","39.860189","-86.007047","Y","N","N","Y","micro","Micro Brewery","US","United States","USA","https://s3.amazonaws.com/brewerydbapi/brewery/Q1n2wz/upload_XgTpTQ-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/Q1n2wz/upload_XgTpTQ-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/Q1n2wz/upload_XgTpTQ-large.png","","2009","2009","","",""
"ZmzTFU","Princeton","Restaurant & Brewery Serving Our Own Craft Beer and Locally Grown Organic Foods","http://www.triumphbrewing.com/princeton/","N","verified","Verified","2012-01-03 02:41:33","2014-09-26 13:57:57","138 Nassau Street","Princeton","New Jersey","08542","609- 924-7855","Monday-Thursday: 11am-1:00am  Friday-Saturday: 11am-2:00am  Sunday: Noon-Midnight","40.350749","-74.658328","Y","N","N","Y","brewpub","Brewpub","US","United States","USA","https://s3.amazonaws.com/brewerydbapi/brewery/npSiG1/upload_TGGR7I-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/npSiG1/upload_TGGR7I-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/npSiG1/upload_TGGR7I-large.png","","1995","","","",""
"VRfOfL","New Hope","","http://www.triumphbrewing.com/new-hope/","","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","400 Union Sq. Drive","New Hope","Pennsylvania","18938","215-862-8300","Mon-Wed: 11:30am-1:00am  Thurs-Sat: 11:30am-2:00am  Sun: Noon-Midnight","40.366223","-74.954367","N","N","N","Y","brewpub","Brewpub","US","United States","USA","","","","","","","","",""
"KBuGWA","Old City","","http://www.triumphbrewing.com/philadelphia/","","verified","Verified","2012-01-03 02:41:33","2014-08-23 16:39:42","117 Chestnut Street","Philadelphia","Pennsylvania","19106","(215) 625-0855","Mon:  4:00pm - 1:00am Tue:  4:00pm - 1:00am Wed:  4:00pm - 1:00am Thu:  4:00pm - 1:00am Fri:  11:30am - 2:00am Sat:  11:30am - 2:00am Sun:  11:30am - 12:00am  ","39.948506","-75.143475","N","N","Y","N","brewpub","Brewpub","US","United States","USA","","","","","","","","",""
"C6iHOv","Tröegs Brewing Company","Tröegs Brewing Company was established in 1997 by brothers Chris and John Trogner. Since then, the Central PA natives have been handcrafting world-class beers that blend traditional brewing techniques with the innovation and eclecticism of the American craft brewing movement. Today, the Hershey, PA-based brewery produces six year-round beers (Hopback Amber Ale, Troegenator Double Bock, JavaHead Stout, Tröegs Pale Ale, DreamWeaver Wheat, and Perpetual IPA); four seasonal releases as part of the Hop Cycle series (Cultivator Helles Bock, Sunshine Pils, Hop Knife Harvest Ale, and Blizzard of Hops Winter IPA); and two limited beers (Nugget Nectar and Mad Elf Ale).     In addition to these beers, Tröegs produces a variety of experimental, small batch beers as part of its Scratch Beer Series. These beers are available exclusively at the brewery and most are draft-only limited releases, although some popular Scratch Beers (Fresh Hop Ale, Fest Lager, etc.) are bottled for release through the General Store at the brewery.     In late 2013, Tröegs introduced a special line of cork & cage bottle releases. The first, LaGrave, is available year-round. Master of Pumpkins was also released in 2013 and will continue with availability in the fall. Other beers such as Jovial have since followed suit. The addition of a canning line not only offers the brewery more flexibility in the way it presents its beers, but also allows Tröegs to provide customers with more packaging options. To date, Tröegs has released Perpetual IPA and Sunshine Pils in 12-ounce cans and Troegenator in 16-ounce cans. Plans to release other seasonal and limited beers in cans are currently in the works.     The Splinter Series is an extremely limited line of barrel-aged beers packaged in cork & cage bottles. While only a handful of these beers have been produced, Tröegs plans to expand this series with the inclusion of Nebulous (barrel-aged LaGrave with Brett), bourbon barrel-aged Troegenator, and others.     Tröegs currently distributes its beers throughout Delaware, Massachusetts, Maryland, New Jersey, New York, North Carolina, Ohio, Pennsylvania, Virginia and Washington D.C. In addition, Tröegs plans to expand into other New England markets in 2015.    Our state-of-the-art facility gives visitors a glimpse into the workings of a full production brewery by offering both guided tasting and self-guided tours. Our Tasting Room provides ample seating with views of the brewhouse, where you can sit back and enjoy one of our six year-round beers as well as a variety of seasonal and small-batch experimental brews.     Our Snack Bar reflects our constant desire to explore, discover and share by focusing on fresh, simple fare that is locally sourced and house-made. With that in mind, we feature a seasonally rotating menu with daily chef’s specials.    www.troegs.com","http://www.troegs.com/","N","verified","Verified","2012-01-03 02:41:33","2014-10-02 18:04:49","200 E Hersheypark Dr","Hershey","Pennsylvania","17033","717-232-1297","Sun:  11:00am - 9:00pm Thu:  11:00am - 10:00pm Fri:  11:00am - 10:00pm Sat:  11:00am - 10:00pm  General Store Hours  ------------------------------  Sunday: 11am to 5pm  Monday - Saturday: 11am to 8pm","40.2972852","-76.6428527","Y","N","N","Y","micro","Micro Brewery","US","United States","USA","https://s3.amazonaws.com/brewerydbapi/brewery/n5QFi2/upload_3yONkx-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/n5QFi2/upload_3yONkx-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/n5QFi2/upload_3yONkx-large.png","","1997","1997","http://www.troegs.com/about_us/newsletter.aspx","",""
"Zkq4hb","Trois Dames","Passion must be lived and shared. I'm lucky to be able to do both with beer. I often think of chefs, painters and musician living a similar adventure. A painter touches up, deletes, isn't satisfied, adds another coat, works, has doubts, decides and then finds… For us craft brewers it's pretty much the same : beers as I think them up evolve in my mind, on my palate. Fro one brew to the next, I may adjust the hopping, change one malt type or the other, add a touch of sharpness, alter the fermentation temperature or the quantity of yeast I pitch the brew with…","http://www.brasserietroisdames.ch/cms/front_content.php?client=1&changelang=2&parent=&subid=&idcat=43","N","verified","Verified","2012-01-03 02:41:33","2014-10-01 18:31:18","Rue de France 1","","Sainte-Croix","1450","41244544375","","46.8225095","6.500182","Y","N","N","Y","micro","Micro Brewery","CH","Switzerland","CHE","https://s3.amazonaws.com/brewerydbapi/brewery/tYBGlQ/upload_77hvcZ-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/tYBGlQ/upload_77hvcZ-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/tYBGlQ/upload_77hvcZ-large.png","","","","","756",""
"CwTbcC","Trophy Brewing Company","Trophy Brewing Co. represents Chris Powers and David “Woody” Lockwood’s long-held dream of having their own brewery. A place where they can take ideas about and for beers, scratched down on napkins over late night drinking sessions, and turn them into a reality. Trophy is not big, we feature a 3 BBL brewhouse with 3 single batch and 2 double batch fermenters; but what does come out of those tanks; we take pride in.","http://www.trophybrewing.com/","N","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","827 W. Morgan St","Raleigh","North Carolina","27603","(919) 803-4849","Mon - Thu: 5:00 pm - 12:00 am  Fri - Sat: 5:00 pm - 2:00 am  Sun: 5:00 pm - 12:00 am","35.77988","-78.653544","Y","N","N","Y","nano","Nano Brewery","US","United States","USA","https://s3.amazonaws.com/brewerydbapi/brewery/6jDZlV/upload_hm53GS-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/6jDZlV/upload_hm53GS-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/6jDZlV/upload_hm53GS-large.png","","2012","2013","","",""
"oQR5YM","Tropical Beverage (International) Co., Ltd","","http://www.tropbevco.com/","N","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","35 Soi Prommit, Sukumvit 39","Bangkok","","","","","13.802045","100.545937","Y","N","N","Y","micro","Micro Brewery","TH","Thailand","THA","","","","","","","","764",""
"vx2LSC","Trouble Brewing","A 100% Irish owned brewery located in Kill, Co. Kildare. We’re dedicated to producing distinctive and outstanding beer from only natural ingredients.","http://www.troublebrewing.ie","N","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","Old Mill","Kill","Kildare","","","","53.2164749","-6.6588567","Y","N","N","Y","micro","Micro Brewery","IE","Ireland","IRL","https://s3.amazonaws.com/brewerydbapi/brewery/YSgfgv/upload_j3Y5GX-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/YSgfgv/upload_j3Y5GX-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/YSgfgv/upload_j3Y5GX-large.png","","2010","","","372",""
"Qk9thn","Trout River Brewing","Trout River Brewing was founded in July 1996 by Dan and Laura Gates. We began brewing in early December of that year. We still own and operate this microbrewery in the northeastern region of Vermont--The Northeast Kingdom! Come visit this special and beautiful place and taste all that the Kingdom has to offer.    Trout River Brewing prides itself on creating and serving fresh, all natural, premium ales and lagers. Our beers are made with pure Vermont water, the best imported and domestic malts and hops, and quality yeasts. Nothing else is added and we take nothing away!","http://www.troutriverbrewing.com/","N","verified","Verified","2012-01-03 02:41:33","2014-09-26 13:58:38","645 Broad Street","Lyndonville","Vermont","05851","802-656-9396","Our pub and retail shop is open Fridays & Saturdays from 4-9 pm","44.52877","-72.000969","Y","N","N","Y","micro","Micro Brewery","US","United States","USA","","","","","1996","","","",""
"ZdRbF8","True South","We are unlike any other venue that we know of. We have our own award winning Brewery and Chef, an Argentinean Restaurant + a contemporary function space with floor to ceiling views of Port Phillip Bay.     We like the words generous and uncomplicated. We like the fact that we are in a location that is across the road from the beach and out of the city, but not as far as the peninsula.    We like to say... 'When in doubt head, True South'. We also like questions...so just ask!","http://www.truesouth.com.au/","N","verified","Verified","2012-01-03 02:41:33","2014-08-13 12:03:02","298 Beach Road","","Black Rock","3193","+61 1300 878 360","Tue:  12:00pm - 11:00pm Wed:  12:00pm - 11:00pm Thu:  12:00pm - 11:00pm Fri:  12:00pm - 11:00pm Sat:  12:00pm - 11:00pm Sun:  12:00pm - 11:00pm  ","-37.9757345","145.0163962","Y","N","N","N","micro","Micro Brewery","AU","Australia","AUS","https://s3.amazonaws.com/brewerydbapi/brewery/TjVYwC/upload_aOkLvD-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/TjVYwC/upload_aOkLvD-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/TjVYwC/upload_aOkLvD-large.png","","2009","2009","","36",""
"33shrE","Trumer Pils","American and European brewmasters have come together to create the Trumer Brauerei Berkeley. With a passionate commitment to the Pilsner style, this international team has worked tirelessly to preserve every detail of the original Trumer Pils process of its centuries old brewery in Salzburg, Austria. Their efforts have paid off. Trumer Brauerei Berkeley combines the heritage and tradition of the old world with the new world's dedication to craft brewing.","http://www.trumer-international.com/","N","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","1404 4th Street","Berkeley","California","94710","510- 526-1160","","37.876741","-122.303439","Y","N","N","Y","micro","Micro Brewery","US","United States","USA","https://s3.amazonaws.com/brewerydbapi/brewery/Q9BWPS/upload_5UUtOe-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/Q9BWPS/upload_5UUtOe-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/Q9BWPS/upload_5UUtOe-large.png","","2004","2004","","",""
"fNbW0f","TRVE Brewing Company","TRVE Brewing is the Denver brewery dedicated to bringing you beer that's beyond the pale. A neighborhood spot where you can hang out and have some killer beer.","http://trvebrewing.com/","N","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","227 Broadway #101","Denver","Colorado","80218","303-351-1021","Monday-Tuesday:Closed  Wednesday-Thursday:4PM-10PM  Friday-Saturday:4PM-12AM  Sunday:2PM-8PM","39.719849","-104.987507","Y","N","N","Y","micro","Micro Brewery","US","United States","USA","https://s3.amazonaws.com/brewerydbapi/brewery/mI2ZZh/upload_bs6cjY-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/mI2ZZh/upload_bs6cjY-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/mI2ZZh/upload_bs6cjY-large.png","","2012","2012","","",""
"HhKKA6","Tsingtao","","http://tsingtaobeer.com/","N","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","","Qingdao","Shandong","","","","36.087509","120.34272","Y","N","N","Y","micro","Micro Brewery","CN","China","CHN","https://s3.amazonaws.com/brewerydbapi/brewery/e2agAL/upload_aoe3nf-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/e2agAL/upload_aoe3nf-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/e2agAL/upload_aoe3nf-large.png","","","","","156",""
"MjLdhs","Tuborgs Bryggerier A/S","","http://www.tuborg.com/","N","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","Vesterfælledvej 100","","København","1700","+45 33 27 14 50","","","","Y","N","N","Y","micro","Micro Brewery","DK","Denmark","DNK","","","","","","","","208",""
"u138JX","Tucher Brau","","http://www.tucher.de","N","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","Schillerstrae 14","Nrnberg","Bayern","","49-(0)911-/-9776-0","","49.4644312","11.0847271","Y","N","N","Y","micro","Micro Brewery","DE","Germany","DEU","","","","","1672","","","276",""
"WKlwSy","Tuckahoe Brewing Company","Tuckahoe Brewing Company was established in January of 2011 by four friends who had been brewing beer for fun for several years. We were brewing five and ten gallon batches while we barbequed and enjoyed drinking beer with family and friends. Going to the next level and brewing commercially was a thought that was always in the back of each our minds, but after we heard enough of our friends say ...the same thing, we decided to take the idea seriously.     We expect to begin with four recipes, a Belgian Wit, an English Style Porter, a Pale Ale. Cape May County is a beautiful place, and brewing a beer that captures that beauty in both its ingredients and the finished product is one of our goals. We want to provide the people of Cape May County beers that will always remind them of home.    Please look for our beers on tap in bars and restaurants around Cape May County, and bottled for take home as well. Also, please stop by and see us this fall at 9 Stoney Road in Dennis Township.","http://tuckahoebrewingcompany.blogspot.com/","N","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","9 Stoney Court","Dennisville","New Jersey","08230","(609) 827-5375","Sat: 12:00 pm - 4:00 pm","39.2036992","-74.7220017","Y","N","N","Y","micro","Micro Brewery","US","United States","USA","https://s3.amazonaws.com/brewerydbapi/brewery/OblNj8/upload_Rhp7jR-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/OblNj8/upload_Rhp7jR-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/OblNj8/upload_Rhp7jR-large.png","","2011","2011","","",""
