"id","name","description","website","established","isOrganic","images__icon","images__medium","images__large","status","statusDisplay","createDate","updateDate","streetAddress","extendedAddress","locality","region","postalCode","phone","hoursOfOperation","latitude","longitude","isPrimary","inPlanning","isClosed","openToPublic","locationType","locationTypeDisplay","countryIsoCode","yearOpened","displayName","isoThree","numberCode","mailingListUrl","yearClosed","currentPage","numberOfPages","totalResults"
"YhTcbr","Winchester Ciderworks","Locally owned and operated Cidery here in the Shenandoah Valley.","http://www.winchesterciderworks.com/","","N","","","","verified","Verified","2012-01-03 02:41:33","2014-10-09 15:33:30","2502 North Frederick Pike","","Winchester","Virginia","22603","540 247 9246","","39.237906","-78.200127","Y","N","N","Y","micro","Micro Brewery","US","","United States","USA","","","","","",""
"y5ueBZ","Wind River Brewing Company","Wind River Brewing Company is located at the base of the Wind River Mountains in downtown Pinedale, Wyoming. Our brewery is the spot for those who appreciate the art of handcrafted superior brews with a wide range of flavors and notes. We brew award winning beers, created in-house using only the finest ingredients and pure glacier water.    ""We are known for having legendary beer and the best food in town."" If you're looking for a quick bite to eat or want to relax and sample our entire selection of beer we welcome you to join us at Wind River Brewing Co.","http://www.windriverbrewingco.com/","1997","N","https://s3.amazonaws.com/brewerydbapi/brewery/z0gnmN/upload_fGXlLH-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/z0gnmN/upload_fGXlLH-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/z0gnmN/upload_fGXlLH-large.png","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","402 W. Pine St.","","Pinedale","Wyoming","82941","307-367-2337","Sunday - Thursday: 11 a.m. - 11 p.m.  Friday & Saturday: 11 a.m. - Midnight","42.8665738","-109.8658053","Y","N","N","Y","micro","Micro Brewery","US","","United States","USA","","","","","",""
"XgybLl","Windswept Brewing Co","Beautiful beaches, a great climate, superb golf courses, fishing, nearby mountains and the world's best whisky, the Moray Coast is a great place to live. Now, Windswept Brewing Co Ltd have added award winning local ales to the list of Moray's attractions.","http://www.windsweptbrewing.co.uk","2012","N","https://s3.amazonaws.com/brewerydbapi/brewery/5QaO07/upload_PbWryh-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/5QaO07/upload_PbWryh-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/5QaO07/upload_PbWryh-large.png","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","Unit B 13 Coulardbank","Industrial Estate","","Lossiemouth","IV31 6NG","01343 814310","","57.7113862","-3.3044058","Y","N","N","Y","micro","Micro Brewery","GB","2012","United Kingdom","GBR","826","","","","",""
"bRKIdZ","Main Cidery","We are the first, and only, licensed and bonded cidery in the Piedmont of the Carolinas.  We produce various types of Award Winning Hand-Crafted Hard Ciders with a commitment to sustainable agricultural practices.     As an extension of Windy Hill Orchard and Cidery, we are family owned and operated and located in York, SC.     Please be sure to visit our facebook page and our orchard website for details about upcoming events, product news, and hours and directions.","http://windyhillorchard.com/yorkcider/","2011","N","https://s3.amazonaws.com/brewerydbapi/brewery/eGtqKZ/upload_JaIVoQ-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/eGtqKZ/upload_JaIVoQ-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/eGtqKZ/upload_JaIVoQ-large.png","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","1860 Black Highway","","York","South Carolina","29745","(803) 684-0690","Tuesday through Saturday: 9:00 a.m. till 5:00 p.m.  Select Sundays*: Noon till 5:00 p.m.","35.024739","-81.280858","Y","N","N","Y","micro","Micro Brewery","US","2011","United States","USA","","","","","",""
"aPdSL0","Winery Exchange","Winery Exchange was founded in 1999 and is headquartered in Novato, California, USA. The company maintains regional sales offices around the United States and international offices in the United Kingdom and Spain.    Winery Exchange is the only full-service, corporate brand, beverage alcohol company that sources beer, wine and spirits from the finest regions worldwide. The company was founded with the intent of blending extensive industry expertise with cutting-edge business practices. The result is a dynamic, fast-growing company poised to take advantage of new trends in the beverage alcohol industry.","http://www.wineryexchange.com/","1999","N","https://s3.amazonaws.com/brewerydbapi/brewery/ytIKJu/upload_3NZP95-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/ytIKJu/upload_3NZP95-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/ytIKJu/upload_3NZP95-large.png","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","500 Redwood Boulevard","Suite 200","Novato","California","94947","877-946-3793","","38.0740437","-122.5428807","Y","N","N","Y","micro","Micro Brewery","US","1999","United States","USA","","","","","",""
"o3lsQF","Wingman Brewers","Inspired by Tacoma's legacy of honest hard work, Wingman Brewers strives to create a strong selection of spirited, full-flavored beers for the South Sound region.","http://wingmanbrewers.com/","2011","N","https://s3.amazonaws.com/brewerydbapi/brewery/xIWy3E/upload_42GTT4-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/xIWy3E/upload_42GTT4-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/xIWy3E/upload_42GTT4-large.png","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","509 1/2 Puyallup Ave","","Tacoma","Washington","98421","(253) 256-5240","Taproom Hours:  2pm-11pm Thursday, Friday, Saturday","47.2410896","-122.4273045","Y","N","N","Y","micro","Micro Brewery","US","2011","United States","USA","","http://wingmanbrewers.us2.list-manage.com/subscribe?u=8cdc40b5134dfe3a486999b1f&id=b07c9191dd","","","",""
"CjMGUR","Wisconsin Brewing Company","he Wisconsin Brewing Company brewhouse we're building is an exciting mixture of old world, artisan craftsmanship and state-of-the art brewing technology. Built in Hudson, WI, our German-engineered Huppmann Brewhouse will be capable of producing in excess of 100,000 barrels of Wisconsin craft beer annually. The tradition and history behind Huppmann goes back more than 130 years—perfect for true craft beer.    In addition to a great brew house, we have a one-barrel Pilot Brewery on site to develop many of our beers, as well as an event center for parties and other events. The event center also has a gift shop, where you can buy Wisconsin Brewing Company apparel, gift items, and of course, beer.    Put all these pieces together next to a scenic pond with access to bike trails and plenty of beautiful landscape and you can have one heck of a brewery experience.","http://wisconsinbrewingcompany.com/","2013","N","https://s3.amazonaws.com/brewerydbapi/brewery/ho8CUc/upload_85qlJ2-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/ho8CUc/upload_85qlJ2-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/ho8CUc/upload_85qlJ2-large.png","deleted","Deleted","2012-01-03 02:41:33","2014-07-23 19:11:34","","","Wauwatosa","Wisconsin","","","","43.0494572","-88.0075875","Y","N","N","Y","micro","Micro Brewery","US","","United States","USA","","","","","",""
"iHEJZm","","","http://wisconsinbrewingcompany.com/","","","","","","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","1079 American Way","","Verona","Wisconsin","53593","(608) 848-1079","Monday CLOSED  Tues-Fri 3-9pm Tours 4, 5 & 6pm  Sat 10am-9pm Tours 10am-4pm every hour  Sun 10am-5pm Tours 10am-4pm","42.9694364","-89.5120484","Y","N","N","Y","micro","Micro Brewery","US","2013","United States","USA","","","","","",""
"Pf7pos","Restaurant and Brewpub","MOOSEJAW, with their 15 barrel ""copper-clad"" brewhouse, serves 10 different styles of hand-crafted microbrews. They have the capacity to brew 500-1000 gallons of beer per day. Brewmaster Jamie Baertsch is feverishly working on seasonal flavors as well. These brews can be enjoyed at any of the three bars located within the brewpub.","http://www.dellsmoosejaw.com/","","N","https://s3.amazonaws.com/brewerydbapi/brewery/5R4Akp/upload_lSUQbW-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/5R4Akp/upload_lSUQbW-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/5R4Akp/upload_lSUQbW-large.png","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","110 Wisconsin Dells Parkway South","","Wisconsin Dells","Wisconsin","53965","608-254-1122","Mon - Thu:	11:00 am - 10:30 pm  Fri - Sat:	11:00 am - 11:00 pm  Sun:	11:00 am - 10:30 pm","43.589104","-89.791861","Y","N","N","Y","brewpub","Brewpub","US","","United States","USA","","","","","",""
"efwhXc","Wiseacre Brewery and Taproom","WISEACRE is a craft brewery committed to top quality, uniquely flavorful beer that appeals to passionate & progressive people through education & good times.  The brewery name comes from a term of endearment/scolding their grandmother used on the young troublemakers.  Brothers Davin & Kellan Bartosch dreamed up WISEACRE many moons ago & have been on an extensive quest procuring top-notch experience from around the globe to deliver the crunkest brewery possible in their groovy hometown of Memphis, TN.","http://wiseacrebrew.com","2013","N","https://s3.amazonaws.com/brewerydbapi/brewery/z5vsgx/upload_q0nCdj-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/z5vsgx/upload_q0nCdj-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/z5vsgx/upload_q0nCdj-large.png","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","2783 Broad Ave","","Memphis","Tennessee","38112","","Thursday-Friday 4pm-8pm  Saturday 1pm-8pm","35.1468","-89.96884","Y","N","N","Y","tasting","Tasting Room","US","2013","United States","USA","","","","","",""
"p354ds","Wit's End Brewing Company","We are an artisanal Denver brewery fueled by dreams and inspired by the limitless potential of craft beer since 2011…Join us on our journey!","http://witsendbrewing.com/","2011","N","https://s3.amazonaws.com/brewerydbapi/brewery/Wq1S61/upload_TkqW19-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/Wq1S61/upload_TkqW19-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/Wq1S61/upload_TkqW19-large.png","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","2505 W 2nd Ave","Unit #13","Denver","Colorado","80219","303-359-9119","Thu:	4:00 pm - 8:00 pm  Fri - Sat:	2:00 pm - 8:00 pm  Sun:	12:00 pm - 5:00 pm","39.720248","-105.017118","Y","N","N","Y","micro","Micro Brewery","US","","United States","USA","","","","","",""
"OShITU","Witch's Hat Brewing Company","Our little family started at the Witch's Hat in South Lyon in 2007 when we said ""I do"". When life dealt us lemons we decided to make beer. Here we are - trying our hand at the Beer Lover's Dream. Give us a taste :)","http://witchshatbrewing.com/","2007","N","https://s3.amazonaws.com/brewerydbapi/brewery/3vJdrg/upload_OFi1Qx-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/3vJdrg/upload_OFi1Qx-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/3vJdrg/upload_OFi1Qx-large.png","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","22235 Pontiac Trail","","South Lyon","Michigan","48178","248-486-2595","Mon-Thur 3-11  Fri-Sat 2-12  Sun 2-8","42.444618","-83.650261","Y","N","N","Y","micro","Micro Brewery","US","","United States","USA","","","","","",""
"Blig3z","Woinemer Hausbrauerei","","http://www.woinemer-brauerei.de/","","N","","","","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","Friedrichstraße 23","","Weinheim a.d. Bergstraße","Baden-Württemberg","69469","","","49.553909","8.669808","N","N","N","Y","micro","Micro Brewery","DE","","Germany","DEU","276","","","","",""
"RMnsnJ","Wolaver's Fine Organic Ales","Our brewery is dedicated to brewing great tasting beers, supporting sustainable agriculture, and minimizing our impact on the environment.    100% Organic Hops and Malts","http://www.wolavers.com/","1997","Y","https://s3.amazonaws.com/brewerydbapi/brewery/Ff8SbR/upload_4OZJC6-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/Ff8SbR/upload_4OZJC6-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/Ff8SbR/upload_4OZJC6-large.png","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","793 Exchange Street","","Middlebury","Vermont","05753","","","44.019665","-73.169251","Y","N","N","Y","micro","Micro Brewery","US","1997","United States","USA","","","","","",""
"3gWgwk","Wolf Creek Restaurant and Brewery","Wolf Creek Brewery was founded as a brewpub in 1997 as ""Wolf Creek Restaurant & Brewing Co."" by Rob and Laina McFerren.  Brewer, Rob, has won many awards for his varied beer styles, including ""Howlin' Hefeweizen"" (Bavarian Hef) and ""Midnight Howl"" and India Black Ale.  In 2013, they expanded brewery operations and built a production facility in the Mann-Biomedical Park in Valencia.  June 2nd, 2014 marks the date of their first bottling run.  Cheers!","http://www.wolfcreekbrewingco.com","1997","N","https://s3.amazonaws.com/brewerydbapi/brewery/99kGFS/upload_KdAFGG-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/99kGFS/upload_KdAFGG-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/99kGFS/upload_KdAFGG-large.png","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","27746 McBean Pkwy","","Valencia","California","91354","661-263-9653","","34.4453226","-118.5532826","Y","N","N","Y","brewpub","Brewpub","US","","United States","USA","","","","","",""
"g0FV6B","Wolf Hills Brewing Co","WOLF HILLS BREWING CO is a craft brewery located in historic Abingdon, Virginia. The brewery takes its name from the original appellation that Daniel Boone gave to the wilderness that became Abingdon. Tradition holds that Boone and his hunting companion spent a sleepless night along a hill on the Great Road after their dogs encountered a pack of wolves, which had a den in a nearby cave. Drawing from this rich history, Wolf Hills Brewing CO melds together time honored brewing methods using only the highest quality ingredients with modern beer styles inspired by the wide array of fragrant hops from the Pacific-Northwest. Wolf Hills brews in small batches that are only distributed in the Virginia Highlands. The result is a level of fresh, savory beer that is unmatched in this region. Discover one of our many styles for yourself . . . you’ll be howling for more.","http://www.wolfhillsbrewing.com/","","N","https://s3.amazonaws.com/brewerydbapi/brewery/lTT4Ot/upload_sPQIKZ-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/lTT4Ot/upload_sPQIKZ-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/lTT4Ot/upload_sPQIKZ-large.png","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","350 Park St SE","","Abingdon","Virginia","24210","276-698-6740","Check Website for Changing Growler Hours","36.7123071","-81.9656007","Y","N","N","Y","micro","Micro Brewery","US","","United States","USA","","","","","",""
"IJyJFc","Wolf Pack Brewing","","","","N","","","","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","111 South Canyon Street","","West Yellowstone","Montana","59758","1-406-646-7727","","44.658457","-111.0995939","Y","N","Y","Y","micro","Micro Brewery","US","","United States","USA","","","","","",""
"udh7P3","Wolf Tongue Brewery","","","","N","","","","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","35 E. First St.","","Nederland","Colorado","","","","39.9618975","-105.5097558","Y","N","Y","Y","micro","Micro Brewery","US","","United States","USA","","","","","",""
"Z0nc9c","Main Location","Wolfe Brewing Company has just opened in Pagosa Springs Colorado. Hand-crafted micro beers brewed on-site. Full menu available as well. Open 11am daily.","http://www.wolfebrewingco.com/","2014","N","https://s3.amazonaws.com/brewerydbapi/brewery/SII4fs/upload_hY88Tv-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/SII4fs/upload_hY88Tv-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/SII4fs/upload_hY88Tv-large.png","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","2045 Eagle Drive","","Pagosa Springs","Colorado","81147","(970) 731-9653","Mon - Sun: 11:00 am - 2:00 am","37.270504","-107.044128","Y","N","N","Y","brewpub","Brewpub","US","2014","United States","USA","","","","","",""
"WxPvYU","Wolnzacher Bürgerbraü AG","","","","N","","","","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","Am Brunnen 2","","Wolnzach","Bayern","","49-(0)8442-/-955514","","48.6088748","11.6186971","Y","N","N","Y","micro","Micro Brewery","DE","","Germany","DEU","276","","","","",""
"9H8jhv","Wolverine State Brewing Company","We are the proud brewers of Michigan's Most Drinkable Beers. We are the only microbrewery in Michigan that specializes in making lagers for everyone. What does this mean? It means that from light to dark, every beer we brew is designed to be a beer you can love.","http://www.wolverinebeer.com/","2010","N","https://s3.amazonaws.com/brewerydbapi/brewery/xoGGQz/upload_IXmwtv-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/xoGGQz/upload_IXmwtv-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/xoGGQz/upload_IXmwtv-large.png","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","2019 West Stadium Boulevard","","Ann Arbor","Michigan","48103","734-369-2990","","42.2702084","-83.7737021","Y","N","N","Y","brewpub","Brewpub","US","2010","United States","USA","","","","","",""
"TjVYwC","Wonderland Brewing Company","Wonderland Brewing Company is a new small batch brewery in Broomfield, Colorado, and our goal is to turn every frown upside down. Big dreams, a big property, and carefully crafted beers are our not-so-secret ingredients to do so. With 9,000-square-feet of space, 94 parking spots, and over an acre of outdoor fun, Wonderland Brewing Company offers a unique craft beer experience to beer-buffs of all sorts.    How can you get a unique craft beer experience at our brewery, you wonder? Hold a ping pong match on one of our six tournament-style ping pong tables that adorn our tasting room, burn those hard earned beer calories al fresco on our basketball courts, or simply take a seat in one of the largest tasting rooms around and enjoy a quality, hand-crafted brew. Thanks to our shocking space that's ideal for corporate outings, private parties, farmers markets, classic car shows, yoga classes, and more, Wonderland Brewing Company is an oasis for the community and beyond.    Enough bragging about our property, though. Wanna know why we chose to dive into the brewing industry?    Our passion for people, happiness, and the magic behind making beer inspires our team to bring the community together to celebrate life and cherish the ritual of beer. We truly treasure craft beer's gift of rallying friends and family, and we are excited for the opportunity to bring joy to beer-fanatics. Our head brewer values the art and science of brewing beer and has a philosophy entrenched in care for his creations, which will be discovered during every sip of our quality brews.    When you visit Wonderland, you'll find a creative crew that is committed to making you smile.    Please know that standards are set high for Wonderland Brewing Company in all aspects of our brewery.","http://wonderlandbrewing.com/","","N","https://s3.amazonaws.com/brewerydbapi/brewery/aKccxT/upload_KNpRbF-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/aKccxT/upload_KNpRbF-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/aKccxT/upload_KNpRbF-large.png","verified","Verified","2012-01-03 02:41:33","2014-07-25 14:11:20","5450 W 120th Ave","","Broomfield","Colorado","80020","(303) 953-0400","Mon:  3:00pm - 10:00pm Tue:  3:00pm - 10:00pm Wed:  3:00pm - 10:00pm Thu:  3:00pm - 10:00pm Fri:  12:00pm - 11:00pm Sat:  11:00am - 11:00pm Sun:  11:00am - 9:00pm  ","39.9133224","-105.0558566","Y","N","N","Y","micro","Micro Brewery","US","","United States","USA","","","","","",""
"TlBAjN","Wood Boat Brewing Company","","http://www.woodboatbrewery.com/","","N","","","","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","702 East Lake View Road","Suite C","Syracuse","Indiana","46567","855.966.3969","","41.41006","-85.738512","Y","N","N","Y","micro","Micro Brewery","US","","United States","USA","","","","","",""
"larXrM","Woodcock Brothers Brewery","","http://woodcockbrothersbrewery.com/","2011","N","https://s3.amazonaws.com/brewerydbapi/brewery/NnBsYK/upload_1rxQre-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/NnBsYK/upload_1rxQre-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/NnBsYK/upload_1rxQre-large.png","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","638 Lake Street","","Wilson","New York","14172","716-957-6625","","43.2984099","-78.825192","Y","N","N","Y","micro","Micro Brewery","US","","United States","USA","","","","","",""
"NuaM0n","Wooden Legs Brewing Company","The Wooden Legs Brewing Company name is tongue in cheek homage to Judge Wilmot Wood Brookings. Judge Brookings is a significant figure in history of South Dakota. The county and city were named after him although he only visited the city twice.    In February 1858, Brookings rode a horse from Sioux Falls to the Yankton area during a blizzard. His horse slipped and fell into Split Rock Creek in the freezing weather. Brookings made it safely to Yankton, but his wet legs had suffered such severe frostbite they both needed to be amputated. He spent the rest of his life using a pair of squeaky, wooden legs.","http://www.woodenlegsbrewing.com/","","N","","","","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","3011 5th St","","Brookings","South Dakota","57006","605-549-5624","","44.31022","-96.779609","Y","N","N","Y","micro","Micro Brewery","US","","United States","USA","","","","","",""
"CljuZN","Wooden Robot Brewery","Wooden Robot is a new urban farmhouse craft brewery that will be located in Charlotte, NC!","","","N","https://s3.amazonaws.com/brewerydbapi/brewery/zxMohP/upload_yTfDU0-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/zxMohP/upload_yTfDU0-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/zxMohP/upload_yTfDU0-large.png","verified","Verified","2012-01-03 02:41:33","2014-08-25 01:13:32","","","Charlotte","North Carolina","","","","35.2270869","-80.8431267","Y","Y","N","Y","micro","Micro Brewery","US","","United States","USA","","","","","",""
"0EJAAE","Wooden Shoe Brewing Company","","http://woodenshoebrews.com/","2010","N","","","","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","69 South Garfield","","Minster","Ohio","45865","419-305-0636","","40.391478","-84.3753119","Y","N","N","Y","micro","Micro Brewery","US","2010","United States","USA","","","","","",""
"cY1yJf","Woodforde's Norfolk Ales","","","","N","","","","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","Woodbastwick","","Norwich","Norfolk","","44-(01603)-720353","","52.684341","1.44791","Y","N","N","Y","micro","Micro Brewery","GB","","United Kingdom","GBR","826","","","","",""
"ErkmT6","Woodfour Brewing Company","A contemporary artisan brewery focused on a unique beer experience. Located in the heart of Sonoma County. Opening Spring 2013...","http://w4brewing.com/","","N","https://s3.amazonaws.com/brewerydbapi/brewery/cQdUrC/upload_JXMgz6-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/cQdUrC/upload_JXMgz6-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/cQdUrC/upload_JXMgz6-large.png","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","6780 Depot Street","","Sebastopol","California","95472","(707) 823-3144","","38.4030897","-122.821333","Y","N","N","Y","micro","Micro Brewery","US","","United States","USA","","","","","",""
"x4vqAl","Woodland Empire Ale Craft","Imaginative brew creations concocted by husband and wife team Rob and Keely Landerman, Dusty Schmidt, and Tom Dolan.  Handcrafted. Imaginative. Idahoan.","http://woodlandempire.com/","2014","N","https://s3.amazonaws.com/brewerydbapi/brewery/0j4t2Z/upload_Kqra3P-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/0j4t2Z/upload_Kqra3P-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/0j4t2Z/upload_Kqra3P-large.png","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","1114 W Front St","","Boise","Idaho","83704","","Tasting Room hours:   Tues- Thurs: 3 pm- 10 pm  Fri: 3 pm-11 pm  Sat: 12 noon-11 pm  Sun: 12 noon-8 pm","43.616471","-116.208926","Y","N","N","Y","micro","Micro Brewery","US","2012","United States","USA","","","","","",""
"rBTacX","Woodman Brewery","Custom Brewing Services and Brewpub at the Whistle Stop","http://www.woodmanwi.com/","","N","https://s3.amazonaws.com/brewerydbapi/brewery/yiYdH5/upload_WHjzOA-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/yiYdH5/upload_WHjzOA-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/yiYdH5/upload_WHjzOA-large.png","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","401 Main St","","Woodman","Wisconsin","53827","608-533-2200","Mon - Sun: 9:00 am - 10:00 pm","43.0897818","-90.8022084","Y","N","N","Y","micro","Micro Brewery","US","","United States","USA","","","","","",""
"pfj3jO","Downtown Grill & Brewery","The Downtown Grill & Brewery is a nice brewpub downtown with patio seating on Gay Street as well as a back porch. The atmosphere is lodge-like with rich wood and copper brewing equipment. There is also a private room you can rent upstairs.","http://woodruffbrewing.com/","2006","N","https://s3.amazonaws.com/brewerydbapi/brewery/IgdWNj/upload_HoAg3q-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/IgdWNj/upload_HoAg3q-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/IgdWNj/upload_HoAg3q-large.png","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","424 South Gay Street","","Knoxville","Tennessee","37902","865-603-8750","","35.9656347","-83.9183508","Y","N","N","N","brewpub","Brewpub","US","2006","United States","USA","","","","","",""
"lwZBU3","Woods Polk Station","Adventurous beer for curious drinkers. Brewed fresh in San Francisco and Oakland, CA.","http://www.woodsbeer.com/","","Y","https://s3.amazonaws.com/brewerydbapi/brewery/iB1f9m/upload_BdJGge-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/iB1f9m/upload_BdJGge-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/iB1f9m/upload_BdJGge-large.png","verified","Verified","2012-01-03 02:41:33","2014-09-19 18:04:44","2255 Polk St.","","San Francisco","CA","94109","","","37.7974534","-122.4221267","N","N","N","Y","tasting","Tasting Room","US","","United States","USA","","","","","",""
"OGHzdU","Cervecería","","","","","","","","verified","Verified","2012-01-03 02:41:33","2014-09-19 18:07:23","3801 18th St.","","San Francisco","CA","94114","","","37.7611033","-122.4284314","N","N","N","Y","brewpub","Brewpub","US","","United States","USA","","","","","",""
"0a0nmv","Woods Bar and Brewery","","","","","","","","verified","Verified","2012-01-03 02:41:33","2014-09-19 18:05:53","1701 Telegraph","","Oakland","CA","94612","","","37.8070162","-122.2705888","Y","N","N","Y","brewpub","Brewpub","US","","United States","USA","","","","","",""
"TVCOly","Woodstock Inn Station & Brewery","The Woodstock Inn opened in 1982.    The Woodstock Inn Brewery began brewing beer in 1995 on a 7 barrel system. We started as a Brew Pub with 8 different beers. As demand for our beers grew we added a 30 barrel production facility in 2012. We have two breweries on our property. The seven barrel brewery brews for our restaurant and does limited releases. The 30 barrel does all of our production and bottling. We do Brewery Tours every day at noon, seven days a week. There is a $5.00 charge, a pint glass a tasting is included. We also have a cask ale always on in the Brew Pub.       The Brewery is open for breakfast, lunch and dinner, 7 days a week. We also have 33 well appointed guest rooms, we also have a function room for 165 for weddings and gatherings.  Please stop by for a visit.","http://www.woodstockinnnh.com/","1995","N","https://s3.amazonaws.com/brewerydbapi/brewery/uEeGC0/upload_cZJJV4-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/uEeGC0/upload_cZJJV4-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/uEeGC0/upload_cZJJV4-large.png","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","135 Main Street North","","Woodstock","New Hampshire","03262","800-321-3985","Open 11:30am-10pm Daily   Please call ahead for offseason hours","44.0323926","-71.6868168","Y","N","N","Y","brewpub","Brewpub","US","1995","United States","USA","","","","","",""
"5ovCvP","Woodward Avenue Brewers","Woodward Avenue Brewers, or “WAB”, as we're affectionately called, is much more than a restaurant or bar. Established in 1997, The WAB has become a landmark along Woodward Avenue in Ferndale and has welcomed visitors – those in the neighborhood and those far and wide – for more than 16 years. Pioneers of the craft brew scene, WAB is the go-to gathering place for patrons to enjoy handcrafted brews, great food, friendly atmosphere and the action on historic Woodward Avenue.","http://www.thewabsite.com/","1997","N","https://s3.amazonaws.com/brewerydbapi/brewery/EkMJ0d/upload_5xwwFM-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/EkMJ0d/upload_5xwwFM-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/EkMJ0d/upload_5xwwFM-large.png","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","22646 Woodward Ave","","Ferndale","Michigan","48220","248-546-3696","","42.4591932","-83.133351","Y","N","N","Y","brewpub","Brewpub","US","","United States","USA","","","","","",""
"i8e14q","Woody's Nanobrewery","","http://www.woodysnanobrewery.com/","","N","","","","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","22820 Carriage Dr","","Reno","Nevada","89521","","","39.350926","-119.77497","Y","N","N","Y","micro","Micro Brewery","US","","United States","USA","","","","","",""
