"id","name","description","website","established","isOrganic","images__icon","images__medium","images__large","status","statusDisplay","createDate","updateDate","streetAddress","locality","region","postalCode","phone","hoursOfOperation","latitude","longitude","isPrimary","inPlanning","isClosed","openToPublic","locationType","locationTypeDisplay","countryIsoCode","yearOpened","displayName","isoThree","numberCode","extendedAddress","yearClosed","mailingListUrl"
"iUpRSF","Ricklinger Landbrauerei Zur Alten Försterei","","http://www.ricklinger-landbrauerei.de/","","N","","","","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","Grüner Weg 1","Rickling","Schlewsig-Holstein","24635","","","54.007843","10.16337","N","N","N","Y","micro","Micro Brewery","DE","","Germany","DEU","276","","",""
"bkeIBK","Ridgebrook Brewery","Ridgebrook Brewery began with a love for beer. Not the typical light lagers we’ve all had throughout the years, but craft beer; beer that focuses on flavor, aroma, color and taste. Craft beer opened up a whole new world of exotic tastes that, once discovered, prohibited our return to the standard light lager of our youth.","http://www.ridgebrookbrewery.com/","2011","N","https://s3.amazonaws.com/brewerydbapi/brewery/HiW9CZ/upload_141XJ7-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/HiW9CZ/upload_141XJ7-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/HiW9CZ/upload_141XJ7-large.png","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","Ridgebrook Ln.","Godfrey","Illinois","62035","(618) 971-8580","","38.9319775","-90.2277116","Y","N","N","Y","micro","Micro Brewery","US","","United States","USA","","","",""
"WbEVB5","Ridgeway Brewing","","","","N","","","","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","6 Chapel Close","South Stoke","Oxford","","44-(01491)-873474","","51.5461766","-1.1354744","Y","N","N","Y","micro","Micro Brewery","GB","","United Kingdom","GBR","826","","",""
"uOQNjP","Riff Raff Brewing","Founded in 2013, Riff Raff Brewing Company opens in downtown Pagosa Springs, Colorado, in May 2013. The brewery—Pagosa Springs’ first downtown brewery—features artisan ales handcrafted in Riff Raff’s historic Victorian building.","http://riffraffbrewing.com/","2013","N","https://s3.amazonaws.com/brewerydbapi/brewery/lXWKH0/upload_MvNZcz-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/lXWKH0/upload_MvNZcz-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/lXWKH0/upload_MvNZcz-large.png","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","274 Pagosa St","Pagosa Springs","Colorado","81147","(970) 264-4677","Mon - Fri: 3:00 pm - 10:00 pm  Sat - Sun: 12:00 pm - 10:00 pm","37.2689076","-107.0073483","Y","N","N","Y","micro","Micro Brewery","US","2013","United States","USA","","","",""
"8uxJKW","Rifle Brewing Company","All of our microbrews are brewed on premise with the highest quality of craftmanship. We offer four core brews year round.  Our brewer is constantly switching up our selection so make sure to come in often for his newest creation.  You'll leave happy every time - guaranteed.","http://www.riflebrew.com/","2008","N","https://s3.amazonaws.com/brewerydbapi/brewery/dy3dXW/upload_xaT3NI-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/dy3dXW/upload_xaT3NI-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/dy3dXW/upload_xaT3NI-large.png","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","412 Park Avenue","Rifle","Colorado","81650","970-625-2085","Monday thru Thursday: 5 PM - 9 PM  Friday thru Saturday: 5 PM - 9:30 PM","39.5327569","-107.786678","Y","N","N","Y","micro","Micro Brewery","US","2008","United States","USA","","","",""
"lEg7Tx","Right Brain Brewery","Hailed as One of the ""Top 5 Local Breweries In The Nation"", Right Brain Brewery is known for our culinary inspired beers using only whole ingredients, like Asparagus, Cherry Pies, or smoked Mangalitsa Pig Heads. When we're not busy fending off pirates on the Boardman Lake we like to throw art shows, concerts, and even yoga classes in our brewery. Some people love us, some people hate us, and others just don't understand, but we just want to teach you how to Beer No Evil!©","http://www.rightbrainbrewery.com/","2007","N","https://s3.amazonaws.com/brewerydbapi/brewery/wzglGB/upload_HfqWfp-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/wzglGB/upload_HfqWfp-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/wzglGB/upload_HfqWfp-large.png","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","225 East 16th Street","Traverse City","Michigan","49684","231-944-1239","Mon - Wed: 12:00 pm - 12:00 am  Thurs - Sat: 11:00 am - 1:00 am  Sun: 12:00 pm - 10:00 pm","44.749331","-85.620418","Y","N","N","Y","brewpub","Brewpub","US","","United States","USA","","","",""
"moTuFD","Right Proper Brewing Company","Right Proper Brewing Company will be a locally owned neighborhood brew pub in a Washington DC neighborhood    Washington, DC, needs at least two things: more affordable neighborhood restaurants, and at least one locally owned brewpub.   Our objective is three-fold: We want to create a neighborhood gathering place that makes and serves well-priced delicious food and amazing fresh beer; we want to help our neighborhood thrive by investing in the community and its residents; and we want to anchor Washington, DC on the map as a destination for craft beer. Our business will invest in the growth and development of our employees as well as of our community.    We’ll take an innovative approach to small scale, “yeast-forward” craft brewing to produce artisanal ales and lagers in a comfortable, expertly designed casual old-world tavern. Serving fresh beer and affordable, high-quality American food, Right Proper will be a focus of pride for its neighborhood.","http://www.rightproperbrewery.com/","2014","N","https://s3.amazonaws.com/brewerydbapi/brewery/pe3RwD/upload_NGA6nJ-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/pe3RwD/upload_NGA6nJ-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/pe3RwD/upload_NGA6nJ-large.png","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","624 T Street NW","Washington","District of Columbia","20001","(202) 607-2337","TUESDAY - THURSDAY: 5PM - 11PM  FRIDAY - SATURDAY: 5PM - 12AM  SUNDAY: 5PM - 10PM  MONDAY: CLOSED","38.915437","-77.0213678","Y","N","N","Y","brewpub","Brewpub","US","2014","United States","USA","","","",""
"thj8lm","Riley's Brewing Company","A bunch of guys and gals that have been brewing for years together decided to go for it.  They brew like true craft brewers on what would seem like a giant home brew system.  You can tell its all made with love and hard work.","http://www.rileysbrewing.us/","2010","N","https://s3.amazonaws.com/brewerydbapi/brewery/kIi8qg/upload_GtoJnZ-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/kIi8qg/upload_GtoJnZ-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/kIi8qg/upload_GtoJnZ-large.png","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","28777 Ave 15-1/2","Madera","California","93638","559-673-8021","The Brewery is open from Monday to Thursday 7am to 5pm.","36.974398","-120.023321","Y","N","N","Y","micro","Micro Brewery","US","2010","United States","USA","","","",""
"WCtgFn","Rincón Beer Co.","Located in Rincón, Puerto Rico, Rincón Beer Company will feature handcrafted brews made in-house, in addition to beer from Puerto Rico's microbreweries. We're located on the Rincón public plaza, across the street from the gazebo, next door to Brothers Pizza. We're currently working on permits and remodeling and hope to open in Fall 2013.","http://rinconbeerco.com/","2013","N","https://s3.amazonaws.com/brewerydbapi/brewery/CAlXH2/upload_Bm79hl-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/CAlXH2/upload_Bm79hl-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/CAlXH2/upload_Bm79hl-large.png","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","15 Calle Muñoz Rivera,","Rincon","Puerto Rico","00677","+1 787-407-0121","","18.3069824","-67.2341377","Y","N","N","Y","micro","Micro Brewery","US","2013","United States","USA","","","",""
"KZHVw2","Ringwood Brewery","We take two things seriously  at Ringwood Brewery:  our beer and leisure time...    Along with creating quality craft ales, we are also relaxation enthusiasts.    Our motto is “Visit the Winding Downs” - a place to enjoy some quality time with friends.","http://www.ringwoodbrewery.co.uk/","1978","N","https://s3.amazonaws.com/brewerydbapi/brewery/To2bZ1/upload_USEByY-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/To2bZ1/upload_USEByY-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/To2bZ1/upload_USEByY-large.png","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","138 Christchurch Rd.","Ringwood","Hants","BH24 3AP","+44 1425 470303","Mon - Sat: 9:30 am - 5:00 pm","50.8408222","-1.7869858","Y","N","N","Y","micro","Micro Brewery","GB","1978","United Kingdom","GBR","826","","",""
"NYOvdO","Rinkuškių Alaus Darykla","Brewery Rinkuškiai was established in the year 1991 in Biržai region known as Beer Country in Lithuania. The owners of the brewery – Rimantas ?ygas, Petras Kalkys and Sigitas Kalkys are proud of a strong company that has been constantly growing in the market. The brewery stands No5 in the market right after 4 largest breweries in Lithuania and holds 4 percent of the market share.    Rinkuškiai offers a wide assortment of beer – from light lager to strong stout beer. The brewery puts great emphasis on beer quality that is strictly monitored everyday. Rinkuškiai offers its customers several new brands of beer each year. The company sells beer in usual 0,5 liter glass and in 0,5 liter, 1 liter, 1.5 liter, 2 liter plastic (PET) bottles that are most convenient when traveling and at social events.    Brewery Rinkuškiai has been investing in innovations – the company has the most modern brewering equipment, new buildings were built and renovations made only a year ago. The company plans to implement ISO-9001 standard system and to extend beer export to United States, Germany, Latvia, Greece and the Scandinavian countries.    Rinkuškiai beer quality is the result of old traditions of Beer Country, experience of the past generations, and innovations of the modern days. That makes Rinkuškiai beer one of the most exclusive in Lithuania.","http://www.rinkuskiai.lt/","1991","N","","","","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","Alyvų g. 8, Biržų k.","41180 Birž? r.","","","+370 450 3 52 93","","","","Y","N","N","Y","micro","Micro Brewery","LT","1991","Lithuania","LTU","440","","",""
"kTRptV","Rinn Duin Brewing","Formerly Blackthorn, Rinn Duin Brewing is crafting characteristically traditional, yet distincive English, Irish and Scottish Ales in the heart of the Jersey Shore.","http://rinnduinbrewing.com/","2012","N","https://s3.amazonaws.com/brewerydbapi/brewery/T90yOZ/upload_wv1OAv-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/T90yOZ/upload_wv1OAv-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/T90yOZ/upload_wv1OAv-large.png","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","1540 Route 37 W","Tom's River","New Jersey","08755","732-539-3025","","39.988752","-74.263236","Y","N","N","Y","micro","Micro Brewery","US","2012","United States","USA","","","",""
"zs7jmp","Rio Grande Brewing Company","Rio Grande Brewery and Sierra Blanca Brewery - one brewery - two great brands!    Located just outside Albuquerque, in Moriarty NM, our craft beer is brewed in the wild west and is out of this world! We are excited about our craft and excited to offer fellow beer enthusiasts the best in locally made flavors","http://www.sierrablancabrewery.com/","","N","https://s3.amazonaws.com/brewerydbapi/brewery/2AmA3b/upload_5t0jqo-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/2AmA3b/upload_5t0jqo-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/2AmA3b/upload_5t0jqo-large.png","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","1016 Industrial Loop","Moriarty","New Mexico","87035","505-832-2337","Mon - Thu:	11:00 am	-	5:00 pm  Fri:	11:00 am	-	8:00 pm  Sat:	11:00 am	-	5:00 pm","35.000889","-106.023887","Y","N","N","Y","micro","Micro Brewery","US","","United States","USA","","","",""
"cBqXwG","Rio Salado Brewing","","","","N","","","","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","","Tempe","Arizona","","","","33.4255104","-111.9400054","Y","N","Y","Y","micro","Micro Brewery","US","","United States","USA","","","",""
"E4N6Kl","Rip Current Brewing","We believe Rip Current is the right name for our brewery as it reflects our vision for the brewery being a strong force that goes against the conventional beer style flow so as to change the entire beer landscape. We plan to brew uncompromising, assertive flavored ales and lagers bringing maximum variety to the southern California beer community.    At Rip Current Brewing, we plan to listen closely our customer’s preferences and use this to drive the wide variety of beer available at our tasting room and keg accounts. We will challenge drinkers’ pallets to enjoy new flavor experiences while not losing sight of what beers people demand on an ongoing basis. Our tap room will feature a rotating selection of seasonal and experimental styles complementing San Diego favorites like the IPA, Imperial IPA and hoppy amber. Rip Current will lever our extensive recipe library of award winning beers to maximize our customer’s enjoyment.","http://ripcurrentbrewing.com/","2011","N","https://s3.amazonaws.com/brewerydbapi/brewery/u2ExM0/upload_tNsygd-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/u2ExM0/upload_tNsygd-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/u2ExM0/upload_tNsygd-large.png","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","1325 Grand Ave","San Marcos","California","92078","(760) 481-3141","","33.1429833","-117.1925366","Y","N","N","Y","micro","Micro Brewery","US","2011","United States","USA","","Suite 100","",""
"EVZM5h","Rising Tide Brewing Company","Rising Tide is one of Maine's newest and smallest breweries! We craft our beers by hand, 90 gallons at a time and we're pleased to be shipping ATLANTIS—our hoppy black ale with a whisper of smoke, DAYMARK—our pale ale with local rye, ISHMAEL—our rich copper ale and URSA MINOR—our unique wheat stout, to bars, restaurants, and beverage retailers throughout southern Maine.","http://www.risingtidebrewing.com","2010","N","https://s3.amazonaws.com/brewerydbapi/brewery/AaxkVm/upload_Q2oKVC-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/AaxkVm/upload_Q2oKVC-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/AaxkVm/upload_Q2oKVC-large.png","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","103 Fox Street","Portland","Maine","04101","(207) 370-2337","Tue: 4:00 pm - 7:00 pm  Thu: 4:00 pm - 7:00 pm  Fri - Sat: 12:00 pm - 5:00 pm","43.665445","-70.256734","Y","N","N","Y","micro","Micro Brewery","US","2010","United States","USA","","","",""
"qpIAF8","Ritual Brewing Co.","Fresh and Flavorful Craft Beer in Redlands, California.","http://ritualbrewing.com/","2012","N","https://s3.amazonaws.com/brewerydbapi/brewery/mugYfD/upload_vqS4OV-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/mugYfD/upload_vqS4OV-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/mugYfD/upload_vqS4OV-large.png","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","1315 Research Drive","Redlands","California","92374","909-478-7800","","34.070768","-117.2373","Y","N","N","Y","micro","Micro Brewery","US","2012","United States","USA","","","",""
"T90yOZ","River Bend Brewing","","","","N","","","","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","","Ketchum","Idaho","","208-788-8087","","43.62379","-114.345009","Y","N","N","Y","micro","Micro Brewery","US","","United States","USA","","PO Box 3791","",""
"VU32kH","River City Brewing","Making quality beer is always job number one. Everything else comes after that.","http://rivercityred.blogspot.com","2012","N","https://s3.amazonaws.com/brewerydbapi/brewery/joAfVO/upload_1GFiDo-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/joAfVO/upload_1GFiDo-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/joAfVO/upload_1GFiDo-large.png","verified","Verified","2012-01-03 02:41:33","2014-10-01 10:54:26","121 S Cedar St","Spokane","Washington","99201","(509) 413-2388","","47.655812","-117.43206","Y","N","N","Y","micro","Micro Brewery","US","2012","United States","USA","","","",""
"5SjmY0","River City Brewing Co","River City Brewing Co. Is located in the heart of the Old Town district of downtown Wichita, and opened its doors in 1993. Since then, we've strived to push the envelope in brewing styles and seasonal offerings for your enjoyment. We offer 5 flagship beers, and 11 rotating seasonal offerings. We have a full bar and awesome menu, as well as live entertainment on Fridays and Saturdays. Come check us out and see what's brewing in Kansas! Cheers!","http://rivercitybrewingco.com/","","N","","","","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","150 N Mosley St","Wichita","Kansas","67202","316-263-2739","","37.6874309","-97.327228","Y","N","N","Y","brewpub","Brewpub","US","","United States","USA","","","",""
"hmSahR","River City Brewing Company","The River City Brewing Company in Sacramento, California is a fusion of brewing expertise, culinary artistry, experienced & friendly staff and relaxing yet vibrant ambiance.    The beers brewed here are traditional and innovated. With over 22 different ales and lagers brewed throughout the year, you are assured of a great selection and a satisfied palate. Visit our ""Beer Offerings"" page to view the current quiver of ales and lagers.    The California cuisine at RCBC is extraordinary, but don't take our word for it, we will let you make up your own mind after you try our signature Eggplant Napoleon appetizer or the Asiago Garlic Crusted Chicken or any of our Wood Fired Pizzas!    The open and spacious architecture with 20' ceilings creates a lively and fun atmosphere, or you can enjoy a more quiet tone in our banquet room that seats up to 50 people. If you want to, you can perch your party on our mezzanine (holds up to 25 people) for a view of the whole restaurant.","http://rivercitybrewing.net/","","N","https://s3.amazonaws.com/brewerydbapi/brewery/GHmRgx/upload_GG7fZO-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/GHmRgx/upload_GG7fZO-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/GHmRgx/upload_GG7fZO-large.png","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","545 Downtown Plaza","Sacramento","California","95814","916-447-2750","Mon - Thurs: 11:30 am - 9:30 pm  Fri - Sat: 11:30 am - 10:30 pm  Sun: 11:30 am - 8:30 pm","38.5803093","-121.501535","Y","N","N","Y","micro","Micro Brewery","US","","United States","USA","","","",""
"u9dQoT","River Dog Brewing Company","Founded in 2012 by the Gray Family, River Dog Brewing has managed to make a splash in the rising tide of the Southern craft beer scene. Under the direction of Brewmaster Dan Baker, we’ve created an exceptional menu of beers, from Belgian ales to sours to one of the largest barrel aging programs in the South.  When you visit the South Carolina Lowcountry, you know that it’s more than just a place. It’s a way of life. Incredible people. Amazing food. Exceptional beer – brewed in Bluffton.","http://www.riverdogbrewing.com/","2012","N","https://s3.amazonaws.com/brewerydbapi/brewery/CRE5z9/upload_xWeexR-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/CRE5z9/upload_xWeexR-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/CRE5z9/upload_xWeexR-large.png","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","591 Browns Cove Road N.,","Ridgeland","South Carolina","29936","(843) 3219556","","32.3192116","-80.9380078","Y","Y","N","Y","micro","Micro Brewery","US","","United States","USA","","","",""
"K6BOqs","River Horse Brewing Company","You don't have to be in a dead end job to feel like you aren't going anywhere.  That's the way we felt before River Horse.  We were finance geeks living in a world without soul.  Grinding it out everyday for a fee, wearing suits and kissing butt.    Then this brewery chose us...she forced us to ask ourselves, ""Is this desk job really how I pictured my life?""  We answered that questions by taking over River Horse in 2007 and have not looked back.  We may not end up as the greatest success story on earth, but at least we had the balls to try.  Sometimes, for better or worse, your dreams get the best of you.    Just remember, it's a big world out there and cubicles don't have doors, so you can walk out anytime.  Come see us when you can.  We are located in Lambertville, NJ on the banks of the Delaware.  Thanks for supporting the cause.  Hope you enjoy the beer...","http://www.riverhorse.com/","1996","N","https://s3.amazonaws.com/brewerydbapi/brewery/sYdp0k/upload_BveuCt-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/sYdp0k/upload_BveuCt-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/sYdp0k/upload_BveuCt-large.png","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","2 Graphics Drive","Ewing","New Jersey","08628","609-883-0890","Friday through Sunday, 12-5","40.2763769","-74.796004","Y","N","N","Y","micro","Micro Brewery","US","1996","United States","USA","","","",""
"B3LpJB","River House BrewPub","Located along the banks of the beautiful Susquehanna River just across the river from Lewisburg, PA. Stop by and relax with a pint of one of our award-winning local brews and a plate full of delectable authentic Italian cuisine.","http://riverhousebrewpub.com/","","N","","","","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","2890 Rte 405","Milton","Pennsylvania","17847","570-523-1900","Wed - Thu: 4:00 pm	-	10:00 pm  Fri:	4:00 pm	-	11:00 pm  Sat:	11:00 am	-	11:00 pm  Sun:	11:00 am	-	9:00 pm","40.971615","-76.87704","Y","N","N","Y","brewpub","Brewpub","US","","United States","USA","","","",""
"9pFgAc","River North Brewery","River North Brewery is located just north of downtown Denver at 24th and Blake St in the ballpark neighborhood, at the southern tip of the up-and-coming River North Art District (RiNO for short). We focus on brewing Belgian-style ales and American style ales with a Belgian twist, but the truth of it is that we just brew the kind of beer we like to drink!    The brewery was founded by Matt Hess (with a lot of help from his wife Jess). Matt is a former engineer who now spends his time engineering the latest recipes for River North.","http://www.rivernorthbrewery.com/","2012","N","https://s3.amazonaws.com/brewerydbapi/brewery/pHs1Yo/upload_QDk9Ib-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/pHs1Yo/upload_QDk9Ib-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/pHs1Yo/upload_QDk9Ib-large.png","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","2401 Blake St #1","Denver","Colorado","80205","303.296.2617","Mon/Tues   3-9pm  Wed/Thurs   3-9pm  Friday   3-10pm  Saturday    1-10pm  Sunday    1-7pm","39.7582191","-104.9895008","Y","N","N","Y","micro","Micro Brewery","US","2012","United States","USA","","","",""
"iChGwx","River Rat Brewery","Quality crafted beer for good hard working people. Don't float alone, bring a River Rat to the party...Mission subjected to change at any bend in the river...","http://riverratbrewery.com/","2013","N","https://s3.amazonaws.com/brewerydbapi/brewery/iOcn2F/upload_MPdD6g-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/iOcn2F/upload_MPdD6g-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/iOcn2F/upload_MPdD6g-large.png","verified","Verified","2012-01-03 02:41:33","2014-09-29 18:06:01","1231 Shop Road","Columbia","South Carolina","29201","(803) 724-5712","","33.972668","-81.011089","Y","N","N","Y","micro","Micro Brewery","US","","United States","USA","","","",""
"S1pVxl","River Time Brewing","Welcome to River Time Brewing!     We are a small-batch brewery located in wonderful Darrington, WA on the bank of the majestic Sauk river.    Our objective is to provide a family-friendly atmosphere with fantastic beers, complementing the wonderful outdoor lifestyle that is Darrington and our Baker National Forest.","http://rivertimebrewing.com","","N","https://s3.amazonaws.com/brewerydbapi/brewery/Fihviq/upload_kzhhUt-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/Fihviq/upload_kzhhUt-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/Fihviq/upload_kzhhUt-large.png","verified","Verified","2012-01-03 02:41:33","2014-10-01 13:53:37","25909 Clear Creek Rd","Darrington","WA","98241","267-483-7411","The River Time brewery is open Saturday and Sunday from 12:00-Whenever. If you see us there and the Open sign isn't up, stop by and we'll be happy to serve you a tasty beer!    If you are planning on staying a while, bring some food. We are happy to fire up a grill for you!","48.2329888","-121.5889587","Y","N","N","Y","micro","Micro Brewery","US","","United States","USA","","","",""
"wPuD0J","River Valley Brewing Co.","","http://www.rivervalleybrewing.com/","","N","https://s3.amazonaws.com/brewerydbapi/brewery/GBZnGx/upload_NYiVX2-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/GBZnGx/upload_NYiVX2-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/GBZnGx/upload_NYiVX2-large.png","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","","Fort Smith","Arkansas","","816-792-2399","","35.3846","-94.421299","Y","N","N","Y","micro","Micro Brewery","US","","United States","USA","","","",""
"Yjd19k","River West Brewing","","","","N","","","","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","","Chicago","Illinois","","","","41.88415","-87.632409","Y","N","N","Y","micro","Micro Brewery","US","","United States","USA","","","",""
"mpfjHg","River's Edge Brewing Co.","River's Edge is Milford, Michigan's, microbrewery and gathering place! We're located in a distinctive building on the Huron River and across from downtown's Central Park. We'll be providing several delicious craft beers on tap, as well as cask-conditioned ales, and a selection of our house-made wine! Come on in and pull up a chair at our bar or a seat on our patio overlooking the park and river. We're looking forward to seeing you!","http://riversedgebrew.com/","2014","N","https://s3.amazonaws.com/brewerydbapi/brewery/3nRNeV/upload_eOjsco-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/3nRNeV/upload_eOjsco-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/3nRNeV/upload_eOjsco-large.png","verified","Verified","2012-01-03 02:41:33","2014-08-22 00:55:02","125 South Main Street","Milford","Michigan","48381","(248) 685-1625","","42.586228","-83.599907","Y","N","N","Y","micro","Micro Brewery","US","2014","United States","USA","","","",""
"nN4dSc","Riverport Brewing Company","Riverport Brewing Company will put the flavor back in your beer. Even though your first experience with beer probably wasn't as pleasurable as the hype made it sound—you persevered and learned to enjoy it anyway. The American beer industry has spent years and countless dollars on advertising trying to persuade us how our beer should taste. Now we invite you to find out what beer was meant to taste like. Using only the finest grains, hops, and water we are sure that once you’ve tasted our fresh craft beer you’ll discover beer all over again!    Riverport Brewing Company is nestled beneath the grain-rich rolling hills of the Palouse in Clarkston, Washington, near the confluence of Idaho's Clearwater River and the mighty Snake River.","http://www.riverportbrewing.com/","2008","N","https://s3.amazonaws.com/brewerydbapi/brewery/kgZB1G/upload_r6W0ZT-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/kgZB1G/upload_r6W0ZT-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/kgZB1G/upload_r6W0ZT-large.png","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","150 9th Street","Clarkston","Washington","99403","509-758-8889","","46.4249427","-117.0495173","Y","N","N","Y","brewpub","Brewpub","US","","United States","USA","","","",""
"PgnRc3","Rivers Effortless Dining","(No longer brewing)","","","N","","","","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","","Salt Lake City","Utah","84121","1-801-733-6600","","40.617165","-111.709549","Y","N","N","Y","micro","Micro Brewery","US","","United States","USA","","","",""
"20WFlU","Riverside Brewery & Restaurant","","","","N","","","","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","255 S Main St","West Bend","Wisconsin","53095","262-334-2739","","43.4214873","-88.1811348","Y","N","N","Y","brewpub","Brewpub","US","","United States","USA","","","",""
"biygO9","Riverside Brewing Company","Riverside Brewing Company is a craft brewery based in Western Sydney, Australia. At Riverside Brewing we are dedicated to brewing pure, natural, hand-crafted beers that are bursting with flavour and aroma whilst being free of additives and preservatives. Quality, not quantity, is what we strive for. Put simply, we brew beer that that our locals, craft beer drinkers and ourselves would find a pleasure to drink. All of Riverside's beers are brewed on-site in our brewhouse in Parramatta and are bottle conditioned and unfiltered to ensure the freshest beer possible.","http://www.riversidebrewing.com.au","","N","https://s3.amazonaws.com/brewerydbapi/brewery/EEd0cs/upload_DEVpxk-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/EEd0cs/upload_DEVpxk-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/EEd0cs/upload_DEVpxk-large.png","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","2 North Rocks Road","Parramatta","New South Wales","2151","+61 2 9890 7007","Fri: 2:00 pm - 6:00 pm  Sat: 10:00 am - 2:00 pm","-33.7928962","151.0005549","Y","N","N","Y","micro","Micro Brewery","AU","2011","Australia","AUS","36","","",""
