"id","name","description","website","established","isOrganic","images__icon","images__medium","images__large","status","statusDisplay","createDate","updateDate","streetAddress","locality","region","postalCode","phone","latitude","longitude","isPrimary","inPlanning","isClosed","openToPublic","locationType","locationTypeDisplay","countryIsoCode","yearOpened","displayName","isoThree","numberCode","hoursOfOperation","extendedAddress","mailingListUrl","yearClosed"
"eXqBnO","Golden Gate Park Brewery","","","","N","","","","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","","San Francisco","California","","","37.7749295","-122.4194155","Y","N","Y","Y","micro","Micro Brewery","US","","United States","USA","","","","",""
"GrYzwp","Golden Hills Brewing Company","We don’t think there’s another beer like this in the market place,” says Duenwald. “Our beers don’t fit any category.”    “Standard brewing philosophy is if you make a beer with a lot of body, it ends sweet,” says Brown. “And if you make a beer that’s crisp, you can’t get body. I came up with a process that allows me to get a rather large amount of body, equivalent to the body of an IPA, but with the finish of a light beer.”    “We’re bringing beer to the market that ale drinkers will enjoy, because they’re going to be different and flavorful, and we’ll grab some of the mainstream drinkers. Take my son,” Duenwald says. “He’s in his 30s, living in Seattle. He’ll start the night out drinking a Mac & Jack’s or a Mirror Pond. He might even have two of them. But when they’re having one of their all-night fun sessions, they’ll switch to drinking Bud Light. We make a beer that has the flavor but you can drink it all night.”","http://www.goldenhillsbrewing.com/","1990","N","https://s3.amazonaws.com/brewerydbapi/brewery/yhMoEc/upload_PUfNXt-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/yhMoEc/upload_PUfNXt-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/yhMoEc/upload_PUfNXt-large.png","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","PO Box 457","Reardan","Washington","99029","509-244-2536","47.673457","-117.880845","Y","N","N","Y","micro","Micro Brewery","US","1990","United States","USA","","","","",""
"nVevxY","Golden Mongoose","Golden Mongoose offers unique high quality beer and alcoholic beverages. We strive to give our customers upscale products featuring a distinct and flavorful taste.","http://goldenmongoose.com/","","N","https://s3.amazonaws.com/brewerydbapi/brewery/nVevxY/upload_13QEN1-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/nVevxY/upload_13QEN1-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/nVevxY/upload_13QEN1-large.png","verified","Verified","2012-09-27 13:32:05","2012-09-27 13:32:06","","","","","","","","","","","","","","","","","","","","","",""
"tBHo6G","Golden Pacific Brewing","","","","N","","","","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","","Berkeley","California","","","37.869885","-122.270539","Y","N","N","Y","micro","Micro Brewery","US","","United States","USA","","","","",""
"VV0cFh","Golden Prairie Brewing","","","","N","","","","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","2536 North Elston Avenue","Chicago","Illinois","60647","1-773-862-0106","41.927312","-87.6807986","Y","N","Y","Y","micro","Micro Brewery","US","","United States","USA","","","","",""
"7ojQP8","Golden Road Brewing","Golden Road is a brewery located in Los Angeles, California.  Founders Tony Yanow and Meg Gill share a vision to bring fresh beer to locals, bolstering the greater LA craft community.  Located off of the 5 freeway, north of downtown, our pub is open daily, offering great food and a wide variety of our latest brews.","http://www.goldenroad.la/","2011","N","https://s3.amazonaws.com/brewerydbapi/brewery/6RZC0v/upload_mvdNTD-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/6RZC0v/upload_mvdNTD-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/6RZC0v/upload_mvdNTD-large.png","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","5430 San Fernando Rd West","Los Angeles","California","90039","213-373-4677","34.151498","-118.275116","N","N","N","Y","micro","Micro Brewery","US","2011","United States","USA","","","","",""
"cfQRm8","Pub","","http://goldenroad.la/place/#/pub","","","","","","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","5410 San Fernando Rd West","Los Angeles","California","90039","213-373-4677","34.151109","-118.274937","Y","N","N","Y","restaurant","Restaurant/Ale House","US","2011","United States","USA","","Monday - Sunday: 11AM-11PM","","",""
"k8SEYZ","Golden State Brewing Co.","","","","N","","","","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","694 Peralta Ave","San Francisco","California","94110","","37.741461","-122.409038","Y","N","N","Y","micro","Micro Brewery","US","","United States","USA","","","","",""
"Gi17wT","Golden Ticket Brewing","Golden Ticket Brewing were Nathan Crabbe and Ally McGilvray. In the winter of 2009 they decided to enter the New Zealand brewing world with a desire to brew the best and most seasonally appropriate beers they could manage. Brewing with the team at Invercargill Brewery their debut beer is expected in New Zealands best bars and pubs in the Spring of 2009. After Nathan moved on to new pastures Ally decided to keep the dream alive and continued brewing as Golden Ticket Brewing.","http://www.goldenticketbrewing.co.nz/","2009","N","https://s3.amazonaws.com/brewerydbapi/brewery/Cd9c4R/upload_cWFRvn-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/Cd9c4R/upload_cWFRvn-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/Cd9c4R/upload_cWFRvn-large.png","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","","Christchurch","","","","-43.5320544","172.6362254","Y","N","N","Y","micro","Micro Brewery","NZ","2009","New Zealand","NZL","554","","","",""
"MSB2i0","Golden Valley Brewery","Best Brew Pub in the Heart of Wine Country!    Since we started in 1993, we've followed a fresh, local, made-in-house cuisine program at Golden Valley.    We've always had our own kitchen garden supplying the restaurant, and sourced fresh vegetables, fruits, meat, fish and poultry from local producers whenever possible.    Our chef Greg Meixner orchestrates the procurement of fresh, healthy, great tasting foods for you and your family.    Everyone knows the rich, fresh and natural taste of our beef but few realize how we do it.    Since 2003, GVB owners Peter & Celia Kircher have also owned and operated the Angus Springs Ranch on 76 acres of rolling spring fed pastures outside McMinnville.    Golden Valley Brewery grain makes ideal feed for our select Black Angus herd because it contains twice the protein and fiber of regular feed.     Our Angus are raised on an all natural program of spring fed pastures and premium rations for up to 12 months and then dry aged for 21 days insuring beef of exceptional quality and tenderness.    No hormones, antibiotic feeds, or animal by products are used in the production of our beef.     Our goal is to produce the finest all natural beef in the Northwest!","http://www.goldenvalleybrewery.com/","1993","N","https://s3.amazonaws.com/brewerydbapi/brewery/vm4OsK/upload_gRUPMU-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/vm4OsK/upload_gRUPMU-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/vm4OsK/upload_gRUPMU-large.png","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","980 Northeast 4th Street","McMinnville","Oregon","97128","503-472-2739","45.21039","-123.189017","Y","N","N","Y","micro","Micro Brewery","US","1993","United States","USA","","Mon - Thu: 11:00 am - 10:00 pm  Fri - Sat: 11:00 am - 11:00 pm  Sun: 11:00 am - 9:00 pm","","",""
"yBdVqr","Beaverton","","http://goldenvalleybrewery.com","","","","","","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","1520 NW Bethany BLVD","Beaverton","Oregon","97006","503-972-1599","45.530156","-122.842835","N","N","N","Y","micro","Micro Brewery","US","2012","United States","USA","","Monday 11:00 am – 10:00 pm  Tuesday 11:00 am – 10:00 pm  Wednesday 11:00 am – 11:00 pm  Thursday 11:00 am – 10:00 pm  Friday 11:00 am – 11:00 pm  Saturday 11:00 am – 11:00 pm  Sunday 11:00 am – 9:00 pm","","",""
"afcEIP","Goldenrod Brewing Company","","","","N","","","","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","","Bellevue","Nebraska","","","41.1586111","-95.9341667","Y","Y","N","Y","micro","Micro Brewery","US","","United States","USA","","","","",""
"FTuynu","Goldspot Brewing Company","Goldspot Brewing is in the Berkeley neighborhood, about a block from Regis University.  Named for the gold spot that symbolizes the sun on both the city and state flags, Goldspot features several core beers made on a seven-barrel system, including an IPA, an imperial oatmeal stout and a wheat beer, along with rotating seasonals.","http://goldspotbrewing.com/","2014","N","https://s3.amazonaws.com/brewerydbapi/brewery/FfqUtC/upload_9Qt5X9-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/FfqUtC/upload_9Qt5X9-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/FfqUtC/upload_9Qt5X9-large.png","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","4970 Lowell Blvd","Denver","Colorado","80221","(303) 350-0287","39.786894","-105.0343153","Y","Y","N","Y","micro","Micro Brewery","US","2014","United States","USA","","Thu: 4:00 pm - 10:00 pm  Fri: 3:00 pm - 10:00 pm  Sat-Sun: noon - 10:00 pm","","",""
"TNK8Yn","Gonzo's Biggdogg Brewing","","http://www.gonzosbiggdoggbrewing.com","","N","","","","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","140 S Westnedge Ave","Kalamazoo","Michigan","49007","(269) 382-2739","42.2911457","-85.5897423","Y","N","N","Y","micro","Micro Brewery","US","","United States","USA","","Mon - Fri: 3:00 pm - 1:00 am  Sat: 11:00 am - 1:00 am  Sun: 12:00 pm - 11:00 pm","","",""
"yltqrR","Good Fences Craft Beer","Good Fences Craft Beer is a Brewery in planning in Chattanooga, Tennessee. Good Fences will bring award-winning, complex, flavorful beers to Chattanooga.    Brewery is In Planning","http://www.goodfencescraftbeer.com/","2011","N","https://s3.amazonaws.com/brewerydbapi/brewery/AiMDyF/upload_WGjSdh-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/AiMDyF/upload_WGjSdh-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/AiMDyF/upload_WGjSdh-large.png","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","","Chattanooga","Tennessee","","423-454-9685","35.04644","-85.309464","Y","N","N","Y","micro","Micro Brewery","US","2011","United States","USA","","","","",""
"jG3j2h","Good Hops Brewing LLC","Good Hops Brewing LLC is a sister brewery to our our son's Lookout Brewing in Black Mountain, NC.  Our mission is to offer fresh local beer to the coastal Wilmington area. We maintain 8 taps for tasting in our taproom and distribute to local bars and restaurants.  We produce session ales.  We will continually offer new beers.  We strive to transform all new craft beer seekers into believers of how beer can dare to be different and still remain  pleasing in taste.","https://www.goodhopsbrewing.com","2014","N","https://s3.amazonaws.com/brewerydbapi/brewery/PDva3w/upload_P10x50-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/PDva3w/upload_P10x50-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/PDva3w/upload_P10x50-large.png","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","811 Harper Avenue","Carolina Beach","North Carolina","28428","(706) 713-1594","34.041266","-77.904635","Y","Y","N","Y","micro","Micro Brewery","US","","United States","USA","","","","",""
"b5cf0s","Good Libations Brewing Co","","http://www.goodlibationsbrewing.com/","","N","","","","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","","Austin","Texas","78766","512-484-8962","30.267605","-97.742984","Y","N","N","Y","micro","Micro Brewery","US","","United States","USA","","","PO Box 9391","",""
"DPLTAJ","Good Nature Brewing, Inc.","GNB is a startup nanobrewery located in Hamilton, NY. We handcraft fine-quality ales made from local hops and other fresh ingredients. Check out our website and our Brew Blog! www.goodnaturebrewing.com","http://www.goodnaturebrewing.com/","2010","N","https://s3.amazonaws.com/brewerydbapi/brewery/rRw9Ke/upload_Wghx2v-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/rRw9Ke/upload_Wghx2v-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/rRw9Ke/upload_Wghx2v-large.png","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","37 Milford Street","Hamilton","New York","13346","315-825-1609","42.8237499","-75.550241","Y","N","N","Y","micro","Micro Brewery","US","2010","United States","USA","","","","",""
"pj4HJk","Good People Brewing Company","Like most real brewers, Good People started out with humble beginnings and no intention of ever starting a business. A labor of love in which long brew days in the garage, bad equipment, curious dogs (we still blame them for a bad batch or two) and hanging out with friends became commonplace. Once it took root, this hobby turned into a passion (along with some really solid beers).    We took our wares to football games, parties, and cookouts. Before too long, folks began requesting our beer. It’s pretty fun to have someone you don’t even know walk right smack dab up to you and tell you how much they like your beer. We didn’t set out to start a business, the business just found us.     “Once in a while you get shown the light in the strangest of places if you look at it right” Robert Hunter    We wanted to brew our beer and create something that would make our families, friends, community, and ourselves proud in what we were doing. We wanted to give back and help support those that helped support us.  We wanted to represent the unique qualities of the South that make us proud to be southerners.     Good People Brewing Company seemed like the perfect fit.  Good People describes the kind, humble, concerned, and respected folks all throughout the South, no matter if your speaking singularly or plurally. That is what we strive for here at Good People Brewing Company….to be good people.     In September of 2007, we acquired our equipment and started getting our brewery put together. It was a long, frustrating, and tiring process….but it was flat worth every bit of it all.    So if you are looking for something made in small batches with high quality ingredients and pride, please give us a shot.    The Brewery  We brew on a two kettle, combi-tank and brew kettle, 20 bbl system manufactured by New World Systems. New World is now Premier Stainless and Rob and Alan are two of the best in the business.    We have three 20 bbl fermenters and one 20 bbl bright tank.","http://www.goodpeoplebrewing.com/","2007","N","https://s3.amazonaws.com/brewerydbapi/brewery/fib7Lb/upload_l7sTg1-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/fib7Lb/upload_l7sTg1-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/fib7Lb/upload_l7sTg1-large.png","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","114 14th Street South","Birmingham","Alabama","35223","","33.50713","-86.811894","Y","N","N","Y","micro","Micro Brewery","US","2007","United States","USA","","Taproom Hours  Wednesday: 3pm - 8pm  Thursday: 3pm - 8pm  Friday: 3pm - 8pm  Saturday: 1pm - 4pm","","",""
"NDPKIS","Good Vibes Brew","Good Vibes Brew is a local micro brewery locally owned and operated in Carolina Beach, North Carolina.","http://www.goodvibesbrew.com/","2010","N","https://s3.amazonaws.com/brewerydbapi/brewery/H7XluE/upload_Gy6yMW-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/H7XluE/upload_Gy6yMW-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/H7XluE/upload_Gy6yMW-large.png","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","116-E South Kerr Avenue","Wilmington","North Carolina","28403","(910) 274-2258","34.238986","-77.889217","Y","Y","N","N","micro","Micro Brewery","US","2010","United States","USA","","","","",""
"B1gDW0","GoodLife Brewing","Located on Bend's Westside. We take our name from the lifestyle that most Bend-ites live. With tons of recreation, sprinkled with hard work and friends make living in Bend truly the GoodLife. The 30 Barrel Brewhouse and fermentation area are the focal point of the huge viewing windows looking out from within the Bier Hall (our Tasting Room) where you can grab a pint of not only our delicious brew but some of our favorite breweries as well. With 5-7 rotating guest taps you’re sure to find a brew to make your GoodLife. Hope to see you for a pint soon ~ Cheers","http://goodlifebrewing.com/","2010","N","https://s3.amazonaws.com/brewerydbapi/brewery/qncYRx/upload_2KnWXb-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/qncYRx/upload_2KnWXb-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/qncYRx/upload_2KnWXb-large.png","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","70 SW Century Drive","Bend","Oregon","97702","541-728-0749","44.0506115","-121.3306451","Y","N","N","Y","micro","Micro Brewery","US","2010","United States","USA","","Mon-Sun: 11:00am-10:00pm","","",""
"S2n5TB","Goose Island Beer Company","When the first Goose Island Brewpub opened its doors in 1988, domestic, mass-produced beer was deeply ingrained in Midwestern culture. The craft beer industry was still in its infancy, with only a handful of brewpubs in existence in the Midwest. In his travels across Europe, beer-lover John Hall had enjoyed a distinctive local brew in each region he visited. Hall was convinced that Midwesterners could produce beers as good or better than those he’d tasted in his travels. Living on the shore of the largest system of fresh water on the planet Earth, in a city with rapidly evolving tastes – John decided that his hometown, Chicago, would be the ideal place to do just that.    The key to building interest in craft beer, Hall decided, was to allow consumers to watch the brewing process – while providing them with the then-novel experience of enjoying a wide variety of distinctive beers that had been produced on-site. Hall wanted to not only cater to his customers’ tastes, but to challenge them as well. Goose Island’s brewers set to work crafting a diverse selection of unique beers – and on Friday, May 13, 1988 the Goose Island Brewpub was born.    It turned out that John was right; Chicagoans palates evolved rapidly once Goose Island’s Brewpub opened its doors and introduced the city to distinctive craft beer. By 1995, the brewpub had become so popular that John Hall decided to open a larger brewery and bottling plant to keep up with demand. Finding still more room for growth, in 1999 Hall opened a second Goose Island Brewpub just a stone’s throw away from historic Wrigley Field.    Today, Goose Island continues to brew an innovative selection of over 50 craft beers at the brewpub, the best of which are then bottled at our Fulton Street brewery. Goose Island beers are now enjoyed in all 50 states and Europe.","http://www.gooseisland.com/","1995","N","https://s3.amazonaws.com/brewerydbapi/brewery/APW1BC/upload_w0f4W1-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/APW1BC/upload_w0f4W1-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/APW1BC/upload_w0f4W1-large.png","verified","Verified","2012-01-03 02:41:33","2014-09-11 10:33:51","1800 West Fulton Street","Chicago","Illinois","60612","1-800-466-7363","41.887107","-87.6720969","Y","N","N","N","production","Production Facility","US","1995","United States","USA","","","","",""
"D2gG2C","Clybourn","","","","","","","","verified","Verified","2012-01-03 02:41:33","2014-09-11 10:32:55","1800 North Clybourn Avenue","Chicago","Illinois","60614","800-466-7363","41.9137242","-87.65373","N","N","N","Y","brewpub","Brewpub","US","1988","United States","USA","","","","",""
"4MVtcc","Gordash Brewing Company","","http://holymackerelbeers.com/","","N","","","","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","3804 S.W 30th Ave","Fort Lauderdale","Florida","33312","(954) 261-0668","26.074503","-80.180593","Y","N","N","Y","micro","Micro Brewery","US","","United States","USA","","","","",""
"ggEhm3","Gordon Biersch Brewing","In 1997, Gordon Biersch opened a state-of-the-art brewery and bottling facility in San Jose, CA in order to begin bottling and distributing its famed, German-style beers. Today, Gordon Biersch Brewing Company is a brewing industry leader with 22 years of experience and counting. The microbrew trend continues to grow, and the company is actively expanding its distribution nationwide. Since 1998, Gordon Biersch Brewing Company has more than doubled its production, increasing its capacity to 3.1 million gallons of beer annually, making Gordon Biersch Brewing Company the largest brewery in the San Francisco Bay Area.","http://www.gordonbiersch.com/","1997","N","https://s3.amazonaws.com/brewerydbapi/brewery/P2xdU4/upload_x1HEEr-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/P2xdU4/upload_x1HEEr-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/P2xdU4/upload_x1HEEr-large.png","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","357 East Taylor Street","San Jose","California","95112","408-278-1008","37.354139","-121.89286","N","N","N","Y","micro","Micro Brewery","US","1997","United States","USA","","","","",""
"pMP4Bd","Honolulu","","http://www.gordonbiersch.com/locations/honolulu-hi","","","","","","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","1 Aloha Tower Market Place","Honolulu","Hawaii","96813","808-599-4877","21.307403","-157.865151","N","N","N","N","brewpub","Brewpub","US","1997","United States","USA","","","","",""
"X4oP0x","Washington, DC","","http://www.gordonbiersch.com/locations/washington-dc","","","","","","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","900 F Street NW","Washington","District of Columbia","20004","202-783-5454","38.897343","-77.024144","N","N","N","Y","brewpub","Brewpub","US","1997","United States","USA","","Sunday:	11:00 AM to 11:00 PM  Monday:	11:00 AM to 12:00 AM  Tuesday:	11:00 AM to 12:00 AM  Wednesday:	11:00 AM to 12:00 AM  Thursday:	11:00 AM to 12:00 AM  Friday:	11:00 AM to 1:00 AM  Saturday:	11:00 AM to 1:00 AM","","",""
"9OXDAO","McLean, VA","","http://www.gordonbiersch.com/locations/mclean-va","","","","","","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","7861 Tysons Corner Center","McLean","Virginia","22102","703-388-5454","38.919326","-77.22081","N","N","N","Y","brewpub","Brewpub","US","1997","United States","USA","","Sunday:	11:00 AM to 11:00 PM  Monday:	11:00 AM to 11:00 PM  Tuesday:	11:00 AM to 11:00 PM  Wednesday:	11:00 AM to 11:00 PM  Thursday:	11:00 AM to 11:00 PM  Friday:	11:00 AM to 12:00 AM  Saturday:	11:00 AM to 12:00 AM","","",""
"VN8M2W","Dallas","","http://www.gordonbiersch.com/locations/dallas-tx","","","","","","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","8060 Park Ln","Dallas","Texas","75231","214-369-2739","32.871925","-96.767655","N","N","N","Y","brewpub","Brewpub","US","","United States","USA","","Sunday:	11:00 AM to 10:00 PM  Monday:	11:00 AM to 10:00 PM  Tuesday:	11:00 AM to 10:00 PM  Wednesday:	11:00 AM to 10:00 PM  Thursday:	11:00 AM to 10:00 PM  Friday:	11:00 AM to 11:00 PM  Saturday:	11:00 AM to 11:00 PM","Ste 125","",""
"pbC16Z","Palo Alto, CA","","http://www.gordonbiersch.com/locations/palo-alto-ca","","","","","","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","640 Emerson Street","Palo Alto","California","94301","650-323-7723","37.443558","-122.161006","N","N","N","Y","brewpub","Brewpub","US","","United States","USA","","Sunday:	11:30 AM to 11:00 PM  Monday:	11:30 AM to 11:00 PM  Tuesday:	11:30 AM to 11:00 PM  Wednesday:	11:30 AM to 11:00 PM  Thursday:	11:30 AM to 11:00 PM  Friday:	11:30 AM to 1:00 AM  Saturday:	11:30 AM to 1:00 AM","","",""
"RuupG0","Roseville, CA","","http://www.gordonbiersch.com/locations/roseville-ca","","","","","","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","1151 Galleria Blvd.","Roseville","California","95678","916-772-2739","38.77224","-121.265885","N","N","N","Y","brewpub","Brewpub","US","","United States","USA","","Sunday:	11:00 AM to 7:00 PM  Monday:	11:00 AM to 9:00 PM  Tuesday:	11:00 AM to 9:00 PM  Wednesday:	11:00 AM to 9:00 PM  Thursday:	11:00 AM to 9:00 PM  Friday:	11:00 AM to 9:00 PM  Saturday:	11:00 AM to 9:00 PM","Space 9211","",""
"4EddPR","San Jose, CA","","http://www.gordonbiersch.com/locations/san-jose-ca","","","","","","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","33 East San Fernando Street","San Jose","California","95113","408-294-6785","37.334649","-121.888505","N","N","N","Y","brewpub","Brewpub","US","","United States","USA","","Sunday:	11:30 AM to 11:00 PM  Monday:	11:30 AM to 11:00 PM  Tuesday:	11:30 AM to 11:00 PM  Wednesday:	11:30 AM to 11:00 PM  Thursday:	11:30 AM to 12:00 AM  Friday:	11:30 AM to 1:00 AM  Saturday:	11:30 AM to 1:00 AM","","",""
"gYMRYs","San Diego, CA","","http://www.gordonbiersch.com/locations/san-diego-ca","","","","","","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","5010 Mission Center Road","San Diego","California","92108","619-688-1120","32.767155","-117.153457","N","N","N","Y","micro","Micro Brewery","US","","United States","USA","","Sunday:	11:00 AM to 1:00 AM  Monday:	11:00 AM to 1:00 AM  Tuesday:	11:00 AM to 1:00 AM  Wednesday:	11:00 AM to 1:00 AM  Thursday:	11:00 AM to 1:00 AM  Friday:	11:00 AM to 2:00 AM  Saturday:	11:00 AM to 2:00 AM","","",""
"Is5FiJ","Burbank, CA","","http://www.gordonbiersch.com/locations/burbank-ca","","","","","","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","145 S. San Fernando Blvd.","Burbank","California","91502","818-569-5240","34.180513","-118.308255","N","N","N","Y","brewpub","Brewpub","US","","United States","USA","","Sunday:	11:30 AM to 12:00 AM  Monday:	11:30 AM to 12:00 AM  Tuesday:	11:30 AM to 12:00 AM  Wednesday:	11:30 AM to 12:00 AM  Thursday:	11:30 AM to 12:00 AM  Friday:	11:30 AM to 1:00 AM  Saturday:	11:30 AM to 1:00 AM","","",""
"4WI1A1","Washington, DC (Capitol Riverfront)","","","","","","","","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","100 M St SE","Washington","District of Columbia","20003","","38.876484","-77.005244","N","N","N","Y","micro","Micro Brewery","US","","United States","USA","","SUN 11:00 AM to 10:00 PM  MON 11:00 AM to 10:00 PM  TUES 11:00 AM to 11:00 PM  WED 11:00 AM to 11:00 PM  THUR 11:00 AM to 11:00 PM  FRI 11:00 AM to 12:00 AM  SAT 11:00 AM to 12:00 AM","","",""
"pvhpgn","Gilbert","","http://www.gordonbiersch.com/locations/gilbert?action=view","","","","","","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","2218 E Williams Field Road","Gilbert","Arizona","85296","480-722-0883","33.308734","-111.742925","N","N","N","Y","micro","Micro Brewery","US","","United States","USA","","SUN 11:00 AM to 11:00 PM  MON 11:00 AM to 11:00 PM  TUES 11:00 AM to 11:00 PM  WED 11:00 AM to 11:00 PM  THUR 11:00 AM to 12:00 AM  FRI 11:00 AM to 2:00 AM  SAT 11:00 AM to 2:00 AM","Ste 101","",""
"s46LfS","Virginia Beach","","","","","","","","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","4561 Virginia Beach Blvd","Virginia Beach","Virginia","23462","(757) 490-2739","36.843413","-76.1346412","N","N","N","Y","brewpub","Brewpub","US","","United States","USA","","","","",""
"qYLomJ","Rockville","","http://www.gordonbiersch.com/locations/rockville","","","","","","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","200 East Middle Lane","Rockville","Maryland","20850","(301) 340.7159","39.0852708","-77.1507431","N","N","N","Y","micro","Micro Brewery","US","","United States","USA","","","Unit A","",""
"1jZuIf","Syracuse","","http://www.gordonbiersch.com/locations/syracuse","","","","","","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","304 Hiawatha Blvd","Syracuse","New York","13290","(315) 478-0990","43.0682537","-76.1695068","Y","N","N","Y","brewpub","Brewpub","US","2013","United States","USA","","SUN 11:00 AM to 10:00 PM  MON 11:00 AM to 10:00 PM  TUES 11:00 AM to 11:00 PM  WED 11:00 AM to 11:00 PM  THUR 11:00 AM to 11:00 PM  FRI 11:00 AM to 12:00 AM   SAT 11:00 AM to 12:00 AM","West #J-101","",""
"e3IiS6","Buffalo","","http://www.gordonbiersch.com/locations/buffalo","","","","","","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","Store P102 Galleria Drive","Cheektowaga","New York","14225","(716) 683-0050","42.9202891","-78.7589558","N","N","N","Y","brewpub","Brewpub","US","","United States","USA","","SUN 11:00 AM to 10:00 PM  MON 11:00 AM to 11:00 PM  TUES 11:00 AM to 11:00 PM  WED 11:00 AM to 11:00 PM  THUR 11:00 AM to 11:00 PM  FRI 11:00 AM to 11:00 AM  SAT 11:00 AM to 11:00 AM","","",""
"MaHYSE","Myrtle Beach","","http://www.gordonbiersch.com/locations/myrtle-beach?action=view","","","","","","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","3060 Howard Ave","Myrtle Beach","South Carolina","29577","843-839-0249","33.668794","-78.938993","N","N","N","Y","micro","Micro Brewery","US","","United States","USA","","SUN 11:00 AM to 10:00 PM  MON 11:00 AM to 10:00 PM  TUES 11:00 AM to 10:00 PM  WED 11:00 AM to 10:00 PM  THUR 11:00 AM to 10:00 PM  FRI 11:00 AM to 10:00 PM  SAT 11:00 AM to 10:00 PM","","",""
"cqsB6i","Columbus","","http://www.gordonbiersch.com/locations/columbus","","","","","","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","401 N. Front Street","Columbus","Ohio","43215","614-246-2900","39.969785","-83.004396","N","N","N","Y","brewpub","Brewpub","US","","United States","USA","","SUN 11:00 AM to 9:00 PM  MON 11:00 AM to 11:00 PM  TUES 11:00 AM to 11:00 PM  WED 11:00 AM to 11:00 PM  THUR 11:00 AM to 11:00 PM  FRI 11:00 AM to 11:00 PM  SAT 11:00 AM to 11:00 PM","","",""
