"id","name","website","established","isOrganic","status","statusDisplay","createDate","updateDate","streetAddress","locality","region","postalCode","latitude","longitude","isPrimary","inPlanning","isClosed","openToPublic","locationType","locationTypeDisplay","countryIsoCode","displayName","isoThree","numberCode","description","phone","yearOpened","images__icon","images__medium","images__large","hoursOfOperation","extendedAddress","yearClosed","mailingListUrl"
"J6sCdF","Buxtehuder Brauhaus","http://www.buxtehuder-brauhaus.de/","1990","N","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","Kirchenstraße 13","Buxtehude","Lower Saxony","21614","53.47717","9.703119","Y","N","N","Y","brewpub","Brewpub","DE","Germany","DEU","276","","","","","","","","","",""
"C2f1Wo","Buzzards Bay Brewing Inc.","http://www.buzzardsbrew.com/","","N","verified","Verified","2012-01-03 02:41:33","2014-09-26 13:06:34","98 Horseneck Rd","Westport","Massachusetts","02790","41.5713487","-71.0570509","Y","N","N","Y","micro","Micro Brewery","US","United States","USA","","","(508) 636-2288","","","","","","","",""
"C6EUeD","C'ville-ian Brewing Company","https://www.cvilleianbrewingcompany.com/","2013","N","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","705 W. Main St","Charlottesville","Virginia","22903","38.0315129","-78.4899628","Y","Y","N","Y","micro","Micro Brewery","US","United States","USA","","Coming soon! Charlottesville's smallest brewery! CBC is a place where you can relax with a book, or work on that homework you've been procrastinating, with a cold glass of beer. Nightly events will have you stopping in to see what's happening at the CBC. We will have tap rotations with customer input, so you will have a direct contribution to what beers you'll see on the tap! But be warned, we're looking to go bold, while using local and fresh ingredients! So come on down, have a seat, and enjoy a local brew!","(800) 867-5309","","https://s3.amazonaws.com/brewerydbapi/brewery/obsosw/upload_CEK4fg-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/obsosw/upload_CEK4fg-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/obsosw/upload_CEK4fg-large.png","","","",""
"Qg6dpg","C.B. & Potts","http://www.cbpotts.com/","1971","N","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","1650 Dell Range Boulevard","Cheyenne","Wyoming","82001","41.160727","-104.801787","N","N","Y","Y","micro","Micro Brewery","US","United States","USA","","The Ram is a private, independent, family-owned and operated restaurant business. We were born on February 26, 1971 when our founders took their entrepreneurial spirit and experiences they received making pizza and serving beer at Shakey’s Pizza Parlor to open their own restaurant. That first restaurant was called the Ram Pub, which was a “Deluxe Tavern” that served hot food, including cook-your-own burgers and steaks, along with beer and wine.    Since 1971, the Ram’s primary commitment has been to always provide our guests with superior quality food and gracious hospitality. Although Big Horn Brewing Company is now one of the largest brewpub companies in the country, the goal of our brewers continues to be to produce the freshest, most “drinkable” beer of the highest quality.","307-632-8636","1971","https://s3.amazonaws.com/brewerydbapi/brewery/Thbhby/upload_G4mRmi-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/Thbhby/upload_G4mRmi-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/Thbhby/upload_G4mRmi-large.png","","","2013",""
"nTzKAN","Highlands Ranch","http://www.cbpotts.com","","","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","43 W Centennial Blvd","Highlands Ranch","Colorado","80126","39.5626596","-104.988452","N","N","N","Y","brewpub","Brewpub","US","United States","USA","","","720-344-1200","1999","","","","Monday - Thursday | 11am - Midnight  Friday - Saturday | 11am - 1am  Sunday | 11am - 11pm","","",""
"8KgyJw","Denver Tech Center","http://www.cbpotts.com/colorado/denvertech.html","","","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","6575 South Greenwood Plaza Blvd","Englewood","Colorado","80111","39.5973169","-104.8957649","N","N","N","Y","brewpub","Brewpub","US","United States","USA","","","303-770-1982","","","","","Sunday - Thursday | 11am - Midnight  Friday and Saturday | 11am - 2am  Football Season | Open at 10am (Saturday and Sunday)","","",""
"kePmTN","Flatiron","http://www.cbpotts.com/colorado/flatirons.html","","","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","555 Zang Street","Broomfield","Colorado","80020","39.928237","-105.133962","N","N","N","Y","brewpub","Brewpub","US","United States","USA","","","720-887-3383","","","","","Monday - Sunday | 11am - 2am","","",""
"My8aco","Fort Collins Campus West","http://www.cbpotts.com/colorado/fortcollins.html","","","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","1415 West Elizabeth","Fort Collins","Colorado","80521","40.5742005","-105.1024049","N","N","N","Y","brewpub","Brewpub","US","United States","USA","","","970-221-1139","","","","","Monday - Sunday | 11am - 2am","","",""
"zHrOmF","Westminster","http://www.cbpotts.com/colorado/westminster.html","","","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","1257 West 120th Avenue","Westminster","Colorado","80234","39.9149286","-105.0007694","Y","N","N","Y","brewpub","Brewpub","US","United States","USA","","","303-451-5767","","","","","Sunday - Thursday | 11am - Midnight  Friday - Saturday | 11am to 2am   Football Season | Open at 10am","","",""
"bbaCvg","Collindale","http://www.cbpotts.com/colorado/collindale.html","","","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","1441 East Horsetooth Road |","Fort Collins","Colorado","80525","40.5375425","-105.0509252","N","N","N","Y","brewpub","Brewpub","US","United States","USA","","","970-226-0148","","","","","Sunday - Wednesday | 8am to 10pm  Thursday - Saturday | 8am to 12am","","",""
"oMNpgF","C.H. Evans Brewing Company","http://www.evansale.com/","1786","N","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","19 Quackenbush Square","Albany","New York","12207","42.654201","-73.748065","Y","N","N","Y","micro","Micro Brewery","US","United States","USA","","The Evans family was in the commercial brewing business for three generations. The original brewery was built in Hudson, NY in 1786. It continued production until prohibition in 1920. Its award winning ales were well known in the Northeast and were even exported to England and France. Production levels peaked in 1915 when 65,000 barrels of beer were produced at the Hudson Facility.    The brewery bottled its own beer in Hudson at one of the country’s earliest bottling facilities (1889) and later at a plant in New York City. The family also malted much of their own grain in their malt houses at the Hudson facility. Neil Evans revives this rich heritage here at the Albany Pump Station. Surviving C.H. Evans Brewing Company memorabilia is displayed in the new facility, as well as pictures of the pump station as it appeared at the turn of the century.","518-447-9000","1786","https://s3.amazonaws.com/brewerydbapi/brewery/61KVlP/upload_nAkwyi-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/61KVlP/upload_nAkwyi-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/61KVlP/upload_nAkwyi-large.png","","","",""
"vGL6UZ","Spokane","http://www.shenanigansspokane.com/","1980","N","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","332 N Spokane Falls Ct","Spokane","Washington","99201","47.6616799","-117.412189","Y","N","Y","Y","brewpub","Brewpub","US","United States","USA","","Located in the heart of Spokane on the beautiful Centennial Trail overlooking the Spokane River, C.I. Shenanigans in Spokane is a short walk or drive from anywhere downtown. Parking is ample and access through the new convention center parking lot is convenient.    Quick lunch service ensures that a one-hour lunch break leaves plenty of time to return to the office. Many of Shenanigan's guests drive from neighboring Coeur D’Alene, in the great state of Idaho, just to enjoy the picturesque setting.    The lounge at C.I. Shenanigans in Spokane offers one of the most unique casual dining experiences, whether your taste includes the vast dining menu or just a sampling of appetizers. Sporting events shown on six large screen TV's are a favorite of the many out of town hotel guests that continue to return to Shenanigan's during their frequent visits to the Spokane Valley. You will always recognize a familiar face, as the team at Shenanigan's is more of a family than a staff and have been together for years. Shenanigans is fun, casual with upscale appeal.","509-455-6690","1980","https://s3.amazonaws.com/brewerydbapi/brewery/g7dyYe/upload_6LOjH9-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/g7dyYe/upload_6LOjH9-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/g7dyYe/upload_6LOjH9-large.png","","","",""
"0Lhdch","Cabinet Artisanal Brewhouse","http://www.thefarmerscabinet.com/brewhouse/","2012","N","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","652 S. Pickett Street","Alexandria","Virginia","22304","38.804162","-77.132142","Y","Y","Y","Y","macro","Macro Brewery","US","United States","USA","","Cabinet Artisanal Brewhouse is a small, eclectic Urban-Farmhouse brewery located in the Burbs of DC. We specialize in the production of inspired, rustic ales on our 5 bbl brewhouse utilizing a unique strain of saison yeast and relying on nature and the elements. We have no control over fermentation temperature so we brew seasonally, in a more natural setting, creating interesting challenges and ultimately more unique ales of distinction. We also implement the use of barrel-aging, a time honored technique that encourages the growth of wild yeast and bacteria, creating even more character and nuance.","","2012","https://s3.amazonaws.com/brewerydbapi/brewery/OqYKe4/upload_4YZKtL-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/OqYKe4/upload_4YZKtL-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/OqYKe4/upload_4YZKtL-large.png","","","",""
"t1jw5u","Cable Car","http://www.cablecarbeer.com/","","N","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","","Rochester","NY","","43.16103","-77.6109219","Y","N","N","N","office","Office","US","United States","USA","","Harkening back to old world brewing styles, Cable Car handcrafts each and every small batch.        Take the Cable Car home.","","","https://s3.amazonaws.com/brewerydbapi/brewery/3aK2Wk/upload_cLIRS5-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/3aK2Wk/upload_cLIRS5-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/3aK2Wk/upload_cLIRS5-large.png","","","",""
"hMvwjg","Cahaba Brewing Company","http://cahababrewing.com/","2011","N","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","2616 3rd Ave S","Birmingham","Alabama","35233","33.514001","-86.794236","Y","N","N","Y","micro","Micro Brewery","US","United States","USA","","Cahaba Brewing Company was founded in the summer of 2011 by a group of friends united by their love of craft beer and home brewing.  They devised a plan to build a brewery in beautiful Birmingham – Alabama.    The group found an excellent location for the brewery in the Pepper Place/Lakeview district of Birmingham on 3rd Avenue South.  The 8000 Square foot building houses the brewery and tasting room.  The building was selected for it’s location, layout, and opportunity for expansion.    From the beginning, Cahaba Brewing Company has had the goal of providing Birmingham with clean and consistent craft beers with a broad variety flavors and styles.  To do this, CBC hand selected and assembled the brewing equipment necessary for the job.  As luck would have it, our friends at Straight To Ale, in Huntsville, AL were in the process of upgrading their brewery and they had just purchased all of the equipment from Old Town Brewery.  After purchasing their equipment, we were just about ready to go.  The set-up consists of a Premier Stainless 3.5 bbl brewhouse outfitted with four 7 bbl fermenters and two 7 bbl brite tanks.","205-578-2616","","https://s3.amazonaws.com/brewerydbapi/brewery/63i9qL/upload_Pn3mqP-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/63i9qL/upload_Pn3mqP-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/63i9qL/upload_Pn3mqP-large.png","","","",""
"2zpRz7","Cains","http://www.cainsbeers.com/","","N","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","Stanhope Street","Liverpool, Merseyside","","L8 5XJ","53.3927061","-2.9815565","Y","N","N","Y","micro","Micro Brewery","GB","United Kingdom","GBR","826","","(151) 709 8734","","","","","","","",""
"fJYG8Y","Calapooia Brewing Company","http://www.calapooiabrewing.com/","","N","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","140 Hill St. NE","Albany","Oregon","97321","44.6392591","-123.0938729","Y","N","N","Y","micro","Micro Brewery","US","United States","USA","","Brewing the finest Microbrews in the Willamette Valley. Fermentation at it's Finest!","541-928-1931","","https://s3.amazonaws.com/brewerydbapi/brewery/iHi6KU/upload_lEi7M5-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/iHi6KU/upload_lEi7M5-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/iHi6KU/upload_lEi7M5-large.png","Sunday - Wednesday:  Pub: 11:30am-10pm  Thursday:  Pub: 11:30am-11pm  Friday & Saturday:  Pub: 11:30am-12am  No minors after 8pm","","",""
"HdH4Hz","Caldera Brewing","http://www.calderabrewing.com","1996","N","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","540 Clover Lane","Ashland","Oregon","97520","42.184409","-122.663147","Y","N","N","Y","micro","Micro Brewery","US","United States","USA","","Caldera Brewing Company was incorporated March 12, 1996. The first brew was July 4, 1997 and the first keg sold was August 28, 1997. Caldera self-distributed its products for the first six years. In November 2003, Caldera partnered up with Gold River Distributing in Southern Oregon and Mt. Hood Beverage Company in the Eugene and Portland markets to expand its business. Please see the Distribution page for current distribution.    For the first eight years, Caldera was draught only until June 2005 when the Pale Ale was put into cans. Caldera is the first microbrewery in the State of Oregon to brew and can its own beer. See The Aluminum Beer Can page for more on cans and the quality they provide.","1-541-482-4677","","","","","","","",""
"twzsRQ","Caledonian Brewing","https://www.caledonianbeer.com/","","N","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","42 Slateford Road","Edinburgh","Scotland","","55.9358155","-3.2297071","Y","N","N","Y","micro","Micro Brewery","GB","United Kingdom","GBR","826","","44-(0131)-337-1286","","","","","","","",""
"WGigar","Calfkiller Brewing Co","http://www.calfkillerbeer.com/","","N","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","1839 Blue Springs Rd","Sparta","Tennessee","38583","35.944867","-85.421242","Y","N","N","Y","micro","Micro Brewery","US","United States","USA","","","931-739-2337","","","","","","","",""
"8aRUkI","Calhoun's Microbrewery","","","N","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","6515 Kingston Pike","Knoxville","Tennessee","37919","35.931968","-84.011968","Y","N","N","Y","micro","Micro Brewery","US","United States","USA","","","1-865-673-3377","","","","","","","",""
"mfPozZ","Calicraft Brewing Co.","http://www.calicraft.com/","2012","N","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","2700 Mitchell Dr. Building B","Walnut Creek","California","94598","37.930406","-122.025508","Y","N","N","Y","micro","Micro Brewery","US","United States","USA","","Calicraft Brewing Co. - California, bottled. - Using locally and regionally sourced ingredients Calicraft makes beers that showcase the flavors and taste California.","","2012","https://s3.amazonaws.com/brewerydbapi/brewery/JaS6T7/upload_feQCW9-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/JaS6T7/upload_feQCW9-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/JaS6T7/upload_feQCW9-large.png","","","",""
"kuAItj","California Cider Company","http://www.acecider.com/","1994","N","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","2064 Gravenstein Highway North","Sebastopol","California","95472","38.424961","-122.848101","Y","N","N","Y","micro","Micro Brewery","US","United States","USA","","The California Cider Company is owned by Geoffrey House, the man credited with initiating the national cider renaissance. Utilizing his insider's view of the cider industry, he took more than two years to develop the Ace Cider. House, owner of the second largest specialty beer and cider marketing company in the US, began importing ciders into the US in 1986. Since then he has seen explosive sales growth, as hard cider has moved beyond specialty beer and liquor stores and established itself on the supermarket shelves as a new drink category.    With Sonoma's superior apple juice giving Ace Ciders their great fresh taste and House's expertise and in-depth knowledge of the hard cider business providing a marketing edge, CCC is beginning to take a dominant position in this increasingly significant new beverage market.    As with all alcoholic beverages, we urge you to please drink responsibly.","707-829-1101","","https://s3.amazonaws.com/brewerydbapi/brewery/ZIDkN9/upload_Yfbf6R-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/ZIDkN9/upload_Yfbf6R-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/ZIDkN9/upload_Yfbf6R-large.png","ACE- in-the-HOLE Pub is open on Fridays only from 2pm-5pm.","Building 4","",""
"NDt73A","Callahan's Pub & Brewery","http://www.callahanspub.com/","","N","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","8111 Mira Mesa Blvd","San Diego","California","92126","32.9120984","-117.1482062","Y","N","N","Y","micro","Micro Brewery","US","United States","USA","","","858-578-7892","","https://s3.amazonaws.com/brewerydbapi/brewery/BbwYWa/upload_e9VK51-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/BbwYWa/upload_e9VK51-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/BbwYWa/upload_e9VK51-large.png","","","",""
"zXbvCb","Callicoon Brewing","","","N","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","16 Olympia Circle","Callicoon","New York","12723","41.766998","-75.057336","Y","N","N","Y","micro","Micro Brewery","US","United States","USA","","","570-224-4041","","","","","","#133","",""
"brKjM2","Cally's Restaurant and Brewing Co","http://www.callysbrewing.com/","","N","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","41 Court Square","Harrisonburg","Virginia","22801","38.449953","-78.869456","Y","N","Y","Y","brewpub","Brewpub","US","United States","USA","","","540-434-8777","","https://s3.amazonaws.com/brewerydbapi/brewery/vI0iHk/upload_LbGPqA-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/vI0iHk/upload_LbGPqA-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/vI0iHk/upload_LbGPqA-large.png","","","",""
"IMpk5G","Cambria Beer Company","http://www.cambriabeerco.com/","2012","N","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","821 Cornwall St.","Cambria","California","93428","35.566832","-121.098755","Y","N","N","Y","macro","Macro Brewery","US","United States","USA","","","805-203-5265","2012","https://s3.amazonaws.com/brewerydbapi/brewery/Y0mNeE/upload_myP5N5-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/Y0mNeE/upload_myP5N5-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/Y0mNeE/upload_myP5N5-large.png","12pm to 8pm  Fri & Sat:  12pm to 9pm  Sundays:  12pm to 6pm","","",""
"EB3XVT","Cambridge Brewing Company","http://www.cambrew.com/","1989","N","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","1 Kendall Square","Cambridge","Massachusetts","02139","42.366468","-71.0914549","Y","N","N","Y","brewpub","Brewpub","US","United States","USA","","CBC blends a passion for fresh, flavorful beer and delicious, imaginative cuisine to create a one-of-a-kind dining experience for greater Boston. Since opening in 1989, CBC has been the destination for diners with adventurous palates and a thirst for both authentic flavors and unique interpretations of classic beer styles. To satisfy these appetites, CBC’s brewmaster and chef routinely collaborate on investigating beer-food pairings and ways in which beer—even brewing ingredients—can transform traditional dishes and inspire new ones. This eagerness to ask ourselves “what if?” has earned us a slew of accolades, a shelf full of awards and devoted customers who are always eager to try what CBC comes up with next.","(617) 494-1994","1989","https://s3.amazonaws.com/brewerydbapi/brewery/nvfMg1/upload_INXAIP-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/nvfMg1/upload_INXAIP-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/nvfMg1/upload_INXAIP-large.png","Mon: 11:30 am - 11:00 pm  Tue - Thu: 11:30 am - 12:00 am  Fri: 11:30 am - 1:00 am  Sat: 11:00 am - 1:00 am  Sun: 11:00 am - 11:00 pm","Bldg 100","",""
"qUmLeu","Cambridge House Brew Pub","http://cbhgranby.com/","","N","verified","Verified","2012-01-03 02:41:33","2014-09-26 13:07:48","357 Salmon Brook Street","Granby","Connecticut","06035","41.965835","-72.7929879","Y","N","N","Y","brewpub","Brewpub","US","United States","USA","","The Cambridge House Brew Pub Granby serves award winning beers hand crafted on site. Pair these Real Beers with our hand crafted Real Food in our comfortable family friendly pub setting and you are sure to have a unique dining experience.","860-653-2739","","https://s3.amazonaws.com/brewerydbapi/brewery/ggEhm3/upload_h0XmeK-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/ggEhm3/upload_h0XmeK-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/ggEhm3/upload_h0XmeK-large.png","","","",""
"dzFSZz","Camden Town Brewery","http://www.camdentownbrewery.com/","2011","N","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","55-58 Wilkin Street Mews","","London","NW5 3NN","51.547772","-0.148948","Y","Y","N","Y","micro","Micro Brewery","GB","United Kingdom","GBR","826","Welcome to Camden Town Brewery. London now has it's very own craft beer and as the name suggests, it's being brewed in Camden. Using only the freshest ingredients and no brain aching chemicals, we'll be brewing lager, wheat beer and pale ale. The best city in the world deserves the best beer and now it's right in your backyard.","0207 485 1671","2011","https://s3.amazonaws.com/brewerydbapi/brewery/Mi9ofP/upload_xzUaRW-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/Mi9ofP/upload_xzUaRW-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/Mi9ofP/upload_xzUaRW-large.png","","","",""
"SoV9oL","Camelthorn Brewing Company (Pty) Ltd","http://www.camelthornbrewing.com/","","N","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","76 Nickelstreet (Unit2)","Prosperita – Windhoek","","","-22.57784","17.0802","Y","N","N","Y","micro","Micro Brewery","NA","Namibia","NAM","516","Well over 20 years after the pioneers of Micro brewing started their adventurous journey of crafting their own beers in the United States,  Namibia has joined this exciting world of freshly brewed beer varieties.    Jörg Finkeldey, a South African trained Chemical Engineer worked most of his adult life in the brewing trade specifically in designing and selling micro brewing equipment from Upsala in  Sweden to Cape Town South Africa – from Costa Rica to Noumea in New Caledonia in the South Pacific.     Jörg returned home to his country to grow up his two American born boys , Miko and Max and together with his Namibian wife Ulla managed to raise the required funds to start the Micro Brewery in Namibia.   He chose a Namibian indigenous acacia erioloba better known as the Camelthorn Tree symbolizing the endurance and spirit of surviving the worst of droughts.     “As deep routed as the Camelthorn tree is, as deep routed is the Namibian brewing tradition. The early brewing pioneers resemble the resilience of the Camelthorn and we shall continue this quest for endurance and survival.” The first beer was tapped on 8/8/2009 exactly one year after acquiring a brewing licence the first to be awarded since the 1920’s. Camelthorn Brewing Company now boasts with 5 different beers and an occasional seasonal delight.,","+2721 976 9499","","","","","","","",""
"58Dxxm","Cameron's Brewing","","","N","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","1165 Invicta Drive","Oakville","Ontario","","43.4745031","-79.6775338","Y","N","N","Y","micro","Micro Brewery","CA","Canada","CAN","124","","1-905-849-8282","","","","","","","",""
"hRwm7D","Camerons Brewery Company","","","N","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","Lion Brewery","Harltepool","Cleveland","","33.991515","-86.577049","Y","N","N","Y","micro","Micro Brewery","GB","United Kingdom","GBR","826","","44-(01429)-266-666","","","","","","","",""
"UZkfuB","Campbell Brewing Company","https://www.facebook.com/CampbellBrewingCompany","","N","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","200 East Campbell Ave","Campbell","California","95008","37.286888","-121.946236","Y","N","N","Y","micro","Micro Brewery","US","United States","USA","","","(408) 866-2699","2011","https://s3.amazonaws.com/brewerydbapi/brewery/bg7FYV/upload_40qA1k-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/bg7FYV/upload_40qA1k-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/bg7FYV/upload_40qA1k-large.png","","","",""
"JlfaGe","Canadian Brewery","","","N","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","","Saskatoon","Saskatchewan","","52.130505","-106.659314","Y","N","N","Y","micro","Micro Brewery","CA","Canada","CAN","124","","","","","","","","","",""
"TvR51U","Canal Park Brewing Company","http://canalparkbrewery.com","","N","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","300 Canal Park Drive","Duluth","Minnesota","55802","46.784832","-92.09383","Y","N","N","Y","micro","Micro Brewery","US","United States","USA","","At Canal Park Brewing Company, we are inspired by the unruly spirit that occupies the North and South shore of Lake Superior. We brew beer and serve food to satisfy the thirsty travelers who buzz up and down the fresh coast. Our goal is to create curiosity in craft beer styles by brewing consistently epic batches and to build brew culture in our hometown, Duluth.","218-464-4790","","https://s3.amazonaws.com/brewerydbapi/brewery/NCvXXk/upload_FaPJpk-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/NCvXXk/upload_FaPJpk-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/NCvXXk/upload_FaPJpk-large.png","Sunday - Thursday: 11a - 11p  Friday & Saturday11a - 1a","","",""
"w5OOQ5","Candia Road Brewing Company","http://candiaroad.com/","2011","N","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","840 Candia Road","Manchester","New Hampshire","03109","42.9849291","-71.4129526","Y","N","N","Y","micro","Micro Brewery","US","United States","USA","","As owners of Candia Road Convenience in Manchester , NH, the brothers of the The Neel and Titone families were in a unique position to capitalize on the growing popularity of micro and crated brews as the 20th century drew to a close. The brothers were dubbed ""drinking consultants"" and that reputation grew throughout southern NH and much of northern New England.  We hope you enjoy what we have created thus far and you find something that will fit your taste. Please enjoy our listing below of what we currently are brewing.","603-935-8123","","https://s3.amazonaws.com/brewerydbapi/brewery/XbjWRB/upload_cRxruB-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/XbjWRB/upload_cRxruB-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/XbjWRB/upload_cRxruB-large.png","Tue - Sat: 9:00 am - 6:00 pm","","",""
"CFIZtr","Cannonball Creek Brewing Company","http://www.cannonballcreekbrewing.com","2013","N","verified","Verified","2012-01-03 02:41:33","2014-10-03 12:22:24","393 N. Washington Ave.","Golden","Colorado","80403","39.7679858","-105.2346832","Y","N","N","Y","micro","Micro Brewery","US","United States","USA","","Cannonball Creek Brewing Company was founded in January of 2013 by Jason Stengl and Brian Hutchinson.  Jason and Brian met in 2004 at the Mountain Sun family of breweries in Boulder, Colorado were they both learned to hone the craft they love.  With over 15 years of combined professional brewing experience and an uncanny ability to tolerate one another, they decided it was time to take a leap and chase the dream of opening their own brewery.    With both Jason and Brian calling Golden, Colorado home, the choice for a location was obvious.  After settling on a property on the north side of town, they wanted the brewery name to reflect the home town they loved.  After doing some research they learned that the original name for the majestic Clear Creek that runs through the center of Golden was Cannonball Creek.  The historical significance paired with the duo’s love for the iconic Cannonball made the decision a no-brainer and Cannonball Creek Brewing Company was born.    Knowing that they wouldn’t be able to do it all on their own, Jason and Brian called upon former co-worker and professional brewer Jonathan Lee to help run the tasting room and work in the brewery.  Jonathan’s experience as a craft beer bar manager, combined with his professional brewing experience made him the perfect fit.","(303) 278-0111","","https://s3.amazonaws.com/brewerydbapi/brewery/UWtF4X/upload_w0oqNL-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/UWtF4X/upload_w0oqNL-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/UWtF4X/upload_w0oqNL-large.png","Mon:  3:00pm - 10:00pm Tue:  3:00pm - 10:00pm Wed:  3:00pm - 10:00pm Thu:  3:00pm - 11:00pm Fri:  12:00pm - 11:00pm Sat:  12:00pm - 11:00pm Sun:  12:00pm - 10:00pm  ","","",""
"kFqi12","Canteen Brewhouse","http://ilvicino.com/","1994","N","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","2381 Aztec Road Northeast","Albuquerque","New Mexico","87107","35.1206699","-106.617864","Y","N","N","Y","micro","Micro Brewery","US","United States","USA","","Established in 1994, Canteen Brewhouse (formerly Il Vicino Brewery) is Albuquerque's longest-standing brewery, with over 115 local, national and international awards won.","505-830-4629","","https://s3.amazonaws.com/brewerydbapi/brewery/qFVbzG/upload_pFdrHW-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/qFVbzG/upload_pFdrHW-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/qFVbzG/upload_pFdrHW-large.png","","","",""
