"id","name","description","established","isOrganic","images__icon","images__medium","images__large","status","statusDisplay","createDate","updateDate","streetAddress","locality","region","postalCode","phone","hoursOfOperation","latitude","longitude","isPrimary","inPlanning","isClosed","openToPublic","locationType","locationTypeDisplay","countryIsoCode","displayName","isoThree","website","numberCode","yearOpened","extendedAddress","mailingListUrl","yearClosed","isoCode"
"KMAAoH","Blue Blood Brewing Company","Blue Blood Brewing Company is a new craft brewery to Lincoln Nebraska. The day to day operations are run by Brian Podwinski with the help and support of family and friends.    All of our wonderful ales will be named with a three or four digit number simply because numbers are easy to remember. Every beer will have a reason it is brewed and a person who inspired the beer. We feel having inspiration for our beer helps us make even better beer!    Please Consume Our Products Responsibly!!!","2011","N","https://s3.amazonaws.com/brewerydbapi/brewery/564ZPt/upload_EWjn9w-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/564ZPt/upload_EWjn9w-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/564ZPt/upload_EWjn9w-large.png","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","500 West South Street","Lincoln","Nebraska","68522","(402) 477-2337","","40.791848","-96.725245","Y","N","N","Y","micro","Micro Brewery","US","United States","USA","http://bluebloodbrewing.com/","","2011","","","",""
"1FHyB2","Blue Canoe Brewing Co","","","N","","","","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","113 South Franklin Street","Titusville","Pennsylvania","16354","814-827-7181","","41.6243111","-79.6733477","Y","N","N","Y","brewpub","Brewpub","US","United States","USA","http://thebluecanoebrewery.com/","","","","","",""
"dZ0mKT","Blue Cat Brewpub","","","N","https://s3.amazonaws.com/brewerydbapi/brewery/lAcrbq/upload_jkToXT-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/lAcrbq/upload_jkToXT-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/lAcrbq/upload_jkToXT-large.png","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","113 18th Street","Rock Island","Illinois","61201","1-309-788-8247","","41.5118478","-90.5746004","Y","N","N","Y","micro","Micro Brewery","US","United States","USA","","","","","","",""
"FsjaTu","Blue Corn Cafe","Blue Corn Brewery is a mid sized brewpub in Santa Fe New Mexico. All the beer at Blue Corn is brewed on a one manned 7 barrel brew house. There are four 7 barrel fermenters and one 15 barrel fermenter. The 15 barrel is used exclusively for the Road Runner IPA, our most popular beer. Our Head Brewer, John Bullard uses the finest ingredients from around the world to make a wide variety of ales and lagers. Blue Corn Brewery has 6 house beers and 4 rotating specialty beers. Blue Corn Brewery also specializes in Northern New Mexican cuisine.","1997","N","https://s3.amazonaws.com/brewerydbapi/brewery/NULflH/upload_xDTMvf-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/NULflH/upload_xDTMvf-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/NULflH/upload_xDTMvf-large.png","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","133 Water Street","Santa Fe","New Mexico","87501","505-984-1800","","35.6866244","-105.9401621","Y","N","N","Y","restaurant","Restaurant/Ale House","US","United States","USA","http://www.bluecorncafe.com/","","","","http://www.bluecorncafe.com/subscribe","",""
"QrYNAG","Cerrillos Road","","","","","","","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","4056 Cerrillos Road,","Santa Fe","New Mexico","87507","505-438-1800","Mon - Sun: 11:00 am - 10:00 pm","35.639103","-106.015703","N","N","N","Y","brewpub","Brewpub","US","United States","USA","http://www.bluecornbrewery.com/","","1997","","","",""
"sCSOdL","Blue Diamond Brewing Company","Premium Handcrafted Beer by Blue Diamond Brewing Company of Minnesota use only the highest quality hops, grain and yeast to brew its craft beer - because of these high quality ingredients, we can guarantee you a premium hand crafted product with a consistent taste that you deserve and respect.","","N","","","","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","25 N. Dale St","St Paul","Minnesota","55102","651-216-7550","","44.9421681","-93.1263858","Y","N","N","Y","micro","Micro Brewery","US","United States","USA","http://www.bluediamondbrewingco.com/","","","#112","","",""
"jshi8D","Main Meadery","The oldest beverage on earth just got a facelift. No longer are viking wannabes and medieval enthusiasts the only people who get to knock back a glass of the original liquid sin. Now it’s your turn.    Mead has been around longer than any other drink on the planet, so we’ve had plenty of time to perfect the recipe. Blue Dog Mead is concocted with honey instead of grapes, making it a sweet, refreshing alternative to wine. Not to toot our own horn, but we think with one sip you’ll be hooked.    Our newly designed bottles are made to move, and we don’t just mean off  the shelves. We mean to the beach,in a backpack or while watching a game. You’re mobile and active, so why shouldn’t your drink be? No gimmicks here. Blue Dog just wants to go with you as you grab the   leash and take life for a good long walk.    So leave history to the vikings and the books, grab yourself some Blue Dog Mead and let’s explore the future of this brand spankin’ old drink together.","","N","https://s3.amazonaws.com/brewerydbapi/brewery/Ryy587/upload_WgNXu4-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/Ryy587/upload_WgNXu4-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/Ryy587/upload_WgNXu4-large.png","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","254 Lincoln St","Eugene","Oregon","97401","(541) 506-1560","","44.0569088","-123.0973203","Y","N","N","Y","micro","Micro Brewery","US","United States","USA","http://www.bluedogmead.com","","","","","",""
"UWBCmm","Blue Frog Grog and Grill","Blue Frog is committed to producing traditional ales and lagers with a non-traditional twist. We use only the best ingredients to hand craft our balanced food friendly beers. Brewmaster Nick Campbell constantly tastes each batch to ensure its consistency and quality, leaning no beer released before its time. That’s commitment to quality.","","N","https://s3.amazonaws.com/brewerydbapi/brewery/jRHCqE/upload_Indkax-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/jRHCqE/upload_Indkax-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/jRHCqE/upload_Indkax-large.png","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","1740 Travis Blvd","Fairfield","California","94533","707-429-BEER","Mon-Thu 11:30 am - 10 pm  Fri-Sat 11:30 am - 11 pm  Sun 11:30 am - 9 pm","38.2582211","-122.0602586","Y","N","Y","Y","micro","Micro Brewery","US","United States","USA","http://bigbluefrog.com/","","","","","",""
"6pu0wD","Blue Heron Brew Pub","Blue Heron BrewPub, located in the historic Parkin Place, offers the best in pub dining and finely hand crafted, locally brewed beers. Open for lunch and dinner daily*, the BrewPub offers a delightful selection of appetizers, sandwiches, salads, and hearty entrees. If you can't stay, you can arrange to ""take out"" your order. **    Our beers are brewed by Corey Nebbeling. Corey, who brews exclusively for Blue Heron BrewPub, hails from Michigan. While in college, Corey started brewing for his own pleasure, experimenting with different beer styles and recipes. He was an assistant brewer at the Lander Brewing Company in Lander, Wyoming for a year and then joined Short's Brewing Company in Michigan. Under Corey's direction, we are proud to continue our signature beers, Honey Blonde, Tiger's Eye, and Loch Ness Scotch Ale. Additional beers, such as RYEzome Red, Hub City Lager, Witz End Wheat, and Oktoberfest will continue to rotate through our 10 taps. In addition to these, Corey will be offering a wide variety of newly crafted beers for your tasting pleasure.","","N","https://s3.amazonaws.com/brewerydbapi/brewery/as1X8P/upload_HafwFN-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/as1X8P/upload_HafwFN-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/as1X8P/upload_HafwFN-large.png","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","108 W. 9th Street","Marshfield","Wisconsin","54449","715-389-1868","Mon - Thu:	11:00 am - 12:00 am  Fri - Sat:	11:00 am - 1:00 am","44.659698","-90.179232","Y","N","N","Y","brewpub","Brewpub","US","United States","USA","http://www.blueheronbrewpub.com/","","","","","",""
"RizJAi","","","","","","","","deleted","Deleted","2012-01-03 02:41:33","2014-07-23 19:11:34","","","Niedersachsen","","","","52.594694","9.12615","N","N","N","Y","micro","Micro Brewery","DE","Germany","DEU","","276","","","","",""
"j9cp5e","Blue Heron Brewing Company","From Pale Ale to Stout and from Porter to Pilsner, brewing beer  is our passion and as a family we're dedicated to bringing  New Mexico the finest brews.","2009","N","https://s3.amazonaws.com/brewerydbapi/brewery/9IoLV6/upload_ybKeAO-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/9IoLV6/upload_ybKeAO-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/9IoLV6/upload_ybKeAO-large.png","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","2214  Highway 68","Embudo","New Mexico","87531","505-579-9188","","36.1770046","-105.9713094","Y","N","N","Y","micro","Micro Brewery","US","United States","USA","http://www.blueheronbrews.com/","","2009","","","",""
"LTLdF5","Blue Hills Brewery","Beer is our life! Blue Hills Brewery makes great tasting beers inspired by the elements and nature around us; embracing the rich history of the Blue Hills and the South Shore. We do this not only for ourselves but, for our friends, neighbors and visitors to the Boston and South Shore areas.     We want to grow together with the South Shore community and businesses, by being a good neighbor, demonstrating civic responsibility and producing the finest, freshest beers around.     Our brew house has a capacity of brewing 20 barrels at a time, that's about 620 gallons per batch. The beer spends the first 7-9 days in a primary fermenting vessel after which it is transferred to a secondary fermenter. There it is chilled to around 40 degrees for another 7-10 days. At this time it is ready to be filtered carbonated and kegged.","2008","N","https://s3.amazonaws.com/brewerydbapi/brewery/AButIj/upload_qvaAT4-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/AButIj/upload_qvaAT4-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/AButIj/upload_qvaAT4-large.png","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","1020 Turnpike St","Canton","Massachusetts","02021","781-821-2337","Gift Shop:  Mon-Fri 9:00 am - 5:00pm    Tastings:   Fri:	3:30 pm - 6:30 pm  Sat:	2:00 pm	- 6:00 pm","42.150538","-71.103699","Y","N","N","Y","micro","Micro Brewery","US","United States","USA","http://www.bluehillsbrewery.com/","","","","","",""
"xn4ROW","Blue House Cafe","","","N","","","","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","62467 Nehalem Highway","North Vernonia","Oregon","97064","503-429-4350","","45.9007047","-123.1509017","Y","N","N","Y","brewpub","Brewpub","US","United States","USA","","","","","","",""
"a6nFXx","Blue Lab Brewing Co","Blue Lab Brewing is a small micro-brewery that produces fresh small batch ales for purchase in 1L and 2L growlers.","","N","https://s3.amazonaws.com/brewerydbapi/brewery/VHPUNE/upload_jbVAWn-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/VHPUNE/upload_jbVAWn-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/VHPUNE/upload_jbVAWn-large.png","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","123 S Randolph St","Lexington","Virginia","24450","540-458-0146","","37.782865","-79.443399","Y","N","N","Y","micro","Micro Brewery","US","United States","USA","http://www.bluelabbrewing.com/","","","","","",""
"osLNb3","Blue Lobster Brewing Company","Blue Lobster Brewing Company will be coming to Hampton, New Hampshire in 2012! Featuring fine craft beers from Michael and Roberta Benoit, Blue Lobster will become a common sight in your favorite local restaurants and bars.    Michael and Roberta have been crafting beer for 30 years (okay, so Michael crafts it, but Roberta helps design and drink it). After many years of wandering the country in exotic places like Texas, California, and for the last 12 years Oregon, they are looking forward to bringing their unique, locally-inspired brews to New Hampshire. Blue Lobster will feature small batch specialty brews, as well as more traditional beers - all served in our own tasting room AT the brewery.     Freshly brewed beers will be available for sale in our tasting room and retail shop in swingtop amber 750ml growlers. swingtop amber 2L growlers, and 1/6th keg sales. Specialty bottle releases available in corked 750ml champagne bottles.","2012","N","https://s3.amazonaws.com/brewerydbapi/brewery/jTeqvA/upload_jpt4Dx-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/jTeqvA/upload_jpt4Dx-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/jTeqvA/upload_jpt4Dx-large.png","verified","Verified","2012-01-03 02:41:33","2014-10-17 15:27:16","845 Lafayette Road","Hampton","New Hampshire","03842","(603) 601-6062","","42.9521127","-70.8325251","Y","N","N","Y","micro","Micro Brewery","US","United States","USA","http://bluelobsterbrew.com/","","2012","","","",""
"bSW7g2","Blue Moon Brewing Company","Launched in 1995, Blue Moon Brewing Co. is a part of Tenth and Blake Beer Company, the craft and import division of Chicago-based MillerCoors. Known for it's Belgian White beer, the portfolio also includes seasonal variants, the Expressionist collection, the Graffiti series of more intense styles and the Vintage series of beer enhanced with the juice of wine grapes.","1995","N","https://s3.amazonaws.com/brewerydbapi/brewery/UGQgMQ/upload_RNHKd9-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/UGQgMQ/upload_RNHKd9-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/UGQgMQ/upload_RNHKd9-large.png","verified","Verified","2012-01-03 02:41:33","2014-07-25 14:36:05","13th and Ford Street","Golden","Colorado","80401","","","39.7557697","-105.2184385","Y","N","N","N","macro","Macro Brewery","US","United States","USA","http://www.bluemoonbrewingcompany.com/","","","","","",""
"RZvDv4","Blue Mountain Barrel House","Blue Mountain Barrel House was founded in 2011 by the Smack family as a sister brewery to the original Blue Mountain Brewery, in Afton (Nelson County). The original Blue Mountain Brewery was created in 2007 by Taylor and Mandi Smack, Matt Nucci and a group of fearless shareholders. Blue Mountain introduced the concept of the rural brewery to our corner of the world and set the standard for great beer in Virginia. As the first production arm of the Blue Mountain family, the Barrel House focuses on the higher-end beers from Blue Mountain that require special processes, special ingredients, and a whole lot of patience.","2011","N","https://s3.amazonaws.com/brewerydbapi/brewery/LMfC4N/upload_1eqHu6-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/LMfC4N/upload_1eqHu6-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/LMfC4N/upload_1eqHu6-large.png","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","495 Cooperative Way","Arrington","Virginia","22922","(434) 263-4002","","37.710313","-78.94212","Y","N","N","Y","micro","Micro Brewery","US","United States","USA","http://www.bluemountainbarrel.com/","","2011","","","",""
"CQW3hO","Blue Mountain Brewery","Blue Mountain Brewery sits in the shadow of Appalachia's Blue Ridge Mountains in Afton, Virginia. We are a farm brewery, growing our own hops, and proudly craft real American beer inspired by thousands of years of tradition but not limited by convention.    Brewer Taylor Smack, previously head brewer for the Goose Island Brewing of Chicago brewpubs and South Street Brewery of Charlottesville, is now crafting his brews for the central Virginia area at the unique Blue Mountain Farm Brewery.","2007","N","https://s3.amazonaws.com/brewerydbapi/brewery/AZlvTJ/upload_xNjAnZ-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/AZlvTJ/upload_xNjAnZ-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/AZlvTJ/upload_xNjAnZ-large.png","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","9519 Critzers Shop Road","Afton","Virginia","22920","540-456-8020","Mon-Sat 11:30am - 10:00pm  Sunday 11:30am- 9:00pm","38.0189991","-78.8222064","Y","N","N","Y","micro","Micro Brewery","US","United States","USA","http://www.bluemountainbrewery.com/","","2007","","","",""
"okErqp","Blue Mountain Lodge","","","N","","","","verified","Verified","2012-01-03 02:41:33","2014-08-23 16:36:40","814 Lincoln Pl","Orange City","Iowa","51041","712-737-3553","","42.9960202","-96.0463093","Y","N","N","Y","micro","Micro Brewery","US","United States","USA","http://www.bluemt.co","","","","","",""
"EoPYsk","Blue Mountain Pizza & Brewpub","Blue Mountain Pizza restaurant is a true treasure in the quaint town of Weaversville, NC just about 5 miles north of Asheville. Very friendly staff, and a great menu to choose from. We were absolutely delighted with our baked pasta dishes, pizza, and quesadilla. The salads were scrumptious as were the garlic rolls. We shared the cheesecake and cannolis for dessert and thoroughly enjoyed a very entertaining singer/ guitarist. The locals seemed very comfortable in this restaurant which is always a clear sign for travelers.","","N","","","","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","55 N. Main St","Weaverville","North Carolina","28787","","","35.6982172","-82.560233","Y","N","N","Y","brewpub","Brewpub","US","United States","USA","http://www.bluemountainpizza.com/","","","","","",""
"6kPOny","Blue Owl Brewing","","2014","N","https://s3.amazonaws.com/brewerydbapi/brewery/P203ye/upload_1yveHJ-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/P203ye/upload_1yveHJ-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/P203ye/upload_1yveHJ-large.png","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","","Austin","Texas","78702","(512) 593-1262","","30.2603535","-97.7145152","Y","Y","N","Y","micro","Micro Brewery","US","United States","USA","http://blueowlbrewing.com","","","","","",""
"R3xg0G","Blue Pants Brewery","Blue Pants Brewery was born out of a love of craft beer and craft beer culture. This first brewery is meant to be a gateway to the second and an inspiration to other small brewers that it can be done on this scale with a healthy amount of hard work. We’ve already had phone calls and emails from other brewers who are planning to follow in our footsteps, and we provide any help that we can.     The Brewery will consist of a 1.5 Barrel (or about 45 gallon) brewing system. Initially, distribution will be in 1/4 Barrel kegs to bars around the area, draft only. All the beer will be keg conditioned prior to distribution to ensure that it is at its maximum freshness, finishing the fermentation the moment it is loaded on a refridgerated truck out of the brewery.","2010","N","https://s3.amazonaws.com/brewerydbapi/brewery/WAW2Ar/upload_i2H93F-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/WAW2Ar/upload_i2H93F-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/WAW2Ar/upload_i2H93F-large.png","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","500 Lanier Rd","Madison","Alabama","35758","256-679-6330","Tap Room Hours  Thursday 3-8pm  Friday 3-10pm  Saturday 3-10pm","34.685016","-86.738193","Y","N","N","Y","micro","Micro Brewery","US","United States","USA","http://www.bluepantsbrew.com/","","2010","Bldg 1 Suite A","","",""
"3NgU9h","Blue Point Brewing","Starting out in 1998 as two guys with a dog, a van, and a dream, Blue Point Brewing Company quickly became one of the nation’s premier microbreweries. After first launching our lightly toasted, complex, full-flavored Toasted Lager, we rapidly gained the respect of beer lovers far and wide. Soon after, we introduced several other brews and were being compared to breweries from noted craft-brewing capitals like Denver, Boston, Portland, and Seattle.    Brewing isn’t just our business, it’s our passion. We’re beer people. We started Blue Point Brewing Company because we wanted to make beer we would drink. To quench that desire, we select only top-quality ingredients and brew all-natural, unpasteurized beer. It’s this approach that put us on the world beer map. From the World Beer Cup to the Great American Beer Festival and the Australian International Beer Awards – we’re becoming noticed the world over. But we believe you should be the judge. Let us know what you think.","1998","N","https://s3.amazonaws.com/brewerydbapi/brewery/zo4Tui/upload_s2JWpp-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/zo4Tui/upload_s2JWpp-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/zo4Tui/upload_s2JWpp-large.png","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","161 River Avenue","Patchogue","New York","11772","631-475-6944","Brewery & Tasting Room Hours:  Thursday and Friday 3-7pm  Saturday 12-7pm","40.759127","-73.021493","Y","N","N","Y","micro","Micro Brewery","US","United States","USA","http://www.bluepointbrewing.com/","","1997","","","",""
"fhPIJ8","Blue Republic Brewing","Blue Republic Brewing Company is a production brewery located in Shelby County, Indiana.    The brewery is currently in 'start-up' mode, but hopes to be operational in the near future. You can follow our progress here as we take the long journey to that first drop of pure deliciousness. And you know it will be something hoppy!!!","2010","N","https://s3.amazonaws.com/brewerydbapi/brewery/XPo0Lt/upload_ZwbxSj-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/XPo0Lt/upload_ZwbxSj-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/XPo0Lt/upload_ZwbxSj-large.png","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","7205 E Short Blue Rd","Shelbyville","Indiana","46176","765-544-2511","","39.575043","-85.646627","Y","N","N","Y","micro","Micro Brewery","US","United States","USA","","","2010","","","",""
"E7EXAP","Blue Ridge Brewery","","","N","https://s3.amazonaws.com/brewerydbapi/brewery/l2Godx/upload_WPIHfe-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/l2Godx/upload_WPIHfe-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/l2Godx/upload_WPIHfe-large.png","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","187 Depot Street","Blue Ridge","Georgia","30513","706-632-6611","WEDNESDAY – SATURDAY: 11AM TO 9PM","34.8669969","-84.3277743","Y","N","N","Y","brewpub","Brewpub","US","United States","USA","http://blueridgebrewery.com","","","","","",""
"I186SZ","Blue Ridge Brewing Company","Blue Ridge Brewing Co. is an established restaurant and brewery, offering 15 years of experience brewing only the finest of home brews and cooking an extraordinary array of unique dishes. Please, stop on by!    Born in the foothills of the Blue Ridge Mountains, Greenville's Brew-Pub continues to pay homage to one simple creed, to provide our customers the very best we can! We're as proud of Chef Rich's House-Made Menu as we are of Jay's Freshly Crafted Brews!","1995","N","https://s3.amazonaws.com/brewerydbapi/brewery/c7nI49/upload_vZ3qgw-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/c7nI49/upload_vZ3qgw-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/c7nI49/upload_vZ3qgw-large.png","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","217 North Main Street","Greenville","South Carolina","29601","864-232-4677","","34.8530045","-82.3981334","Y","N","N","Y","brewpub","Brewpub","US","United States","USA","http://www.blueridgebrewing.com/","","1995","","","",""
"Gv8T4E","Blue Sky Brewery","Hello and Welcome to Blue Sky Brewery    Thank you for taking the time to view our product and read a little into why our beer brand is unique.    I am proud of what we have accomplished as a team and most importantly how we have taken a regional, obscure brand and thrust it into the upper pantheon of International contemporary beers.Pride, passion, integrity and professionalism are all current corporate buzz words, however I believe in those words and they are why we are an on-going success.    It’s really about a team of people with a common goal. Our team is unique in that they, not only like each other, they actually like working together. Ego is based on the quality of product that they collectively create and deliver on a daily basis. This is why I am proud and why we are attracting so much kudos. People creating a product that is designed for people.    Yes it’s true that our part of the world has some of the cleanest table waters. Yes it is true that our part of the world also has the purest environment for us to deliver a beer that is free of preservatives and additives. Our product is from Cairns and I am proud to say after 20 years of living in Cairns I can give something back to Cairns.    I hope you can spend a few minutes and view our product range.    Thank you.  Benjamin Newman – Chairman","2008","N","https://s3.amazonaws.com/brewerydbapi/brewery/mWLjjv/upload_xeE6Io-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/mWLjjv/upload_xeE6Io-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/mWLjjv/upload_xeE6Io-large.png","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","Level 2, Cairns Square, Cnr Shields & Abbott St","Cairns","Queensland","4870","+61 7 4052 2888","","-16.9212804","145.7768921","Y","N","N","Y","micro","Micro Brewery","AU","Australia","AUS","http://www.blueskybrewery.com.au/","36","2008","","","",""
"gEYfGP","Blue Skye Brewery and Eats","Blue Skye Brewery and Eats is a new microbrewery and restaurant built around our cozy wood-fired pizza oven. We serve six varieties of in-house crafted beer along with a complete bar of bottled beer, wine and alcohol. In addition to pizza our menu includes quality sandwiches, salads and pub fare - all made in-house with fresh ingredients.   We are located on Santa Fe Avenue in downtown Salina, Kansas and are dedicated to the development of this historic district. We think you'll find our offerings and atmosphere a unique addition to the current mix of local dining choices. We hope you'll join us for quality food, fresh brew, and the gathering of good friends.","2013","N","https://s3.amazonaws.com/brewerydbapi/brewery/AVwv8F/upload_bBm57O-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/AVwv8F/upload_bBm57O-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/AVwv8F/upload_bBm57O-large.png","verified","Verified","2012-01-03 02:41:33","2014-07-25 13:55:35","116 N Santa Fe Ave","Salina","Kansas","67401","(785) 404-2159","Mon:  11:00am - 12:00am Tue:  11:00am - 12:00am Wed:  11:00am - 12:00am Thu:  11:00am - 12:00am Fri:  11:00am - 12:00am Sat:  11:00am - 12:00am Sun:  11:00am - 9:00pm  ","38.8412524","-97.6087845","Y","N","N","Y","brewpub","Brewpub","US","United States","USA","http://blueskyebrewery.com","","2013","","","",""
"FHzSic","Blue Spruce Brewing","Brewer, Rick Kane has been brewing beer since the early 90's. After brewing so long he decided to go to school and get a degree in Beer Engineering, which fit perfectly with his science teaching credential. His plan is to have 8-12 beers on tap, along with a couple of local guest taps.   The restaurant will feature taco shop mexican food. There will be appetizers that pair perfectly with beer, along with some sandwich and salad options.   We know that Highlands Ranch and Centennial have been waiting for a local brewery to call their own. Hold on tight, here we come!","2012","N","https://s3.amazonaws.com/brewerydbapi/brewery/tw2Iw0/upload_uotfnX-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/tw2Iw0/upload_uotfnX-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/tw2Iw0/upload_uotfnX-large.png","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","4151 E County Line Rd","Centennial","Colorado","80122","(303) 771-0590","Mon - Wed: 3:00 pm - 9:00 pm  Thu: 11:00 am - 9:00 pm  Fri - Sat: 11:00 am - 11:00 pm  Sun: 11:00 am - 9:00 pm","39.5661213","-104.9401725","Y","N","N","Y","micro","Micro Brewery","US","United States","USA","http://www.bluesprucebrewing.com","","2014","Unit G","","",""
"zz2QUa","Blue Stallion Brewing Company","Blue Stallion Brewing Co. is the newest craft brewery in Lexington, Kentucky. We make the finest German lagers and British Ales focusing on traditional brewing techniques and ingredients. We want to bring Lexington an experience in beer not available anywhere else.","2012","N","https://s3.amazonaws.com/brewerydbapi/brewery/5lZzL3/upload_5q1mQj-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/5lZzL3/upload_5q1mQj-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/5lZzL3/upload_5q1mQj-large.png","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","610 W. Third St.","Lexington","Kentucky","40508","(877) 928-2337","Mon - Thu: 4:00 pm - 11:00 pm  Fri: 4:00 pm - 12:00 am  Sat: 12:00 pm - 12:00 am  Sun: 12:00 pm - 10:00 pm","38.057211","-84.501574","Y","N","N","Y","micro","Micro Brewery","US","United States","USA","http://bluestallionbrewing.com/","","2012","","http://bluestallionbrewing.com/newsletter/","",""
"uKquc0","Blue Star Brewing Company","Owned and operated by Joey and Maggie Villarreal of Joey's on N. St. Mary's Street, the BSBC has been open since June 25, 1996. We offer medal-winning beers, an exceptional wine list, and delicious food. The brew pub is located in the Blue Star Arts Complex at 1414 S. Alamo, on the San Antonio river across the street from the Pioneer flour mill. The stainless steel vats and brewing facility are right at home in what was once an old beer storage warehouse. Friendly staff and warm wood decor make for a comfortable, casual atmosphere.","1996","N","https://s3.amazonaws.com/brewerydbapi/brewery/4nEMcq/upload_OAstIK-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/4nEMcq/upload_OAstIK-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/4nEMcq/upload_OAstIK-large.png","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","1414 South Alamo","San Antonio","Texas","78210","210-212-5506","","29.4103032","-98.4952838","Y","N","N","Y","micro","Micro Brewery","US","United States","USA","http://www.bluestarbrewing.com/","","1996","Suite 105","","",""
"WeZilR","Blue Tractor BBQ & Brewery","","","N","https://s3.amazonaws.com/brewerydbapi/brewery/y0BmWH/upload_DH94lY-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/y0BmWH/upload_DH94lY-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/y0BmWH/upload_DH94lY-large.png","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","207 E Washington St.","Ann Arbor","Michigan","48104","734-222-4095","","42.2804621","-83.7469743","Y","N","N","Y","brewpub","Brewpub","US","United States","USA","http://www.bluetractor.net/annarbor","","","","","",""
