"id","name","website","established","isOrganic","status","statusDisplay","createDate","updateDate","streetAddress","region","postalCode","latitude","longitude","isPrimary","inPlanning","isClosed","openToPublic","locationType","locationTypeDisplay","countryIsoCode","displayName","isoThree","numberCode","description","images__icon","images__medium","images__large","locality","phone","hoursOfOperation","yearOpened","extendedAddress","mailingListUrl","yearClosed","isoCode"
"zzWDFI","South Shore Brewery","http://www.southshorebrewery.com/","","N","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","808 West Main Street","Wisconsin","54806","46.5872389","-90.892107","Y","N","N","Y","micro","Micro Brewery","US","United States","USA","","The South Shore Brewery is dedicated to producing flavorful, innovative products. We use the best of traditional techniques and tap the resources of originality from our professional staff.","https://s3.amazonaws.com/brewerydbapi/brewery/Trrbu5/upload_M7rn6O-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/Trrbu5/upload_M7rn6O-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/Trrbu5/upload_M7rn6O-large.png","Ashland","715-682-9199","","","","","",""
"cJF1Oj","South Street Brewery","http://www.southstreetbrewery.com/","1998","N","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","106 South Street","Virginia","22902","38.029328","-78.482705","Y","N","N","Y","brewpub","Brewpub","US","United States","USA","","The South Street Brewery was founded in 1998, and is housed in the renovated H. H. Hankins Hay and Grain warehouse built in the late 1800’s. Old brick walls, hardwood floors and thick timber pillars provide a striking setting for our custom built brewhouse and a spacious, welcoming atmosphere in which to enjoy our fresh, handcrafted ales and lagers as well as our seasonal fare.  Our commitment to on-premises brewing ensures that only the highest quality ingredients are used and that the beer is always fresh. This commitment has earned us regional and international praise but more importantly, results in a wide selection of styles and new, creative recipes that we hope will continually have our customers discovering new favorites.  Our menu also reflects our dedication to originality and fresh ingredients. We offer a seasonal menu as well as nightly specials, including an eclectic sampling of Contemporary American, Asian-Pacific, Continental, Creole, Caribbean and regional Southern dishes.  Our cuisine and libations are all served in a friendly, relaxed manner that challenges the idea that excellence necessitates pretense. We hope you enjoy your visit to South Street and that you return soon.","","","","Charlottesville","434-293-6550","Mon - Thu:	 4:30 pm - 2:00 am  Fri - Sat: 11:30 am - 2:00 am  Sun:	11:30 am - 8:00 pm","1998","","","",""
"EcxpYA","Southampton Publick House","http://southamptonbrewery.com/","1996","N","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","40 Bowden Square","New York","11968","40.890256","-72.392707","Y","N","N","Y","brewpub","Brewpub","US","United States","USA","","The word about the quality of our beer began to get around the metro New York region as soon as we turned on the spigots and started to serve it in our Southampton restaurant. Almost from day one, leading restaurants, pubs and taverns have requested our crafted brews for  their own patrons. Our Brewmaster, Phil Markowski  has personally directed the flow of our ales and lagers into the finest outlets. Our Mission is to offer a wide variety of specialty ales and lagers.  Our small batch brews range from classic farmhouse styles to traditional sessions beers to be enjoyed year-round.","https://s3.amazonaws.com/brewerydbapi/brewery/6BaQ3W/upload_34ihW3-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/6BaQ3W/upload_34ihW3-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/6BaQ3W/upload_34ihW3-large.png","Southampton","631-283-2800","","1996","","","",""
"REvca8","Southbound Brewing Company","http://southboundbrewingco.com/","2011","N","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","107 East Lathrop","Georgia","31415","32.087018","-81.111901","Y","N","N","Y","micro","Micro Brewery","US","United States","USA","","Southbound Brewing Company is the first production microbrewery located in Savannah, Georgia. Southbound released our first brew on May 15, 2013, and we aspire to become the most innovating and exciting yet. We want to use our backgrounds, skills, and insights to shed light on the beauty of the craft beer industry to our local community. By bringing the American beer revolution to Savannah's back door, we hope to cater to the tastes of the South by tantalizing your taste buds and keeping things interesting!","https://s3.amazonaws.com/brewerydbapi/brewery/CnPWMY/upload_ZPWDRW-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/CnPWMY/upload_ZPWDRW-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/CnPWMY/upload_ZPWDRW-large.png","Savannah","(912) 777-3686","","","","","",""
"cM6SEN","Charleston","http://www.southendbrewery.com/","","N","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","161 East Bay Street","South Carolina","29401","32.778623","-79.9271186","Y","N","N","N","brewpub","Brewpub","US","United States","USA","","","","","","Charleston","843-853-4677","","","","","",""
"qwgdhb","Southern Appalachian Brewery","http://www.sabrewery.com/","2011","N","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","822 Locust St","North Carolina","28792","35.322374","-82.459547","Y","N","N","Y","micro","Micro Brewery","US","United States","USA","","We are a local micro brewery based in Hendersonville, North Carolina (about 20 miles south of Asheville). We look forward to seeing you in the tasting room!","https://s3.amazonaws.com/brewerydbapi/brewery/hdOVRn/upload_nrYquz-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/hdOVRn/upload_nrYquz-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/hdOVRn/upload_nrYquz-large.png","Hendersonville","828-684-1235","We’re open Wednesday – Sunday  Wednesday – Friday 4pm-close  Saturday & Sunday 2pm-close","2011","#100","","",""
"UVDdHM","Southern Bay Brewing Co.","http://www.southernbay.com.au","1988","N","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","80 Point Henry Rd","Victoria","3221","-38.1609264","144.4296434","Y","N","N","Y","micro","Micro Brewery","AU","Australia","AUS","36","Our Brewing Company was established in 1988, being re-named to Southern Bay Brewing Co. in 2005, so we have a long history in the beer business with traditional and innovative beers available.    Our Beers and Ale's are subject to very strict quality control and laboratory microbiology testing throughout all stages of production. Samples of each package product batch are subject to stringent Quality Control procedures before dispatch. Our Beers and Ale's are naturally brewed.    To ensure we produce the best product available, we have implemented many filters, sterilization processes and optional pasteurization. We want to ensure our product is at it’s best and remains that way for your peace of mind. We produce great crafted beer from a dedicated team of Brewers.","https://s3.amazonaws.com/brewerydbapi/brewery/LeJZox/upload_HWC3wr-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/LeJZox/upload_HWC3wr-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/LeJZox/upload_HWC3wr-large.png","Moolap","(03) 5248 5710","","","","","",""
"TGPRr2","Southern Brewing Co","","","N","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","7899 Bentwood Cir","Tennessee","38018","35.154765","-89.799347","Y","N","N","Y","micro","Micro Brewery","US","United States","USA","","","","","","Cordova","901-336-6055","","","","","",""
"5a8G0T","Southern Farmhouse Ales","http://www.southernfarmhouse.com/","","N","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","","Alabama","","32.607465","-85.481735","Y","Y","N","N","micro","Micro Brewery","US","United States","USA","","","https://s3.amazonaws.com/brewerydbapi/brewery/wGq7kf/upload_ubuf9U-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/wGq7kf/upload_ubuf9U-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/wGq7kf/upload_ubuf9U-large.png","Auburn","","","","","","",""
"htr49u","Southern Hops Brewing Company","http://southernhops.com/","","N","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","911 S Sunset Acres Ln","South Carolina","29501","34.1748577","-79.8321204","Y","N","N","Y","micro","Micro Brewery","US","United States","USA","","We are a locally owned and operated brew pub in Florence, S.C.. Our focus is to use local products, promote local bands and give people in Florence a place to call their own. So if your a local this place is for you. If your from out of town come in and see exactly what Florence has to offer.    Southern Hops offers handcrafted beer accompanied by great food and live music, as well as a level of service that defines southern hospitality.","https://s3.amazonaws.com/brewerydbapi/brewery/YaYvu6/upload_Lxf4Jr-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/YaYvu6/upload_Lxf4Jr-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/YaYvu6/upload_Lxf4Jr-large.png","Florence","843-260-2856","","","","","",""
"KDZsJL","Southern Oregon Brewing Company","http://www.sobrewing.com/","2006","N","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","1922 United Way","Oregon","97504","42.356287","-122.859156","Y","N","N","Y","micro","Micro Brewery","US","United States","USA","","Then we invite you to sample the hand-crafted brews of the Southern Oregon Brewing Company.  Brewed with uncompromised standards in Medford, Oregon, we’re dedicated to producing a full line of tantalizing brews using old-world brewing techniques and only the finest natural ingredients.    Served at discriminating restaurants and bars, one sip and you'll know that you've discovered something quiet extraordinary… beer that has been crafted by beer lovers for beer lovers.  As a Southern Oregon owned crafted brewery, we’re dedicated to the highest standards of quality and returning a percentage of our profits to the local community.","https://s3.amazonaws.com/brewerydbapi/brewery/GANyEU/upload_2aXCOU-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/GANyEU/upload_2aXCOU-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/GANyEU/upload_2aXCOU-large.png","Medford","541-776-9898?","","2006","","","",""
"g8pnb7","Southern Pacific Brewing","http://www.southernpacificbrewing.com/","","N","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","620 Treat","California","94110","37.7601299","-122.4140453","Y","N","N","Y","micro","Micro Brewery","US","United States","USA","","At the helm of Southern Pacific’s 15 barrel specific mechanical system is Andy French, whose clean, dry, true-to-style beers are the main features of a drinks lineup that boasts many attractions, including unique guest brews and high-caliber specialty cocktails","https://s3.amazonaws.com/brewerydbapi/brewery/f0wIsY/upload_LjJkRu-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/f0wIsY/upload_LjJkRu-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/f0wIsY/upload_LjJkRu-large.png","San Francisco","(415) 341-0152","Mon - Wed: 11:00 am - 12:00 am  Thu - Sat: 11:00 am - 2:00 am  Sun: 11:00 am - 12:00 am","","","","",""
"1Lis85","Southern Pines Brewing Company","http://www.southernpinesbrewing.com","2013","N","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","565 Air Tool Drive","North Carolina","28387","35.187027","-79.3718109","Y","Y","N","Y","micro","Micro Brewery","US","United States","USA","","Southern Pines Brewing Company is a craft brewery that produces the highest quality beer for your community.","https://s3.amazonaws.com/brewerydbapi/brewery/hJaj9K/upload_xZF1yx-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/hJaj9K/upload_xZF1yx-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/hJaj9K/upload_xZF1yx-large.png","Southern Pines","","","","","","",""
"wXIgSm","Southern Prohibition Brewery","http://www.kegandbarrel.com/","","N","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","1315 Hardy St","Mississippi","39401","31.3247995","-89.3116241","Y","N","N","Y","brewpub","Brewpub","US","United States","USA","","","","","","Hattiesburg","601-582-7148","","","","","",""
"Yr1UcD","Southern Star Brewing Company","http://www.southernstarbrewery.com/","2008","N","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","1207 N FM 3083 Rd E","Texas","77303","30.3464","-95.433773","Y","N","N","Y","micro","Micro Brewery","US","United States","USA","","Located in Conroe, Texas, Southern Star Brewing Company will provide Texans(and others) new craft beers to enjoy from our 10,000 square foot warehouse.     Production began in March of 2008 with our signature beer of Pine Belt Pale Ale which is in our distinctive 16oz can or in kegs. This has now expanded to include Bombshell Blonde(12oz cans) and Buried Hatchet Stout(12oz cans), but both are also kegged. These will just be a few of the ales we will be offering as we expand into seasonal batches, plus we just started our PRO-AM line of brews where home brewers can compete to have their recipe produced at our brewery(with the help of the creators if they desire). The winning entry will also be entered into the GABF.     Thanks to the help of our five distributors, we are able to get our brews to a variety of locations(including grocery stores, beverage shops, pubs and restaurants) throughout Texas and a few other states including Alabama, Florida, Indiana, Kentucky, Ohio, and South Carolina. Unfortunately due to laws in Texas we can't tell you where you can buy our beers, but we are working at trying to get them to as many of your favorite craft beer establishments as possible.","https://s3.amazonaws.com/brewerydbapi/brewery/Kp22MO/upload_TRPiPu-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/Kp22MO/upload_TRPiPu-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/Kp22MO/upload_TRPiPu-large.png","Conroe","936-441-2739","We hold tours every Saturday at 1pm","2008","","","",""
"BAkIle","Southern Sun Pub and Brewery","http://www.mountainsunpub.com/","","N","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","627 S Broadway St","Colorado","80305","39.984301","-105.2493333","Y","N","N","Y","brewpub","Brewpub","US","United States","USA","","","","","","Boulder","303-543-0886","","","","","",""
"nUT6v5","Southern Tier Brewing Company","http://www.southerntierbrewing.com/","2002","N","verified","Verified","2012-01-03 02:41:33","2014-10-27 14:23:02","2072 Stoneman Circle","New York","14750","42.1008305","-79.3356897","Y","N","N","Y","micro","Micro Brewery","US","United States","USA","","Southern Tier Brewing Company was founded in 2004 by Phineas DeMink and Allen Yahn with the vision of bringing small batch brewing back to a region rich in brewing tradition. In 2003 Skip and Phin purchased the defunct Old Saddle Back Brewing Co. in Pittsfield, Massachusetts. All the equipment was removed and brought back to Lakewood, New York and set up at its new 10,000 square foot home, The Southern Tier Brewing Company. The Brewery began operations in February 2004 distributing regionally. By 2005 sales covered the majority of the New York State and the eastern half of Pennsylvania. In the beginning their two Flagship brands were a Pilsner and Mild Ale. Oh yeah they also brewed IPA! As it turned out the flagships were a flop and the IPA was a huge success. They next launched a line of seasonal beers which have gained great success. Since the beginning, Southern Tier has experienced steady growth, currently distributing to over 25% of the United States. Multiple expansions have been made to keep up with demand and the brewery continues to be innovative by producing new products.  Keep a look out for new products coming to stores near you.","https://s3.amazonaws.com/brewerydbapi/brewery/x8kqVp/upload_wdaSlh-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/x8kqVp/upload_wdaSlh-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/x8kqVp/upload_wdaSlh-large.png","Lakewood","716-763-5479","","2002","","","",""
"PoBv4W","Southpaw Brewpub","","","N","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","315 Gregory St","New York","14620","43.141841","-77.603371","Y","N","N","Y","micro","Micro Brewery","US","United States","USA","","","","","","Rochester","","","","","","",""
"27ujDx","Southport","http://www.southportbrewing.com/","","N","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","2600 Post Rd","Connecticut","06890","41.1395209","-73.2785489","Y","N","N","Y","brewpub","Brewpub","US","United States","USA","","Welcome to SBC Restaurant & Brewery, where culinary excellence and brewing expertise has been a Connecticut staple since 1997. We are more than a restaurant; we’re a friendly neighbor with your comfort in mind. We are more than a brewery; we are a stylish escape with endless possibilities.    Our Branford, Stamford, Southport, & Milford locations offer tasty menu selections for brunch, lunch and dinner. Dining out should be a unique experience, and the staff at our five restaurants will ensure excellent service, delicious food and a memorable time. So bring in your family and friends and share in the SBC experience. Your table awaits...    SBC’s 27 home-brews are processed with the finest natural ingredients and will satisfy all patrons - from the casual taster to the sophisticated connoisseur. We invite you to sample our incredible selection in our comfortable dining rooms or distinctive taprooms.","https://s3.amazonaws.com/brewerydbapi/brewery/h0kWMH/upload_GDz0nT-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/h0kWMH/upload_GDz0nT-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/h0kWMH/upload_GDz0nT-large.png","Southport","203-256-2337","","","","","",""
"O7hh8Y","Stamford","http://www.southportbrewing.com/","","","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","131 Summer St","Connecticut","06901","41.054242","-73.540702","N","N","N","Y","brewpub","Brewpub","US","United States","USA","","","","","","Stamford","(203) 327-2337","","","","","",""
"0RQVHz","Branford","http://www.southportbrewing.com/","","","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","850 W Main St","Connecticut","06405","41.276456","-72.837169","N","N","N","Y","micro","Micro Brewery","US","United States","USA","","","","","","Branford","(203) 481-2337","","","","","",""
"cl9JRQ","Milford","http://www.southportbrewing.com/","","","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","33 New Haven Ave","Connecticut","06460","41.222802","-73.055273","N","N","N","Y","micro","Micro Brewery","US","United States","USA","","","","","","Milford","(203) 874-2337","","","","","",""
"qWgCz8","Sovina","","","N","new_unverified","New, Unverified","2014-11-02 18:29:51","2014-11-02 18:29:51","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"97arhZ","Spalter","http://www.spalter-bier.de","1879","N","new_unverified","New, Unverified","2014-10-18 20:51:44","2014-10-18 20:51:44","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"eRdXNO","Spanish Peaks Brewing","http://www.blackdogales.com/","","N","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","Polson MT 59860","Montana","","47.695557","-114.184998","Y","N","N","Y","micro","Micro Brewery","US","United States","USA","","","","","","Polson","","","","","","",""
"GlMLWp","Spaten-Franziskaner-Bräu","http://www.spatenusa.com/","1397","N","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","Marsstr. 46+48","","80335","48.14501","11.55419","Y","N","N","Y","micro","Micro Brewery","DE","Germany","DEU","276","Spaten has been a leading exporter of German beer for more than a century. We played a crucial role in establishing the present superior worldwide reputation for German beer. The basis of our continuously expanding export figures was a healthy pioneering spirit that led us to set up a network of committed import partners at an early date. Today people all over the world take pleasure in drinking original Spaten beers, not only in the neighbouring states of France, Austria and Switzerland, but also in Italy, Spain, Scandinavia and the United States.","https://s3.amazonaws.com/brewerydbapi/brewery/o5vGy8/upload_mfTiw3-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/o5vGy8/upload_mfTiw3-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/o5vGy8/upload_mfTiw3-large.png","Munich","+49 (0)89 - 5200 0","","1397","","","",""
"t559gG","Speakeasy Ales and Lagers","http://www.goodbeer.com/","1997","N","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","1195-A Evans Avenue","California","94124","37.7382569","-122.3802492","Y","N","N","Y","micro","Micro Brewery","US","United States","USA","","In a typically foggy San Francisco summer in 1997, we were determined to bring our unique West Coast-style beers from the underground to the masses. Defiantly producing small batches of beer in a secret warehouse in San Francisco’s long forgotten Butchertown District, we quickly gained a fiercely loyal following with bold, complex beers and striking 1920’s imagery. Starting with a single, iconic beer that immortalized the spirit of the bootleggers who persevered when America’s taps ran dry—a bold, hoppy amber ale known as Prohibition Ale—we now brew a wide array of acclaimed beers from hoppy pale ales to stouts aged in whiskey barrels. After 16 years of making great beer in the Bay Area, we have grown by leaps and bounds, yet we still produce many of our beers on the original steam-fired brewhouse that started it all.","https://s3.amazonaws.com/brewerydbapi/brewery/QPe57Z/upload_t8ClLn-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/QPe57Z/upload_t8ClLn-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/QPe57Z/upload_t8ClLn-large.png","San Francisco","415-642-3371","Mon - Thu:	9:00 am - 10:00 am  Fri - Sat:	12:00 pm - 10:00 pm","1997","","","",""
"VOnxph","Spearhead Brewing Company","http://spearheadbeer.com/","2011","N","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","","Ontario","","43.64856","-79.385324","Y","N","N","Y","micro","Micro Brewery","CA","Canada","CAN","124","Founded in 2011 by Dimitri van Kampen, Spearhead Brewing Company is a family-run craft brewery located in Toronto, Canada. At its heart is the partnership of Dimitri and Martin Villeneuve, a passion for real beer and a dedication to brewing Beer Without BoundariesTM. At Spearhead, we believe in beer's unlimited potential. We don't adhere to the limitations set by traditional style definitions. We use unusual ingredients and brewing methods to make all-natural craft beer in small batches that is so distinctive and delicious we hope it cannot be judged by ordinary standards.","https://s3.amazonaws.com/brewerydbapi/brewery/9c8L2r/upload_7mOBng-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/9c8L2r/upload_7mOBng-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/9c8L2r/upload_7mOBng-large.png","Toronto","416-907-6952","","2011","","","",""
"ACcvaU","Spellbound Brewing","http://www.spellboundbrewing.com/","","N","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","10 Lippincott Lane","New Jersey","08060","39.9926345","-74.8026338","Y","N","N","Y","micro","Micro Brewery","US","United States","USA","","Our mission is to brew the finest ales in the Northeast. We want to make sure that our beers are approachable to people just starting in the craft beer world, yet with enough complexity for the beer geek. Our goal is to brew several year round beers with a diverse lineup of seasonal and one time beers.","https://s3.amazonaws.com/brewerydbapi/brewery/h7fD42/upload_7OPPGT-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/h7fD42/upload_7OPPGT-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/h7fD42/upload_7OPPGT-large.png","Mount Holly","(609) 744-0665","","","Unit 12","","",""
"TpiDMC","Spendrups","http://www.spendrups.se/","1897","Y","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","Vårby allé 39","Vårby","143 40","","","Y","N","N","Y","micro","Micro Brewery","SE","Sweden","SWE","752","pendrups is a brewery with 1000 dedicated employees and with total sales SEK 3,1 bn. It is a family company, founded in 1897.    The Spendrup family with Fredrik Spendrup as CEO and Ulf Spendrup as vice CEO among others, is today very active in the company.    Spendrups unite strong traditions with innovations. Today, the fourth generation of Spendrup works at the company and many employees have worked with us for decades.","","","","","08-672 77 00","","","","","",""
"NFmyNO","Spey Valley Brewery","","","N","new_unverified","New, Unverified","2014-11-01 18:12:37","2014-11-01 18:12:37","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SmLlGS","Spezialitätenbrauerei Eckart","http://www.brauerei-eckart.de/","2006","N","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","Am Diek 12","","39326","52.299248","11.595782","Y","N","N","Y","micro","Micro Brewery","DE","Germany","DEU","276","","","","","Colbitz","","","","","","",""
"7iWlz8","Spider Bite Brewing Co.","http://spiderbitebeer.com/","2011","N","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","","New York","","40.787255","-73.067874","Y","N","N","Y","micro","Micro Brewery","US","United States","USA","","Beers are being distributed around Long Island and the city now. We will be posting new locations as the beers go on tap so keep checking back.","https://s3.amazonaws.com/brewerydbapi/brewery/JKTKVi/upload_oNpWVt-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/JKTKVi/upload_oNpWVt-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/JKTKVi/upload_oNpWVt-large.png","Holbrook","631-942-3255","","2011","","","",""
"k2Fa8Z","Spilker Ales","","","N","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","300 West Fourth Street","Nebraska","68331","40.505766","-96.707035","Y","N","N","Y","micro","Micro Brewery","US","United States","USA","","","","","","Cortland","1-402-798-7445","","","","","",""
"RJSfCx","Spinnaker Bay Brewing","http://spinnakerbaybrewing.com/","2012","N","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","5718 Rainier Ave. S","Washington","98118","47.5506562","-122.2773598","Y","N","N","Y","micro","Micro Brewery","US","United States","USA","","Spinnaker Bay Brewing is a woman founded, built, owned and run brewery.","https://s3.amazonaws.com/brewerydbapi/brewery/X60E3Q/upload_F6zHcc-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/X60E3Q/upload_F6zHcc-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/X60E3Q/upload_F6zHcc-large.png","Seattle","(206) 725-2337","Wed - Fri: 5:00pm - 9:30pm  Sat: 3:00pm - 7:00pm","2012","","","",""
"nwNOxm","Spiteful Brewing","http://spitefulbrewing.com/","2010","N","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","1815 W. Berteau Ave","Illinois","60613","41.957864","-87.67481","Y","N","N","Y","nano","Nano Brewery","US","United States","USA","","Spiteful Brewing was founded in January 2010 by Brad Shaffer and Jason Klein. While the brewery is new, we have known each other since we were kids. It was a friendship that started instantly following a spiteful incident during a hockey game on the pond. Initially home brewing in the kitchen on a stove, we’ve slowly upgraded our system as we gained experience and understanding of the brewing process. We now have a Brew-Magic system by Sabco, which is a 13 gallon semi automated pilot brewery.     As a nanobrewery our goal is to supply a few great bars in Chicago with kegs that we will hand deliver. Our beers are made with the freshest malts, hops, and yeast purchased locally. This provides much more flavor compared to typical light beer massed produced today. We have moved into our new commercial space located just south of the Ravenswood neighborhood and have approval from the federal government. We are currently working towards our state permits.","https://s3.amazonaws.com/brewerydbapi/brewery/qlwwem/upload_jTJlM5-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/qlwwem/upload_jTJlM5-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/qlwwem/upload_jTJlM5-large.png","Chicago","","","2010","Unit #15","","",""
"MLyOI0","Spoetzl Brewery","http://www.shiner.com/","1909","N","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","603 East Brewery Street","Texas","77984","29.434494","-97.166729","Y","N","N","Y","micro","Micro Brewery","US","United States","USA","","Spoetzl was founded in 1909, and claims to be the oldest independent brewery in Texas. A group of businessmen incorporated Shiner Brewing Association and placed Herman Weiss in as the company's first brewmaster. In 1914 a German immigrant brewer named Kosmas (or Kosmos) Spoetzl co-leased with Oswald Petzold with an option to buy in 1915. Spoetzl had attended brewmaster's school and apprenticed for three years in Germany, worked for eight years at the Pyramids Brewery in Cairo, Egypt, and then worked in Canada. He moved to San Antonio in search of a better climate for his health, bringing with him a family recipe for a Bavarian beer made from malted barley and hops.","https://s3.amazonaws.com/brewerydbapi/brewery/f35hQR/upload_8SElvW-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/f35hQR/upload_8SElvW-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/f35hQR/upload_8SElvW-large.png","Shiner","800-574-4637","","1909","","","",""
"yfhCRR","Sports Brew Pub","http://sportsbp.com/","","N","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","166 Maple St.","Michigan","48192","42.2021886","-83.1514293","Y","N","N","Y","brewpub","Brewpub","US","United States","USA","","","","","","Wyandotte","734-285-5060","","","","","",""
"azQ0as","Sports City Cafe & Brewery","","","N","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","","California","","32.842592","-117.272276","Y","N","N","Y","micro","Micro Brewery","US","United States","USA","","","","","","La Jolla","","","","","","",""
"KWQ56O","Sportsman Brewing Company","http://www.sportsmanbrewingcompany.co.uk","2011","N","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","1 St Johns Road","West Yorkshire","HD1 5AY","53.650349","-1.7842224","Y","N","N","Y","micro","Micro Brewery","GB","United Kingdom","GBR","826","The Sportsman Brewing Company a pub nano-brewery housed in the Sportsman, Huddersfield. Our mission is to brew our own unique real ales which will be available at the Sportsman, the West Riding Refreshment Rooms the Cricketers Arms and Stalybridge Buffet Bar.","https://s3.amazonaws.com/brewerydbapi/brewery/KiLbBg/upload_uJBc5b-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/KiLbBg/upload_uJBc5b-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/KiLbBg/upload_uJBc5b-large.png","Huddersfield","07766 131123","","","","","",""
"DJ8okJ","Sprague Farm & Brew Works","http://www.sleepingchainsaw.com/","","N","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","22019 US Highway 6","Pennsylvania","16440","41.775942","-80.1073505","Y","N","N","Y","micro","Micro Brewery","US","United States","USA","","Here at Sprague Farm & Brew Works we practice the ""mixed mashall arts.""   We embrace untamed and extreme brewing ideas along with our common sense philosophy:   ""Approach your day (and your beer) the Sprague way!""","https://s3.amazonaws.com/brewerydbapi/brewery/3mjLMk/upload_ctMQ4W-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/3mjLMk/upload_ctMQ4W-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/3mjLMk/upload_ctMQ4W-large.png","Venango","814-398-2885","","","","","",""
