"id","name","description","website","established","isOrganic","images__icon","images__medium","images__large","status","statusDisplay","createDate","updateDate","streetAddress","locality","region","postalCode","hoursOfOperation","latitude","longitude","isPrimary","inPlanning","isClosed","openToPublic","locationType","locationTypeDisplay","countryIsoCode","yearOpened","displayName","isoThree","phone","extendedAddress","numberCode","yearClosed","mailingListUrl"
"EWHONS","Dingle Brewing Company","Awesome lager, naturally brewed! That’s what is in store for you when you sample Tom Crean’s lager at the Dingle Brewing Company. Take a tour of our brewery, which began operating as a creamery in1888. Learn the fascinating story of how we created this premium lager and how it’s brewed using only the finest ingredients.    At the end of your tour, enjoy a pint of Crean’s at the bar in a warm, relaxed atmosphere. Discover amazing stories about the legendary Antarctic explorer, Tom Crean, after whom our lager is named. Our friendly staff are available at all time to answer questions to ensure you get fantastic value for money and a treasure-trove of intriguing information.    Nestled at the base of the majestic Conor Pass, the Dingle Brewing Company is on Spa Road on the outskirts of Dingle, Co Kerry, on the Wild Atlantic Way. Start your Crean’s lager experience here, enjoy it in pubs throughout your visit to Ireland","http://http://dinglebrewingcompany.com/","2011","N","https://s3.amazonaws.com/brewerydbapi/brewery/UfTXZT/upload_ZGx1OW-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/UfTXZT/upload_ZGx1OW-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/UfTXZT/upload_ZGx1OW-large.png","verified","Verified","2012-01-03 02:41:33","2014-10-15 16:49:06","Spa Road","","Dingle","","Mon:  11:00am - 6:00pm Tue:  11:00am - 6:00pm Wed:  11:00am - 6:00pm Thu:  11:00am - 6:00pm Fri:  11:00am - 6:00pm Sat:  11:00am - 6:00pm Sun:  11:00am - 6:00pm  ","52.1441811","-10.2616602","Y","N","N","Y","brewpub","Brewpub","IE","","Ireland","IRL","","","372","",""
"ZL5BCn","Dinkelacker-Schwaben Bräu","","","","N","","","","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","Tbinger Strae 46","Stuttgart","Baden-Wrttemberg","","","48.7679432","9.1706715","Y","N","N","Y","micro","Micro Brewery","DE","","Germany","DEU","49-(0)711-/-6481-0","","276","",""
"NZ6xv9","Dirtbag Ales LLC","Dirtbag Ales was originally conceived amongst friends who had a love of great beer and a quest for fun.  We were brought together through our love of country, stayed together for the love of beer. Dirtbag Ales has tapped their curious imagination, combined blood oranges with a traditional kolsch recipe, and brought this crisp ale to new heights. For the refined tastes of the modern man.","http://www.dirtbagales.com/","2014","N","https://s3.amazonaws.com/brewerydbapi/brewery/G21vGb/upload_QIhlye-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/G21vGb/upload_QIhlye-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/G21vGb/upload_QIhlye-large.png","verified","Verified","2012-01-03 02:41:33","2014-10-15 13:22:54","","","North Carolina","","","35.7595731","-79.0192997","Y","N","Y","N","micro","Micro Brewery","US","","United States","USA","","","","",""
"Q8hjek","Dirty Bucket Brewing Company","Dirty Bucket Brewing Co. started over exactly that...a dirty bucket. Brewing in the garage and pondering the idea of creating a place where we can share our beers and passion for creating them. After we took that leap of faith towards brewing as a profession we needed a name. Holding true to our ""Home Brewing"" roots the name Dirty Bucket Brewing Co. was tossed up and the more we thought about it the more we realized there truly was no other name that better describes our passion.    By creating smaller batches we are able to maintain an intimate level of craftsmanship and rotate different styles of beers more frequently giving our customers a wider range of beers to choose from","http://www.dirtybucketbrewery.com/","2012","N","https://s3.amazonaws.com/brewerydbapi/brewery/JQCCB0/upload_gLIfmr-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/JQCCB0/upload_gLIfmr-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/JQCCB0/upload_gLIfmr-large.png","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","19151 144th Ave NE","Woodinville","Washington","98072","Friday:  4:00pm - 9:00pm  Saturday:  12:00pm - 7:00pm  Sunday:  Closed","47.766217","-122.147677","Y","N","N","Y","nano","Nano Brewery","US","2012","United States","USA","206-819-1570","Suite 101","","",""
"nyWnVf","Dirty Dog Brewing","","http://www.dirtydogbrewing.com/","","N","https://s3.amazonaws.com/brewerydbapi/brewery/Um9ykB/upload_ZGLdWg-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/Um9ykB/upload_ZGLdWg-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/Um9ykB/upload_ZGLdWg-large.png","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","11 Eagle Trail","Tijeras","New Mexico","87059","","35.0879443","-106.3908344","Y","N","N","Y","micro","Micro Brewery","US","","United States","USA","505-730-2126","","","",""
"UfTXZT","Dirty Hands Brewing Company","The road to the creation of Dirty Hands Brewing began during those halcyon days of college where Grant (UCLA) and Phil (University of Utah/University of Wyoming) started developing an appreciation for great beer. They first met during graduate school at the University of Minnesota where the fates would have it, they joined the same chemistry research group.  The guys spent many a night proving the adage of their PhD (piled higher & deeper) advisor, “The true test of running a scientific instrument is being able to operate it after a few beers.”  After graduation, Grant and Phil pursued different career paths, Grant went the academic route, while Phil initially started out in the chemical industry, but then wised up and conned people into hiring him as a beer then wine chemist.  After a few years of chasing the academic and corporate dollar, the boys wised up and decided to strike out on their own.  They landed in Vancouver, WA (which was the first Vancouver, by the way) and started up Dirty Hands Brewing Company.  From the start, their goal was to brew full flavored beers that were both balanced and highly drinkable.  So, they set to work, getting their hands dirty renovating the space that was the old Columbian Newspaper building to a working brewery and taproom.  Speaking of the newspaper, that’s how the name came about.  Think of reading a hard copy paper and how your hands would look from getting newsprint all over them!  The brewery also strives to honor the working past of Vancouver and Washington state by using locally sourced ingredients in the beer and food that we serve.","http://dirtyhandsbrewing.com","","N","https://s3.amazonaws.com/brewerydbapi/brewery/ywrnRJ/upload_kHJSLD-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/ywrnRJ/upload_kHJSLD-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/ywrnRJ/upload_kHJSLD-large.png","verified","Verified","2012-01-03 02:41:33","2014-09-23 15:46:51","114 E. Evergreen Blvd","Vancouver","Washington","98660","Mon:  12:00pm - 10:00pm Tue:  12:00pm - 10:00pm Wed:  12:00pm - 10:00pm Thu:  12:00pm - 10:00pm Fri:  12:00pm - 10:00pm Sat:  12:00pm - 10:00pm  Closed on Sundays.","45.6287692","-122.6711219","Y","N","N","Y","brewpub","Brewpub","US","","United States","USA","360-258-0413","","","",""
"6tTU3c","Discretion Brewing","Discretion Brewing is a family-owned brewery dedicated to producing handcrafted organic beer of consistent high quality. We are known for quality and elegance in both our products and our presence in the community. Our name speaks to our desire to be wise and full of care as we go about our business. We encourage the notion that we all have the freedom to decide what we consume.     We have defined ""Discretion"" with the words, ""wisdom,"" ""wit,"" and kindness."" These are qualities that we hope will define our interactions with each other, our customers, and our community.     Choose Goodness. Have Discretion.","http://www.discretionbrewing.com/","2011","N","https://s3.amazonaws.com/brewerydbapi/brewery/AXcWvQ/upload_9w5fFH-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/AXcWvQ/upload_9w5fFH-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/AXcWvQ/upload_9w5fFH-large.png","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","2703 41st Ave.","Soquel","California","95073","Mon - Sun: 11:30 am - 9:00 pm","36.9854005","-121.9649343","Y","N","N","Y","micro","Micro Brewery","US","2011","United States","USA","(831) 316-0662","Suite A","","",""
"JQCCB0","Distelhäuser","","http://www.distelhaeuser.de/","1876","N","","","","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","Grünsfelder Straße 3","Tauberbischofsheim","","97941","","49.623524","9.665531","Y","N","N","Y","micro","Micro Brewery","DE","","Germany","DEU","","","276","",""
"JnZRas","District 14 Brewery & Pub","District 14 serves as a small scale neighborhood brewery. With 10 tap lines, half of the taps are constantly rotating.","Www.D14beer.com","","N","https://s3.amazonaws.com/brewerydbapi/brewery/uzOl1k/upload_uQThJi-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/uzOl1k/upload_uQThJi-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/uzOl1k/upload_uQThJi-large.png","verified","Verified","2012-01-03 02:41:33","2014-10-06 16:39:55","2273 S Howell","Milwaukee","WI","53207","","43.003118","-87.905064","N","N","N","Y","brewpub","Brewpub","US","","United States","USA","414-744-3044","","","",""
"wR622m","Dithmarscher Brauerei Karl Hintz","","","1884","N","","","","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","Oesterstraße 18","Marne","Schlewsig-Holstein","D-25709","","53.953747","9.012291","N","N","N","Y","micro","Micro Brewery","DE","","Germany","DEU","","","276","",""
"QIFbf6","Dix Barbecue & Brewery","","","","N","","","","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","871 Beatty Street","Vancouver","British Columbia","V6B 2M6","","49.2767209","-123.1153004","Y","N","Y","Y","brewpub","Brewpub","CA","","Canada","CAN","604-682-2739","","124","",""
"2byPoX","Dixie Brewing","","","","N","","","","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","2401 Tulane Avenue","New Orleans","Louisiana","70119","","29.960645","-90.087108","Y","N","N","Y","micro","Micro Brewery","US","","United States","USA","1-504-822-8711","","","",""
"evhDxy","Dixon's Downtown Grill","(No longer brewing)","","","N","","","","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","","Denver","Colorado","80202","","39.75054","-104.997419","Y","N","Y","Y","micro","Micro Brewery","US","","United States","USA","1-303-573-6100","","","",""
"yZ0lGj","Do Can","The Do Can Brewery in Lowell, MA was founded to provide great beer and an even better beer drinking experience. With so many great beers being brewed throughout the country it wasn't enough to make another clone of this scripted style or that trendy brew.","http://docanbrewery.com","","N","https://s3.amazonaws.com/brewerydbapi/brewery/fqhd5p/upload_LTrj78-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/fqhd5p/upload_LTrj78-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/fqhd5p/upload_LTrj78-large.png","verified","Verified","2012-01-03 02:41:33","2014-10-20 16:22:19","44 Stedman St","Lowell","Massachusetts","01851","","42.628673","-71.3496913","Y","N","N","Y","tasting","Tasting Room","US","","United States","USA","508-572-0425","Suite 4","","",""
"vjv0KR","Döbbecke","","http://www.doebbecke.de/","1877","N","","","","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","Sutelstraße 5","Hanover","","30659","","52.419822","9.798216","Y","N","N","Y","micro","Micro Brewery","DE","","Germany","DEU","","","276","",""
"HFQ27P","Dock Street Brewery","Founded in 1985, Dock Street Brewing Co. was the first microbrewery in Philadelphia and one of the first in the country.  Today, Dock Street is a small artisanal brewery that finds its home in a magnificent historic firehouse on the corner of 50th and Baltimore Ave., in a progressive, eclectic and counter-culture neighborhood that reflects Dock Street's philosophy.  Dock Street has a rich brewing history, a reputation for exceptional quality, innovation and brewing distinctive beers.  Dock Street continues to experiment and push the boundaries of the movement it helped build.","http://www.dockstreetbeer.com","1985","N","https://s3.amazonaws.com/brewerydbapi/brewery/p3YrOa/upload_H61RBt-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/p3YrOa/upload_H61RBt-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/p3YrOa/upload_H61RBt-large.png","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","701 S. 50th Street","West Philly","Pennsylvania","19143","","39.9477956","-75.2229305","Y","N","N","Y","micro","Micro Brewery","US","","United States","USA","(215)-726-2337","","","","http://www.dockstreetbeer.com/Contact.html"
"tZ8qGq","Dockside Brewing","","","","N","","","","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","1253 Johnston Street","Vancouver","British Columbia","","","49.26978","-123.1322229","Y","N","N","Y","micro","Micro Brewery","CA","","Canada","CAN","1-604-685-7070","","124","",""
"UoXcp7","Doctor's Orders Brewing","From humble beginnings producing niche full flavoured ales via commercial collaborations in New South Wales, Doctor’s Orders Brewing is now producing seasonal beers for wider distribution in Australia.     Doctor’s Orders Brewing is all about special thought provoking and inspirational beers released seasonally, with availability across Australia currently on draft only (including growler fills at specialty liquor stores). The ethos is simple, produce beers that are intriguing based on emerging, historical and/or rare styles often with a twist but always with balance that enables you to have more than one.","http://www.doctorsordersbrewing.com/www/About.html","","N","https://s3.amazonaws.com/brewerydbapi/brewery/RYFc7t/upload_MGhBwy-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/RYFc7t/upload_MGhBwy-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/RYFc7t/upload_MGhBwy-large.png","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","","","Sydney","","","-33.8674869","151.2069902","Y","N","N","Y","micro","Micro Brewery","AU","","Australia","AUS","","","36","",""
"VsreQH","Dodging Duck Brewhaus","The Dodging Duck Brewhaus is located in Boerne, Texas, in the Texas Hill Country. We have an eclectic menu of international and local favorites, from Thai Lettuce Wraps to Chimichurri Grilled Beef Tenderloin to Bratwurst & Sauerkraut. Best of all, we brew great beer! We've already won three gold and three silver medals at the World Beer Championships!","http://www.dodgingduck.com/","","N","","","","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","402 River Rd","Boerne","Texas","78006","","29.78989","-98.725933","Y","N","N","Y","brewpub","Brewpub","US","","United States","USA","830-248-3825","","","",""
"8CaSZi","Doemens e.V.","","","","N","","","","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","Stefanusstrae 8","Grfelfing","Bayern","","","48.11505","11.43524","Y","N","N","Y","micro","Micro Brewery","DE","","Germany","DEU","49-(0)89-/-85805-0","","276","",""
"KBQTlS","Main Office","Our mission is to provide the highest quality crafted beers that deliver a message of gratitude for the selfless sacrifice of our nation’s military. Our fallen warriors are not just nameless and faceless statistics, but great Americans with stories of courage and inspiration.     Dog Tag Brewing works with Gold Star families and details the stories of their fallen loved ones on each can. Better yet, a portion of our proceeds are donated to select organizations to individually honor each fallen warrior featured on our IPA and Lager brews. We invite you to learn more about each hero on our website, dogtagbrewing.com.    Dog Tag Brewing is combat-veteran owned. We are profoundly grateful to our nation's military families and will ensure that their loved ones are not forgotten through our unique can design, community outreach and charitable giving. Please remember these great Americans, salute their sacrifice and enjoy our beer.","http://dogtagbrewing.com","2014","N","https://s3.amazonaws.com/brewerydbapi/brewery/Oe91o4/upload_V92yFm-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/Oe91o4/upload_V92yFm-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/Oe91o4/upload_V92yFm-large.png","verified","Verified","2012-01-03 02:41:33","2014-07-31 11:26:37","PO BOX 768","Belgrade","Montana","59714","","45.7762463","-111.1770945","Y","N","N","N","office","Office","US","2014","United States","USA","","","","",""
"Mq24sa","Dogfish Head Craft Brewery","Dogfish Head Craft Brewery makes off-centered ales for off-centered people.  Since 1995, Dogfish has brewed with nonstandard ingredients such as raisins, chicory, maple syrup, and grapes, changing the way people think about beer.  Dogfish believes beer can have as much flavor, complexity, diversity, food-compatibility and ageability as the world's finest wines.  To discover your favorite off-centered ale, visit www.dogfish.com","http://www.dogfish.com/","1995","N","https://s3.amazonaws.com/brewerydbapi/brewery/g0jHqt/upload_WaJNQt-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/g0jHqt/upload_WaJNQt-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/g0jHqt/upload_WaJNQt-large.png","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","6 Cannery Village Center","Milton","Delaware","19968","","38.770622","-75.310893","Y","N","N","Y","micro","Micro Brewery","US","1995","United States","USA","302-684-1000","","","",""
"57kBD4","Dogfish Head Brewings & Eats","","http://www.dogfish.com/","","","","","","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","320 Rehoboth Avenue","Rehoboth Beach","Delaware","19971","Open 7 Days, Year Round! Open at noon for LUNCH everyday, & we serve DINNER every night!","38.715362","-75.086898","N","N","N","Y","brewpub","Brewpub","US","1995","United States","USA","302-226-2739","","","",""
"hRSzMV","DFH Alehouse, Gaithersburg","","http://www.dogfishalehouse.com/dogfish-head-alehouse-gaithersburg.html","","","","","","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","800 West Diamond Ave.","Gaithersburg","Maryland","20878","Monday - Wednesday: 11:30am to 11:00pm  Thursday: 11:00am to 11:00pm  Friday-Saturday: 11:00am to 12:00am  Sunday: 11:30am to 10:00pm","39.142971","-77.215924","N","N","N","Y","restaurant","Restaurant/Ale House","US","1995","United States","USA","301-963-4847","","","",""
"JlBnVw","DFH Alehouse, Falls Church","","http://www.dogfishalehouse.com/dfh-alehouse-falls-church.html","","","","","","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","6220 Leesburg Pike","Falls Church","Virginia","22044","Monday - Thursday: 11:30am to 11:00pm  Friday - Saturday: 11:30am to 12:00am  Sunday: 11:30 am to 10:00pm","38.870041","-77.151446","N","N","N","Y","restaurant","Restaurant/Ale House","US","1995","United States","USA","703-534-3342","Seven Corners Shopping Center","","",""
"w4ubfN","DFH Alehouse, Fairfax","","http://www.dogfishalehouse.com/dfh-alehouse-fairfax.html","","","","","","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","13041 Lee Jackson Memorial Hwy","Fairfax","Virginia","22033","Monday - Thursday: 11:30am to 11:00pm  Friday - Saturday: 11:30am to 12:00am  Sunday: 11:30am to 10:00pm","38.880695","-77.397333","N","N","N","Y","restaurant","Restaurant/Ale House","US","1995","United States","USA","703-961-1140","","","",""
"G6YxtQ","Dois Corvos","American-style craft beer in Lisbon, Portugal.","http://www.doiscorvos.pt","2014","N","https://s3.amazonaws.com/brewerydbapi/brewery/n1bFMy/upload_8DZXma-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/n1bFMy/upload_8DZXma-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/n1bFMy/upload_8DZXma-large.png","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","","","Lisbon","","","38.7222524","-9.1393366","Y","N","N","Y","micro","Micro Brewery","PT","2013","Portugal","PRT","","","620","",""
"z9kt21","Dolores River Brewery","Dolores River Brewery was founded under the premise that everybody needs somebody, and every community should have a comfortable place to hang out with that somebody!  We strive everyday to create that place.  A place where you can meet old friends and new ones over a beer, and some good food.  A place where you can kick your shoes off and let your hair down, a place where you can experience joy and laughter to occasional live music, and a place where no one is the fool, because everyone is!","http://www.doloresriverbrewery.com/","","N","https://s3.amazonaws.com/brewerydbapi/brewery/LjKPCU/upload_drbf0H-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/LjKPCU/upload_drbf0H-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/LjKPCU/upload_drbf0H-large.png","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","100 S 4th St","Dolores","Colorado","81323","","37.4743893","-108.5047439","Y","N","N","Y","brewpub","Brewpub","US","","United States","USA","970-882-4677","","","",""
"Y3doTs","Cologne","","http://domkoelsch.de/","1894","N","","","","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","Charlottenstraße 72","Köln","","51149","","50.904942","7.029847","N","N","N","Y","micro","Micro Brewery","DE","","Germany","DEU","","","276","",""
"ANMcdJ","Frechen","","","","","","","","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","Gottlieb-Daimler-Straße 13","Frechen","","50226","","50.922393","6.819725","Y","N","N","Y","micro","Micro Brewery","DE","","Germany","DEU","","","276","",""
"pWBBj2","Field Bordatto","","http://domainebordatto.com/","2001","N","https://s3.amazonaws.com/brewerydbapi/brewery/EiCuSk/upload_EZiIes-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/EiCuSk/upload_EZiIes-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/EiCuSk/upload_EZiIes-large.png","verified","Verified","2012-01-03 02:41:33","2014-10-20 19:05:04","","Jaxu","","64220","","43.195854","-1.191563","Y","N","N","Y","micro","Micro Brewery","FR","","France","FRA","05 59 49 18 22","","250","",""
"vZBJHc","Domaine de Kervéguen","Domaine de Kervéguen is a family owned business started by my paternal grandfather.  In addition to working on his farm, I delivered barrels of cider to cafes during the 2nd World War.","http://www.kerveguen.fr/","","N","","","","verified","Verified","2014-07-10 15:43:01","2014-07-11 17:40:46","","","","","","","","","","","","","","","","","","","","","",""
"NpZWdG","Domaine Dupont","","http://www.calvados-dupont.com/","","N","https://s3.amazonaws.com/brewerydbapi/brewery/H73z9W/upload_hWk6j6-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/H73z9W/upload_hWk6j6-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/H73z9W/upload_hWk6j6-large.png","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","Lieu-dit La Vigannerie","","14430 Victot-Pontfol","","","49.1740955","0.0090257","Y","N","N","Y","micro","Micro Brewery","FR","","France","FRA","+33 2 31 63 24 24","","250","",""
"k7yRnr","Domhof Hausbrauerei","","","1988","N","","","","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","Große Himmelsgasse 6","Speyer","Rheinland-Pfalz","D-67346","","49.317562","8.440371","N","N","N","Y","micro","Micro Brewery","DE","","Germany","DEU","","","276","",""
"bTThBS","Doodle Brewing Company","The Doodle Brewing Company was started by Nick Vaughn in 2008. Nick graduated from the University of Missouri-Columbia with a degree in Chemical Engineering. After graduation, Nick got a call from the Harpoon Brewery in Boston and they were willing to give him a shot. While he was working out east, he enjoyed the superb beer culture and variety of beers available in New England. But he knew that he would one day return to Missouri. Finally, after three years, probably too many beers, and the addition of his son, Nick finally got his chance to come back to Missouri. He worked at a small brewpub in Kansas City called The 75th Street Brewery where he was able to experiment with many different beer styles and brewing techniques. Again after a few years, Nick grew restless. While working at a brewpub was fun and enjoyable, it just had too many other distractions from his true passions... Brewing beer, drinking beer and spreading the word about craft beer.  So he started the Doodle Brewing Company with every intention of brewing beers and beer styles that explore the boundries of flavor. He's probably sitting in front of his brewhouse right now with a beer enjoying what he's doing because he's making beer for you.","http://www.doodlebrewing.com/","2008","N","https://s3.amazonaws.com/brewerydbapi/brewery/ifZ8V4/upload_S4bCUw-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/ifZ8V4/upload_S4bCUw-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/ifZ8V4/upload_S4bCUw-large.png","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","600 Haines Drive","Liberty","Missouri","64068","","39.254543","-94.455085","Y","N","N","Y","micro","Micro Brewery","US","2008","United States","USA","","","","",""
"aSUtAe","The Corinthians Boutique Hotel","Doolally is arguably the best among the handfull of Micro-breweries in India. It is based in the city of Pune, in the western Indian state of Maharastra. It was founded on March 20, 2006 and has been growing steadly since then.    At any given point in time they have 4 brews on tap, one of which usually is a cider. Doolally experiments a lot, both with local ingridents (like a jaggery based Ale[2]) with flavours to complement Indian cusine or with traditonal brews like a German wheat or a good English stout.","http://www.doolally.in/","2006","N","https://s3.amazonaws.com/brewerydbapi/brewery/MpYI7s/upload_ASeofj-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/MpYI7s/upload_ASeofj-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/MpYI7s/upload_ASeofj-large.png","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","Nyati County, NIBM Annexe","South Pune","Pune","411060","","18.55502","73.82782","Y","N","N","N","micro","Micro Brewery","IN","","India","IND","020 26952226","","356","",""
"hwEiEq","Doomsday Brewing Company","Doomsday Brewing Company is a premiere small batch craft brewery located in Vancouver, WA. We want to bring the beer we love to everyone. We make small batches of quality beer with an emphasis on local ingredients. Malt from the oldest malting company in the western United States, Great Western Malting Co, in Vancouver, WA. Hops locally grown in Yakima, WA from Hopunion and yeast from Wyeast Laboratories Inc in Odell, OR.","http://www.doomsdaybrewing.com","2014","N","https://s3.amazonaws.com/brewerydbapi/brewery/0DpNPW/upload_Zwbfs2-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/0DpNPW/upload_Zwbfs2-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/0DpNPW/upload_Zwbfs2-large.png","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","2502 NE 99th St.","Vancouver","Washington","98665","","45.693407","-122.645648","Y","N","N","Y","micro","Micro Brewery","US","2014","United States","USA","(360) 907-5908","","","",""
"78GQyY","Door County Brewing Co.","Door County Brewing Company is inspired by our surrounding; our friends, our families, our landscape. Our mission is to create beers that lead to a gathering of community and friends where ever you are. We promise to create only the best tasting, thought provoking, carefully sourced, eco conscience beers that are constantly pushing the edge of imagination and senses.    What you will find in our beers is music, food, friends, family, travel, trees, soils and flowers—not just ingredients.","http://www.doorcountybrewingco.com/","2013","N","https://s3.amazonaws.com/brewerydbapi/brewery/jdulDH/upload_uoAPD6-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/jdulDH/upload_uoAPD6-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/jdulDH/upload_uoAPD6-large.png","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","2434 County Road","Baileys Harbor","Wisconsin","54202","","45.0665719","-87.1275518","Y","N","N","Y","micro","Micro Brewery","US","","United States","USA","(312) 543-3561","F","","",""
"NsukDc","Dorfkrug Neindorf","","","2006","N","","","","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","Haupstrasse 3","Oschersleben","Saxony-Anhalt","D-39387","","52.019166","11.13117","Y","N","N","Y","micro","Micro Brewery","DE","","Germany","DEU","","","276","",""
"j7TQXl","Dortmunder Actien Brauerei","","http://www.dab.de","1875","N","","","","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","Steigerstraße 20","Dortmund","Nordrhein-Westfalen","D-44145","","51.52641","7.46402","N","N","N","Y","micro","Micro Brewery","DE","","Germany","DEU","","","276","",""
"DnCVKt","Dortmunder Actien Brauerei  DAB","","","","N","","","","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","Steigerstrae 20","Dortmund","Nordrhein-Westfalen","","","51.52976","7.46917","Y","N","N","Y","micro","Micro Brewery","DE","","Germany","DEU","49-(0)231-/-8400-0","","276","",""
"QLp4mV","Dos Desperados Brewery","Dos Desperados Viven: We Will Live, We Will Enjoy Life","http://dosdesperadosbrew.com","2013","N","https://s3.amazonaws.com/brewerydbapi/brewery/ZaaAPU/upload_ET3Pex-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/ZaaAPU/upload_ET3Pex-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/ZaaAPU/upload_ET3Pex-large.png","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","1241 Linda Vista Dr","San Marcos","California","92078","","33.1372538","-117.1938782","Y","N","N","Y","micro","Micro Brewery","US","2014","United States","USA","(760) 566-6209","","","",""
"q6vJUK","Dostal Alley Brewpub & Casino","Dostal Alley - A Brewpub and Casino, serving the best Pizza in the county for over 18 years. Now open 24/7 Never closing!! A family owned and operated business located in the heart of Central City's Historic Main Street.","http://dostalalley.net/","","N","https://s3.amazonaws.com/brewerydbapi/brewery/R9gXfY/upload_pWirCv-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/R9gXfY/upload_pWirCv-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/R9gXfY/upload_pWirCv-large.png","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","116 Main St","Central City","Colorado","80427","","39.8002241","-105.5125512","Y","N","N","Y","brewpub","Brewpub","US","","United States","USA","303-582-1610","","","",""
